contract_id,contract_type,contract_status,vendor_id,project_id,contract_manager_id,scope_of_work,original_value,revised_value,revision_factor,variation_orders,currency,start_date,end_date,duration_months,retention_pct,performance_bond_pct,advance_payment_pct,liquidated_damages_pct,payment_terms,insurance_required,description,created_date
CTR-2021-000809,LUMP_SUM,ACTIVE,VND-000914,PRJ-2021-00873,EMP-000369,Road & Infrastructure,6606959.94,8547424.07,1.2937,1,GBP,2021-06-07,2023-09-25,28,5,15,20,5.0,COMPLETION,True,Research reflect see each school week.,2021-06-07
CTR-2021-000810,LUMP_SUM,ACTIVE,VND-000892,PRJ-2020-00211,EMP-000398,Fire Fighting Systems,262521.71,238500.97,0.9085,0,EUR,2021-12-22,2026-04-30,53,10,10,20,5.0,PROGRESS,True,Range amount large collection us shake tough company happen card government anything.,2021-12-22
CTR-2020-000811,REMEASURE,ACTIVE,VND-000752,PRJ-2024-00308,EMP-000708,Civil Works,758951.03,626438.18,0.8254,0,USD,2020-03-22,2022-06-10,27,10,15,10,5.0,MILESTONE,True,Here health both trial economic much short brother federal family defense scene.,2020-03-22
CTR-2024-000812,LUMP_SUM,TERMINATED,VND-000943,PRJ-2023-00788,EMP-000240,Scaffolding Services,519386.41,582024.41,1.1206,1,GBP,2024-04-05,2026-08-23,29,5,15,10,1.0,COMPLETION,True,Hour type upon where middle throw very throughout summer arm accept leave fear.,2024-04-05
CTR-2023-000813,REMEASURE,SUSPENDED,VND-000055,PRJ-2024-00693,EMP-000150,Engineering Design,8801800.2,10504948.54,1.1935,0,USD,2023-01-11,2027-09-17,57,0,10,15,1.0,MILESTONE,False,Accept three control great big man be.,2023-01-11
CTR-2021-000814,COST_PLUS,ACTIVE,VND-000513,PRJ-2020-00598,EMP-000765,Mechanical Installation,1348943.38,1399528.76,1.0375,0,USD,2021-02-26,2024-04-11,38,0,5,10,5.0,COMPLETION,True,Together improve tree according show economic likely hear hair throughout movie especially.,2021-02-26
CTR-2023-000815,REMEASURE,COMPLETED,VND-000460,PRJ-2019-00707,EMP-000417,Road & Infrastructure,4722112.44,6082553.03,1.2881,1,SAR,2023-02-25,2023-07-25,5,0,15,20,5.0,MILESTONE,False,Prevent keep cause section accept third remember book expect card inside.,2023-02-25
CTR-2023-000816,REMEASURE,COMPLETED,VND-000731,PRJ-2022-00599,EMP-000944,Electrical & Instrumentation,108191.65,96387.94,0.8909,0,SAR,2023-11-19,2025-12-08,25,5,0,15,0.5,MILESTONE,True,Too civil current look professor entire inside nearly son research.,2023-11-19
CTR-2024-000817,LUMP_SUM,APPROVED,VND-000312,PRJ-2024-00985,EMP-000559,Transportation & Logistics,1499399.72,1418732.02,0.9462,0,USD,2024-08-01,2028-01-13,42,10,15,10,2.0,PROGRESS,True,Seem sister hundred rise score stay capital whatever society call.,2024-08-01
CTR-2021-000818,EPC,COMPLETED,VND-000038,PRJ-2019-00502,EMP-000554,HVAC Installation,3814980.81,4779789.46,1.2529,0,EUR,2021-12-10,2023-07-03,19,5,15,15,0.5,COMPLETION,True,Matter should door question garden with scene its face magazine.,2021-12-10
CTR-2021-000819,REMEASURE,APPROVED,VND-000017,PRJ-2019-00753,EMP-000947,Fire Fighting Systems,1136456.88,920075.49,0.8096,0,USD,2021-08-13,2023-11-01,27,0,10,20,2.0,COMPLETION,True,Easy check memory economic short ten yes easy star cup relationship.,2021-08-13
CTR-2021-000820,LUMP_SUM,ACTIVE,VND-000424,PRJ-2022-00566,EMP-000301,Civil Works,4966473.37,5186984.79,1.0444,0,USD,2021-08-22,2022-04-19,8,10,10,30,0.5,MILESTONE,False,Red maybe Congress yeah option play director.,2021-08-22
CTR-2019-000821,LUMP_SUM,APPROVED,VND-000097,PRJ-2024-00158,EMP-000944,Electrical & Instrumentation,462345.31,555138.01,1.2007,0,SAR,2019-01-24,2019-04-24,3,10,10,30,0.5,COMPLETION,True,Husband event court certainly adult current ten.,2019-01-24
CTR-2021-000822,COST_PLUS,UNDER_NEGOTIATION,VND-000188,PRJ-2019-00058,EMP-000210,Engineering Design,8318738.35,7485200.77,0.8998,0,USD,2021-12-03,2022-03-03,3,5,5,10,0.5,MONTHLY,True,Imagine fill plan discuss from look member popular fight especially.,2021-12-03
CTR-2024-000823,REMEASURE,ACTIVE,VND-000313,PRJ-2021-00726,EMP-000822,Mechanical Installation,31589874.04,34834154.1,1.1027,0,USD,2024-12-22,2028-04-05,40,0,15,10,0.5,MILESTONE,False,Wall represent east time consider a produce focus experience.,2024-12-22
CTR-2021-000824,LUMP_SUM,ACTIVE,VND-000295,PRJ-2023-00717,EMP-000181,Insulation Works,582883.23,671131.75,1.1514,0,USD,2021-06-25,2022-11-17,17,0,15,30,2.0,COMPLETION,True,Training beyond continue way hair fight best add necessary.,2021-06-25
CTR-2021-000825,LUMP_SUM,ACTIVE,VND-000561,PRJ-2023-00754,EMP-000387,Insulation Works,514909.39,548532.97,1.0653,0,USD,2021-03-03,2021-08-30,6,0,15,15,0.5,COMPLETION,True,Former scientist guess single more he practice.,2021-03-03
CTR-2024-000826,REMEASURE,TERMINATED,VND-000141,PRJ-2022-00327,EMP-000996,Fire Fighting Systems,8886792.25,10537069.57,1.1857,1,EUR,2024-10-22,2025-05-20,7,10,10,15,5.0,COMPLETION,True,Once beautiful blood picture own American why this.,2024-10-22
CTR-2021-000827,COST_PLUS,ACTIVE,VND-000300,PRJ-2021-00234,EMP-000983,Electrical & Instrumentation,10738631.51,9506910.48,0.8853,0,USD,2021-08-11,2025-12-18,53,5,15,20,5.0,MILESTONE,False,Cover knowledge better walk people feeling listen set.,2021-08-11
CTR-2022-000828,REMEASURE,DRAFT,VND-000219,PRJ-2021-00808,EMP-000532,Piping & Fabrication,458497.43,454233.4,0.9907,0,USD,2022-01-14,2026-05-23,53,10,5,10,1.0,MONTHLY,True,Result analysis court nearly education theory table trade window thus large response.,2022-01-14
CTR-2022-000829,LUMP_SUM,ACTIVE,VND-000036,PRJ-2024-00510,EMP-000678,Transportation & Logistics,534838.32,470229.85,0.8792,0,USD,2022-04-16,2025-08-28,41,10,15,20,5.0,MILESTONE,True,Attack industry use mean against out recent can animal not some.,2022-04-16
CTR-2024-000830,LUMP_SUM,TERMINATED,VND-000102,PRJ-2024-00976,EMP-000567,HVAC Installation,658238.82,758949.36,1.153,2,USD,2024-04-17,2027-02-01,34,0,15,20,0.5,MILESTONE,True,Scientist however range that will close seek his.,2024-04-17
CTR-2021-000831,REMEASURE,ACTIVE,VND-000188,PRJ-2019-00614,EMP-000195,Road & Infrastructure,133696.05,142359.55,1.0648,0,EUR,2021-12-28,2022-11-23,11,5,15,0,0.5,PROGRESS,True,Husband even contain civil design recent these so lay remain.,2021-12-28
CTR-2020-000832,TURNKEY,COMPLETED,VND-000509,PRJ-2023-00650,EMP-000804,Engineering Design,253222.06,302195.21,1.1934,2,USD,2020-06-23,2021-09-16,15,0,10,30,1.0,MILESTONE,False,Else system fast environmental budget difference move factor policy walk everyone card.,2020-06-23
CTR-2020-000833,REMEASURE,ACTIVE,VND-000031,PRJ-2024-00321,EMP-000855,Mechanical Installation,222746.33,276294.55,1.2404,2,GBP,2020-10-11,2021-06-08,8,10,15,20,2.0,COMPLETION,True,Politics eat statement movement ability girl.,2020-10-11
CTR-2020-000834,COST_PLUS,ACTIVE,VND-000227,PRJ-2020-00373,EMP-000085,Scaffolding Services,317522.4,329238.98,1.0369,0,EUR,2020-06-12,2024-12-18,55,10,15,30,1.0,PROGRESS,False,Win foot watch this enough card together far world personal action green room.,2020-06-12
CTR-2022-000835,EPC,SUSPENDED,VND-000904,PRJ-2023-00205,EMP-000299,Piping & Fabrication,953574.34,1219526.22,1.2789,3,EUR,2022-05-24,2022-11-20,6,10,5,30,2.0,COMPLETION,True,Computer will Mr without sing sister blood second high.,2022-05-24
CTR-2019-000836,LUMP_SUM,APPROVED,VND-000484,PRJ-2022-00026,EMP-000028,Insulation Works,1427338.53,1606897.72,1.1258,1,USD,2019-08-25,2020-08-19,12,5,15,30,1.0,COMPLETION,False,Thank plant nearly stage determine environmental ok space send.,2019-08-25
CTR-2019-000837,TURNKEY,ACTIVE,VND-000313,PRJ-2019-00724,EMP-000775,Fire Fighting Systems,10280410.4,9688258.76,0.9424,0,USD,2019-01-04,2019-07-03,6,5,15,15,1.0,COMPLETION,True,Land role its chance look many least.,2019-01-04
CTR-2024-000838,REMEASURE,ACTIVE,VND-000283,PRJ-2024-00335,EMP-000039,Mechanical Installation,224688.2,252055.22,1.1218,1,EUR,2024-10-02,2029-08-07,59,10,0,10,5.0,MONTHLY,True,Country make role positive again clear concern hour.,2024-10-02
CTR-2019-000839,REMEASURE,TERMINATED,VND-000376,PRJ-2020-00095,EMP-000622,Painting & Coatings,4397222.27,5655707.28,1.2862,2,USD,2019-06-25,2020-01-21,7,5,15,30,0.5,COMPLETION,True,Could century interview lawyer population I right case seek activity between himself body.,2019-06-25
CTR-2022-000840,REMEASURE,ACTIVE,VND-000142,PRJ-2020-00834,EMP-000339,Road & Infrastructure,728699.51,746334.04,1.0242,0,GBP,2022-05-08,2023-10-30,18,0,0,0,1.0,MONTHLY,True,Shake popular analysis eat base central.,2022-05-08
CTR-2020-000841,TURNKEY,TERMINATED,VND-000216,PRJ-2022-00513,EMP-000554,Civil Works,932667.87,896760.16,0.9615,0,USD,2020-05-16,2020-09-13,4,10,15,30,0.5,MILESTONE,True,Outside society act social my stand system be cause service throughout spring film look.,2020-05-16
CTR-2020-000842,LUMP_SUM,ACTIVE,VND-000567,PRJ-2020-00719,EMP-000120,HVAC Installation,2764109.94,3015091.12,1.0908,1,USD,2020-03-13,2021-07-06,16,0,0,30,2.0,PROGRESS,True,Argue reality physical but stay bill father memory student.,2020-03-13
CTR-2020-000843,COST_PLUS,COMPLETED,VND-000416,PRJ-2023-00343,EMP-000311,Piping & Fabrication,186449.74,179644.32,0.9635,0,USD,2020-11-10,2023-05-29,31,0,15,30,5.0,MILESTONE,True,Ability difference dinner history government expert TV.,2020-11-10
CTR-2022-000844,COST_PLUS,COMPLETED,VND-000325,PRJ-2023-00205,EMP-000941,Civil Works,1782655.42,2081963.27,1.1679,1,GBP,2022-11-07,2027-09-12,59,10,10,15,5.0,MILESTONE,True,Rather resource top man yard different what example baby free.,2022-11-07
CTR-2021-000845,LUMP_SUM,DRAFT,VND-000019,PRJ-2019-00222,EMP-000280,Catering & Camp Services,1289388.09,1586205.23,1.2302,1,USD,2021-12-13,2025-12-22,49,5,15,20,1.0,COMPLETION,True,Type turn time page concern most outside quickly change project.,2021-12-13
CTR-2023-000846,LUMP_SUM,TERMINATED,VND-000401,PRJ-2022-00080,EMP-000165,Mechanical Installation,2102582.47,2611827.94,1.2422,0,EUR,2023-01-09,2023-04-09,3,5,15,20,1.0,MONTHLY,True,Person expert then even material hard enter trade sometimes.,2023-01-09
CTR-2024-000847,LUMP_SUM,ACTIVE,VND-000608,PRJ-2024-00078,EMP-000471,Mechanical Installation,1549980.59,1563465.42,1.0087,0,USD,2024-01-04,2025-10-25,22,0,10,20,1.0,MONTHLY,False,Technology within sing chair challenge land.,2024-01-04
CTR-2022-000848,LUMP_SUM,UNDER_NEGOTIATION,VND-000376,PRJ-2021-00467,EMP-000961,Structural Steel Erection,39942449.35,45833960.63,1.1475,1,USD,2022-12-19,2025-09-04,33,0,5,10,0.5,COMPLETION,True,Spring both into risk certain follow camera should good management loss win.,2022-12-19
CTR-2022-000849,REMEASURE,ACTIVE,VND-000278,PRJ-2024-00997,EMP-000016,Civil Works,385921.79,420037.28,1.0884,0,EUR,2022-05-23,2024-02-12,21,10,15,10,2.0,PROGRESS,False,Soldier four soon president early industry market move mouth start his ok instead.,2022-05-23
CTR-2020-000850,LUMP_SUM,ACTIVE,VND-000002,PRJ-2024-00666,EMP-000058,Mechanical Installation,452935.3,560190.38,1.2368,2,EUR,2020-12-16,2025-04-24,53,0,0,15,2.0,PROGRESS,True,Since specific despite beautiful gun data sure gun listen card body treat guess.,2020-12-16
CTR-2022-000851,REMEASURE,ACTIVE,VND-000607,PRJ-2023-00744,EMP-000924,Fire Fighting Systems,394466.39,422236.82,1.0704,0,EUR,2022-06-14,2023-08-08,14,10,15,15,5.0,PROGRESS,True,Far century table will tree drug still.,2022-06-14
CTR-2024-000852,COST_PLUS,ACTIVE,VND-000915,PRJ-2023-00418,EMP-000622,Catering & Camp Services,436605.06,559160.1,1.2807,1,EUR,2024-03-11,2026-03-31,25,10,15,20,1.0,MONTHLY,True,Section bring receive central run receive.,2024-03-11
CTR-2024-000853,LUMP_SUM,ACTIVE,VND-000254,PRJ-2022-00872,EMP-000947,Painting & Coatings,386126.11,335852.49,0.8698,0,GBP,2024-07-03,2029-01-08,55,5,0,30,0.5,MONTHLY,True,He reduce production available study that air half bad baby notice.,2024-07-03
CTR-2021-000854,TURNKEY,COMPLETED,VND-000261,PRJ-2019-00758,EMP-000369,Piping & Fabrication,5977570.64,6826385.67,1.142,1,USD,2021-06-24,2026-01-29,56,5,15,30,5.0,PROGRESS,False,Change consumer sea security recognize federal in front sit receive expert.,2021-06-24
CTR-2024-000855,COST_PLUS,UNDER_NEGOTIATION,VND-000753,PRJ-2023-00160,EMP-000299,HVAC Installation,8459125.62,9796513.38,1.1581,1,GBP,2024-08-05,2025-03-03,7,10,10,10,5.0,MILESTONE,True,Art politics page community civil how interest.,2024-08-05
CTR-2019-000856,EPC,APPROVED,VND-000024,PRJ-2019-00032,EMP-000488,Fire Fighting Systems,426718.81,367191.54,0.8605,0,GBP,2019-11-03,2020-05-31,7,5,15,0,5.0,COMPLETION,True,Never stop try maybe remember interest church win miss within by.,2019-11-03
CTR-2023-000857,LUMP_SUM,ACTIVE,VND-000333,PRJ-2023-00312,EMP-000739,Fire Fighting Systems,288216.34,319804.85,1.1096,1,EUR,2023-10-02,2027-07-13,46,5,0,20,2.0,MONTHLY,True,Hundred argue hot state wish painting baby realize.,2023-10-02
CTR-2022-000858,TURNKEY,ACTIVE,VND-000908,PRJ-2022-00789,EMP-000151,Scaffolding Services,2037274.28,2060499.21,1.0114,0,EUR,2022-06-22,2025-04-07,34,0,15,0,5.0,MONTHLY,True,Finish politics still close sound position crime board back owner suggest agreement.,2022-06-22
CTR-2023-000859,LUMP_SUM,ACTIVE,VND-000148,PRJ-2021-00466,EMP-000648,Mechanical Installation,438741.39,515301.76,1.1745,1,EUR,2023-08-02,2025-06-22,23,5,15,10,5.0,MONTHLY,True,Clear blood deep action travel could cut upon drive.,2023-08-02
CTR-2023-000860,TURNKEY,COMPLETED,VND-000846,PRJ-2019-00456,EMP-000106,Engineering Design,2595780.31,2728165.11,1.051,0,USD,2023-10-13,2028-03-20,54,10,0,15,0.5,COMPLETION,True,With north nor so animal fire want.,2023-10-13
CTR-2022-000861,LUMP_SUM,APPROVED,VND-000474,PRJ-2020-00616,EMP-000578,Scaffolding Services,1361890.73,1380140.07,1.0134,0,SAR,2022-02-07,2024-10-24,33,5,5,0,5.0,MILESTONE,False,Wonder seem when matter fire hospital.,2022-02-07
CTR-2019-000862,LUMP_SUM,APPROVED,VND-000979,PRJ-2023-00866,EMP-000819,Road & Infrastructure,103402.44,94551.19,0.9144,0,GBP,2019-02-04,2020-02-29,13,0,5,30,0.5,COMPLETION,True,Wind reflect best imagine scientist big space change onto him.,2019-02-04
CTR-2024-000863,REMEASURE,COMPLETED,VND-000604,PRJ-2022-00651,EMP-000915,HVAC Installation,10234324.77,8731925.89,0.8532,0,USD,2024-07-18,2028-05-28,47,5,0,0,0.5,PROGRESS,True,Than also claim radio bad personal well discuss democratic race cell responsibility year.,2024-07-18
CTR-2023-000864,TURNKEY,COMPLETED,VND-000216,PRJ-2021-00124,EMP-000023,Road & Infrastructure,14854546.08,13086855.1,0.881,0,USD,2023-04-15,2026-12-25,45,10,10,30,2.0,MONTHLY,False,Might rock prepare us game size fund growth task issue three similar.,2023-04-15
CTR-2024-000865,LUMP_SUM,ACTIVE,VND-000938,PRJ-2022-00041,EMP-000373,Mechanical Installation,400639.37,361056.2,0.9012,0,USD,2024-12-13,2025-03-13,3,5,0,30,0.5,PROGRESS,True,Dream young parent when note yes best address short finally.,2024-12-13
CTR-2019-000866,LUMP_SUM,COMPLETED,VND-000520,PRJ-2019-00943,EMP-000397,Painting & Coatings,561545.26,690869.13,1.2303,1,USD,2019-08-16,2022-05-02,33,0,0,10,5.0,MONTHLY,True,Material lawyer college fast attention office government.,2019-08-16
CTR-2020-000867,TURNKEY,APPROVED,VND-000105,PRJ-2019-00490,EMP-000856,Structural Steel Erection,1542319.62,1997149.68,1.2949,1,EUR,2020-04-21,2024-06-29,51,5,10,10,2.0,MONTHLY,False,Condition sign election list eight theory.,2020-04-21
CTR-2019-000868,TURNKEY,COMPLETED,VND-000045,PRJ-2019-00198,EMP-000638,Insulation Works,1658933.0,1651301.91,0.9954,0,GBP,2019-04-24,2020-03-19,11,5,15,10,1.0,PROGRESS,True,Vote will major guy expert important people.,2019-04-24
CTR-2019-000869,REMEASURE,DRAFT,VND-000100,PRJ-2021-00576,EMP-000127,HVAC Installation,2697447.22,3107998.69,1.1522,0,GBP,2019-01-12,2020-09-03,20,5,10,20,2.0,PROGRESS,False,Kid mention person finish base including late.,2019-01-12
CTR-2022-000870,REMEASURE,ACTIVE,VND-000990,PRJ-2024-00712,EMP-000928,Painting & Coatings,20487117.01,25848595.53,1.2617,3,EUR,2022-10-05,2025-06-21,33,5,0,20,2.0,MONTHLY,True,Per popular scientist each start account.,2022-10-05
CTR-2021-000871,TURNKEY,COMPLETED,VND-000998,PRJ-2023-00526,EMP-000369,HVAC Installation,770333.76,736824.24,0.9565,0,SAR,2021-10-07,2023-10-27,25,5,5,15,5.0,PROGRESS,True,Fact citizen human authority hold left behavior.,2021-10-07
CTR-2024-000872,REMEASURE,COMPLETED,VND-000219,PRJ-2022-00822,EMP-000488,Commissioning Support,303323.18,271474.25,0.895,0,EUR,2024-09-11,2026-01-04,16,5,5,0,2.0,MILESTONE,True,Life movement stand board Congress board where however item husband ask.,2024-09-11
CTR-2024-000873,COST_PLUS,APPROVED,VND-000830,PRJ-2022-00384,EMP-000398,HVAC Installation,126883.06,126350.15,0.9958,0,SAR,2024-08-18,2026-08-08,24,0,10,30,0.5,MONTHLY,False,You main reduce live everything although choose like policy floor.,2024-08-18
CTR-2023-000874,EPC,DRAFT,VND-000295,PRJ-2022-00832,EMP-000423,Civil Works,335576.4,424135.01,1.2639,2,SAR,2023-09-19,2028-03-26,55,5,15,10,2.0,COMPLETION,True,Write similar artist speak smile without.,2023-09-19
CTR-2022-000875,REMEASURE,ACTIVE,VND-000636,PRJ-2024-00321,EMP-000176,Electrical & Instrumentation,955805.33,831455.06,0.8699,0,USD,2022-01-02,2026-09-08,57,0,10,0,2.0,MONTHLY,False,Approach test well raise establish player base attorney.,2022-01-02
CTR-2024-000876,REMEASURE,DRAFT,VND-000948,PRJ-2019-00062,EMP-000015,Catering & Camp Services,14825167.41,12685895.75,0.8557,0,EUR,2024-05-14,2025-11-05,18,0,5,30,2.0,PROGRESS,False,Bank them later information degree throw contain approach time investment white.,2024-05-14
CTR-2020-000877,LUMP_SUM,SUSPENDED,VND-000354,PRJ-2023-00176,EMP-000656,Mechanical Installation,462121.47,416648.72,0.9016,0,USD,2020-03-03,2023-05-17,39,10,10,20,0.5,MILESTONE,False,Clearly glass industry little read claim recent great realize.,2020-03-03
CTR-2020-000878,LUMP_SUM,SUSPENDED,VND-000276,PRJ-2024-00940,EMP-000355,Piping & Fabrication,1405188.38,1320455.52,0.9397,0,USD,2020-05-14,2023-08-27,40,10,15,20,1.0,MONTHLY,False,Statement night throw cup reveal official certain professional statement same.,2020-05-14
CTR-2022-000879,COST_PLUS,ACTIVE,VND-000633,PRJ-2022-00872,EMP-000648,Road & Infrastructure,980056.65,795315.97,0.8115,0,USD,2022-11-16,2025-05-04,30,10,10,15,0.5,COMPLETION,False,Add to value material first society purpose enjoy reveal write.,2022-11-16
CTR-2023-000880,LUMP_SUM,APPROVED,VND-000118,PRJ-2020-00616,EMP-000644,Structural Steel Erection,5971984.91,5280429.06,0.8842,0,USD,2023-06-12,2025-09-29,28,5,5,15,1.0,COMPLETION,False,Plant police official already second could recent.,2023-06-12
CTR-2024-000881,TURNKEY,ACTIVE,VND-000097,PRJ-2020-00464,EMP-000022,Structural Steel Erection,44473258.72,44224208.47,0.9944,0,USD,2024-01-16,2026-07-04,30,10,15,20,0.5,PROGRESS,True,Over democratic decide course quickly western have hair.,2024-01-16
CTR-2021-000882,LUMP_SUM,TERMINATED,VND-000799,PRJ-2023-00162,EMP-000256,Civil Works,453022.4,412069.18,0.9096,0,EUR,2021-10-17,2026-03-25,54,0,0,20,2.0,MILESTONE,True,To maybe test record power lay improve goal my.,2021-10-17
CTR-2020-000883,LUMP_SUM,COMPLETED,VND-000079,PRJ-2022-00257,EMP-000119,Structural Steel Erection,482068.18,512245.65,1.0626,0,USD,2020-05-05,2025-01-09,57,5,10,10,1.0,PROGRESS,True,Wind from unit learn health need class job expect process quite plant.,2020-05-05
CTR-2019-000884,LUMP_SUM,UNDER_NEGOTIATION,VND-000081,PRJ-2023-00587,EMP-000268,HVAC Installation,4810161.97,4541273.92,0.9441,0,SAR,2019-03-08,2019-07-06,4,0,0,0,0.5,MILESTONE,True,Visit town between because student bed administration usually billion seek perhaps name plant.,2019-03-08
CTR-2022-000885,REMEASURE,ACTIVE,VND-000284,PRJ-2020-00157,EMP-000903,Structural Steel Erection,2793587.68,3536961.36,1.2661,1,GBP,2022-06-28,2023-07-23,13,5,0,30,0.5,MILESTONE,True,Ok allow face inside development lawyer high crime light buy whose trial.,2022-06-28
CTR-2022-000886,LUMP_SUM,APPROVED,VND-000603,PRJ-2021-00588,EMP-000464,Electrical & Instrumentation,16031418.14,16531598.39,1.0312,0,USD,2022-02-23,2023-08-17,18,0,0,0,5.0,MONTHLY,True,Traditional population six how vote site medical environment probably film total.,2022-02-23
CTR-2023-000887,COST_PLUS,COMPLETED,VND-000651,PRJ-2021-00564,EMP-000912,Electrical & Instrumentation,2411820.17,2805188.04,1.1631,1,USD,2023-11-17,2025-12-06,25,10,15,15,5.0,COMPLETION,True,Pull above training allow ago so subject million scientist fish color.,2023-11-17
CTR-2019-000888,LUMP_SUM,SUSPENDED,VND-000603,PRJ-2022-00863,EMP-000496,Piping & Fabrication,585992.26,502664.16,0.8578,0,USD,2019-05-12,2019-09-09,4,5,15,10,0.5,COMPLETION,False,Year drop wind cover popular stock soon official can player within community tough.,2019-05-12
CTR-2020-000889,REMEASURE,SUSPENDED,VND-000220,PRJ-2023-00665,EMP-000510,Fire Fighting Systems,2436278.54,2431893.24,0.9982,0,USD,2020-04-15,2021-11-06,19,5,15,20,5.0,MILESTONE,True,Citizen discuss report call brother officer hot several true study city follow.,2020-04-15
CTR-2022-000890,EPC,ACTIVE,VND-000230,PRJ-2023-00919,EMP-000154,Fire Fighting Systems,5299141.43,5021996.33,0.9477,0,USD,2022-07-21,2027-04-26,58,5,0,30,2.0,COMPLETION,True,Behavior join pick order agreement remain turn.,2022-07-21
CTR-2022-000891,LUMP_SUM,ACTIVE,VND-000504,PRJ-2023-00945,EMP-000845,Commissioning Support,3439109.99,3036734.12,0.883,0,USD,2022-12-18,2024-08-09,20,0,0,30,1.0,PROGRESS,True,Occur agent safe work play sing cost.,2022-12-18
CTR-2022-000892,LUMP_SUM,SUSPENDED,VND-000565,PRJ-2019-00637,EMP-000571,Commissioning Support,2149855.19,2026238.52,0.9425,0,GBP,2022-10-04,2027-08-09,59,5,15,20,0.5,MONTHLY,False,Father movement early sister skill side process ever.,2022-10-04
CTR-2020-000893,TURNKEY,ACTIVE,VND-000730,PRJ-2022-00750,EMP-000439,Civil Works,4975378.64,4338530.17,0.872,0,USD,2020-07-09,2022-10-27,28,0,0,0,2.0,MILESTONE,True,Physical point often billion learn other blood.,2020-07-09
CTR-2023-000894,LUMP_SUM,COMPLETED,VND-000243,PRJ-2024-00438,EMP-000920,Piping & Fabrication,5803335.44,6291395.95,1.0841,0,USD,2023-02-06,2027-10-13,57,0,10,20,0.5,COMPLETION,False,Energy Congress back suddenly tree debate beyond somebody including.,2023-02-06
CTR-2020-000895,TURNKEY,ACTIVE,VND-000122,PRJ-2023-00686,EMP-000788,Commissioning Support,7986302.83,9629883.95,1.2058,1,EUR,2020-06-28,2023-03-15,33,5,10,15,1.0,PROGRESS,False,Where baby reach heart finish traditional speak conference act condition note parent.,2020-06-28
CTR-2020-000896,LUMP_SUM,DRAFT,VND-000808,PRJ-2024-00279,EMP-000572,Transportation & Logistics,2657947.67,3375593.54,1.27,1,USD,2020-12-13,2021-06-11,6,10,10,15,0.5,MILESTONE,True,Bring garden get yet outside above.,2020-12-13
CTR-2020-000897,TURNKEY,ACTIVE,VND-000245,PRJ-2020-00949,EMP-000151,Piping & Fabrication,781775.49,898025.51,1.1487,1,USD,2020-12-13,2023-05-02,29,10,10,15,0.5,MILESTONE,True,Score unit cover ahead age memory charge term boy describe foreign detail.,2020-12-13
CTR-2024-000898,LUMP_SUM,ACTIVE,VND-000086,PRJ-2024-00447,EMP-000697,Catering & Camp Services,1251771.78,1511514.42,1.2075,1,USD,2024-01-11,2026-03-01,26,0,10,10,5.0,COMPLETION,False,Environment loss well give necessary family seat.,2024-01-11
CTR-2022-000899,REMEASURE,ACTIVE,VND-000376,PRJ-2022-00294,EMP-000397,Mechanical Installation,6136489.84,6782662.22,1.1053,0,USD,2022-10-11,2026-01-23,40,5,0,0,0.5,MONTHLY,True,Job watch two economic cup suffer response which bill soldier onto close.,2022-10-11
CTR-2022-000900,REMEASURE,UNDER_NEGOTIATION,VND-000243,PRJ-2019-00053,EMP-000004,Civil Works,294960.43,305461.02,1.0356,0,USD,2022-06-22,2026-04-02,46,10,10,30,0.5,MILESTONE,False,West maintain third interest section staff performance parent.,2022-06-22
CTR-2021-000901,LUMP_SUM,TERMINATED,VND-000127,PRJ-2022-00041,EMP-000002,Insulation Works,1746300.25,2114245.71,1.2107,1,GBP,2021-07-27,2024-05-12,34,0,10,30,2.0,MONTHLY,False,Current good today standard last threat when education important page theory.,2021-07-27
CTR-2021-000902,LUMP_SUM,ACTIVE,VND-000421,PRJ-2023-00162,EMP-000860,Fire Fighting Systems,556816.92,472236.43,0.8481,0,USD,2021-05-02,2023-08-20,28,5,5,20,5.0,PROGRESS,True,Good air conference follow so group authority prevent head single business five.,2021-05-02
CTR-2024-000903,COST_PLUS,ACTIVE,VND-000376,PRJ-2019-00814,EMP-000526,Electrical & Instrumentation,1048758.07,1188347.77,1.1331,1,USD,2024-03-23,2025-03-18,12,0,0,0,0.5,MONTHLY,False,Response degree nothing focus discussion at.,2024-03-23
CTR-2020-000904,LUMP_SUM,UNDER_NEGOTIATION,VND-000539,PRJ-2020-00705,EMP-000554,Commissioning Support,6835757.13,7448240.97,1.0896,1,USD,2020-02-21,2023-11-02,45,10,10,10,5.0,MONTHLY,True,Own money bill everyone part third teacher avoid throughout.,2020-02-21
CTR-2022-000905,LUMP_SUM,UNDER_NEGOTIATION,VND-000050,PRJ-2022-00862,EMP-000420,Engineering Design,1337949.27,1330991.93,0.9948,0,USD,2022-07-26,2026-07-05,48,5,15,10,2.0,COMPLETION,True,Radio itself spend cup anyone management another ever budget laugh over.,2022-07-26
CTR-2023-000906,TURNKEY,APPROVED,VND-000261,PRJ-2022-00978,EMP-000419,HVAC Installation,1076962.16,1085470.16,1.0079,0,SAR,2023-06-05,2023-11-02,5,0,5,30,5.0,MILESTONE,False,Him office expect popular task write treatment expect success idea time truth although.,2023-06-05
