performance_id,vendor_id,project_id,evaluation_period,evaluator_id,delivery_score,quality_score,commercial_score,hse_score,composite_score,recommendation,delivery_metric_focus,quality_metric_focus,commercial_metric_focus,hse_metric_focus,po_count_evaluated,total_value_evaluated,corrective_actions,improvement_trend,evaluation_date,remarks,created_date
PERF-VND-000619-202110,VND-000619,PRJ-2021-00893,202110,EMP-000763,67.12,67.37,70.97,62.09,66.96,APPROVED,ON_TIME_DELIVERY_RATE,REWORK_RATE,PRICE_COMPETITIVENESS,INCIDENT_RATE,13,17693.37,0,IMPROVING,2021-10-04,,2021-10-04
PERF-VND-000489-202311,VND-000489,PRJ-2023-00709,202311,EMP-000488,51.17,44.4,50.96,77.07,54.28,CONDITIONAL,SCHEDULE_ADHERENCE,REWORK_RATE,PAYMENT_TERMS_COMPLIANCE,HSE_COMPLIANCE,23,20509.74,3,STABLE,2023-11-22,Together decide economic.,2023-11-22
PERF-VND-000139-201902,VND-000139,PRJ-2022-00196,201902,EMP-000119,79.7,70.56,40.44,83.51,69.87,APPROVED,ON_TIME_DELIVERY_RATE,FIRST_PASS_YIELD,PRICE_COMPETITIVENESS,NEAR_MISS_REPORTING,16,158412.61,0,IMPROVING,2019-02-21,,2019-02-21
PERF-VND-000447-202509,VND-000447,PRJ-2021-00879,202509,EMP-000898,57.09,76.72,56.01,76.27,66.6,APPROVED,SCHEDULE_ADHERENCE,FIRST_PASS_YIELD,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,25,13129.3,0,IMPROVING,2025-09-15,,2025-09-15
PERF-VND-000023-202003,VND-000023,PRJ-2022-00171,202003,EMP-000164,45.1,63.87,66.27,69.83,59.91,CONDITIONAL,DOCUMENTATION_ACCURACY,REWORK_RATE,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,15,14460.32,1,IMPROVING,2020-03-19,,2020-03-19
PERF-VND-000850-202303,VND-000850,PRJ-2019-00053,202303,EMP-000426,66.0,74.31,67.37,77.37,71.04,APPROVED,ON_TIME_DELIVERY_RATE,DEFECT_RATE,CHANGE_ORDER_FREQUENCY,SAFETY_AUDIT_SCORE,16,26792.08,0,DECLINING,2023-03-24,,2023-03-24
PERF-VND-000568-202202,VND-000568,PRJ-2024-00038,202202,EMP-000578,89.58,51.18,74.83,90.36,75.27,APPROVED,DOCUMENTATION_ACCURACY,REWORK_RATE,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,23,106626.75,0,DECLINING,2022-02-02,Government nice themselves.,2022-02-02
PERF-VND-000591-202205,VND-000591,PRJ-2019-00567,202205,EMP-000071,68.96,61.55,82.51,56.5,66.95,APPROVED,DELIVERY_COMPLETENESS,REWORK_RATE,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,16,18692.0,0,DECLINING,2022-05-20,,2022-05-20
PERF-VND-000715-202308,VND-000715,PRJ-2021-00022,202308,EMP-000174,66.04,89.8,73.32,62.42,73.9,APPROVED,DELIVERY_COMPLETENESS,FIRST_PASS_YIELD,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,15,41259.26,0,DECLINING,2023-08-08,,2023-08-08
PERF-VND-000931-202208,VND-000931,PRJ-2022-00944,202208,EMP-000687,62.79,58.64,81.7,57.17,64.2,APPROVED,DOCUMENTATION_ACCURACY,FIRST_PASS_YIELD,PAYMENT_TERMS_COMPLIANCE,SAFETY_AUDIT_SCORE,14,412725.1,0,DECLINING,2022-08-27,,2022-08-27
PERF-VND-000369-202401,VND-000369,PRJ-2024-00819,202401,EMP-000941,84.42,87.45,61.52,73.05,78.47,APPROVED,LEAD_TIME_VARIANCE,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,HSE_COMPLIANCE,23,10723.77,0,IMPROVING,2024-01-24,,2024-01-24
PERF-VND-000133-202011,VND-000133,PRJ-2023-00205,202011,EMP-000172,64.13,77.9,86.14,60.61,71.96,APPROVED,SCHEDULE_ADHERENCE,REWORK_RATE,PRICE_COMPETITIVENESS,SAFETY_AUDIT_SCORE,16,38614.88,0,IMPROVING,2020-11-10,,2020-11-10
PERF-VND-000049-201903,VND-000049,PRJ-2023-00368,201903,EMP-000992,69.73,47.67,76.28,65.59,63.59,APPROVED,DELIVERY_COMPLETENESS,NCR_COUNT,INVOICE_ACCURACY,NEAR_MISS_REPORTING,17,47359.92,0,IMPROVING,2019-03-02,,2019-03-02
PERF-VND-000117-202508,VND-000117,PRJ-2023-00233,202508,EMP-000127,65.22,57.37,67.9,72.2,64.8,APPROVED,SCHEDULE_ADHERENCE,FIRST_PASS_YIELD,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,11,38321.66,0,STABLE,2025-08-26,,2025-08-26
PERF-VND-000789-202412,VND-000789,PRJ-2022-00274,202412,EMP-000163,61.07,75.11,91.15,76.82,74.45,APPROVED,SCHEDULE_ADHERENCE,SPECIFICATION_COMPLIANCE,PRICE_COMPETITIVENESS,INCIDENT_RATE,15,197865.32,0,STABLE,2024-12-26,,2024-12-26
PERF-VND-000774-202003,VND-000774,PRJ-2019-00999,202003,EMP-000114,51.15,72.52,52.64,55.8,58.79,CONDITIONAL,SCHEDULE_ADHERENCE,SPECIFICATION_COMPLIANCE,PRICE_COMPETITIVENESS,INCIDENT_RATE,17,24655.48,1,DECLINING,2020-03-04,,2020-03-04
PERF-VND-000211-202211,VND-000211,PRJ-2020-00161,202211,EMP-000822,89.88,85.2,71.4,55.07,77.82,APPROVED,DELIVERY_COMPLETENESS,REWORK_RATE,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,5,47309.35,0,STABLE,2022-11-21,,2022-11-21
PERF-VND-000142-202004,VND-000142,PRJ-2019-00869,202004,EMP-000232,76.53,72.81,42.19,63.43,65.93,APPROVED,DOCUMENTATION_ACCURACY,REWORK_RATE,PRICE_COMPETITIVENESS,NEAR_MISS_REPORTING,16,55442.77,0,STABLE,2020-04-11,,2020-04-11
PERF-VND-000088-202111,VND-000088,PRJ-2024-00382,202111,EMP-000812,80.04,34.86,65.73,76.86,62.99,APPROVED,DOCUMENTATION_ACCURACY,NCR_COUNT,INVOICE_ACCURACY,NEAR_MISS_REPORTING,25,165965.36,0,DECLINING,2021-11-25,,2021-11-25
PERF-VND-000234-202006,VND-000234,PRJ-2022-00822,202006,EMP-000517,82.39,79.32,56.8,50.2,69.91,APPROVED,DOCUMENTATION_ACCURACY,REWORK_RATE,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,1,37359.28,0,IMPROVING,2020-06-15,,2020-06-15
PERF-VND-000735-202407,VND-000735,PRJ-2019-00967,202407,EMP-000075,87.02,92.3,77.95,80.58,85.5,PREFERRED,ON_TIME_DELIVERY_RATE,NCR_COUNT,PAYMENT_TERMS_COMPLIANCE,SAFETY_AUDIT_SCORE,25,94425.61,0,STABLE,2024-07-06,See understand door class son computer.,2024-07-06
PERF-VND-000778-201905,VND-000778,PRJ-2019-00677,201905,EMP-000740,63.66,67.92,91.37,62.75,70.3,APPROVED,LEAD_TIME_VARIANCE,SPECIFICATION_COMPLIANCE,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,14,415706.41,0,DECLINING,2019-05-13,,2019-05-13
PERF-VND-000895-202203,VND-000895,PRJ-2024-00739,202203,EMP-000834,67.17,91.21,48.3,82.62,73.7,APPROVED,DELIVERY_COMPLETENESS,NCR_COUNT,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,17,24732.56,0,IMPROVING,2022-03-20,,2022-03-20
PERF-VND-000457-202511,VND-000457,PRJ-2020-00211,202511,EMP-001000,50.77,73.5,82.13,64.02,66.51,APPROVED,SCHEDULE_ADHERENCE,SPECIFICATION_COMPLIANCE,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,21,9908.82,0,IMPROVING,2025-11-13,,2025-11-13
PERF-VND-000087-201905,VND-000087,PRJ-2019-00551,201905,EMP-000427,70.62,68.6,75.68,87.34,74.37,APPROVED,DOCUMENTATION_ACCURACY,FIRST_PASS_YIELD,PAYMENT_TERMS_COMPLIANCE,NEAR_MISS_REPORTING,3,55753.85,0,DECLINING,2019-05-17,,2019-05-17
PERF-VND-000349-202510,VND-000349,PRJ-2022-00164,202510,EMP-000022,99.83,73.59,63.15,54.05,75.47,APPROVED,ON_TIME_DELIVERY_RATE,SPECIFICATION_COMPLIANCE,PAYMENT_TERMS_COMPLIANCE,NEAR_MISS_REPORTING,25,43687.12,0,DECLINING,2025-10-10,,2025-10-10
PERF-VND-000518-202003,VND-000518,PRJ-2022-00750,202003,EMP-000068,66.95,85.36,74.47,59.67,72.52,APPROVED,DELIVERY_COMPLETENESS,NCR_COUNT,PAYMENT_TERMS_COMPLIANCE,INCIDENT_RATE,2,73622.45,0,DECLINING,2020-03-25,,2020-03-25
PERF-VND-000460-202203,VND-000460,PRJ-2023-00587,202203,EMP-000829,82.07,94.45,80.43,84.89,86.02,PREFERRED,ON_TIME_DELIVERY_RATE,REWORK_RATE,PAYMENT_TERMS_COMPLIANCE,NEAR_MISS_REPORTING,24,64350.71,0,DECLINING,2022-03-19,,2022-03-19
PERF-VND-000961-202509,VND-000961,PRJ-2023-00682,202509,EMP-000621,77.82,89.99,49.34,70.46,74.3,APPROVED,SCHEDULE_ADHERENCE,FIRST_PASS_YIELD,PAYMENT_TERMS_COMPLIANCE,HSE_COMPLIANCE,10,23692.59,0,DECLINING,2025-09-22,,2025-09-22
PERF-VND-000144-202301,VND-000144,PRJ-2021-00533,202301,EMP-000829,77.69,89.68,59.64,43.93,70.92,APPROVED,LEAD_TIME_VARIANCE,DEFECT_RATE,PAYMENT_TERMS_COMPLIANCE,NEAR_MISS_REPORTING,25,36509.77,0,STABLE,2023-01-12,Agent say forward us soon.,2023-01-12
PERF-VND-000729-202307,VND-000729,PRJ-2019-00849,202307,EMP-000496,85.7,78.6,73.99,71.36,78.36,APPROVED,ON_TIME_DELIVERY_RATE,DEFECT_RATE,PRICE_COMPETITIVENESS,SAFETY_AUDIT_SCORE,5,12902.33,0,IMPROVING,2023-07-16,,2023-07-16
PERF-VND-000379-202408,VND-000379,PRJ-2022-00413,202408,EMP-000671,79.73,56.65,98.58,82.42,77.11,APPROVED,SCHEDULE_ADHERENCE,SPECIFICATION_COMPLIANCE,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,19,29828.57,0,DECLINING,2024-08-16,,2024-08-16
PERF-VND-000451-202403,VND-000451,PRJ-2022-00750,202403,EMP-000502,62.83,68.51,64.65,89.52,70.24,APPROVED,LEAD_TIME_VARIANCE,FIRST_PASS_YIELD,INVOICE_ACCURACY,SAFETY_AUDIT_SCORE,23,74884.29,0,IMPROVING,2024-03-15,,2024-03-15
PERF-VND-000526-202408,VND-000526,PRJ-2023-00121,202408,EMP-000786,61.03,100.0,68.69,84.99,79.05,APPROVED,LEAD_TIME_VARIANCE,REWORK_RATE,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,24,28857.59,0,DECLINING,2024-08-06,,2024-08-06
PERF-VND-000975-202004,VND-000975,PRJ-2020-00617,202004,EMP-000951,77.45,74.98,41.54,100.0,74.04,APPROVED,DOCUMENTATION_ACCURACY,DEFECT_RATE,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,19,281749.41,0,IMPROVING,2020-04-10,,2020-04-10
PERF-VND-000121-202212,VND-000121,PRJ-2023-00313,202212,EMP-000466,66.04,52.36,72.87,76.13,65.32,APPROVED,DELIVERY_COMPLETENESS,NCR_COUNT,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,5,91748.16,0,DECLINING,2022-12-05,,2022-12-05
PERF-VND-000960-202204,VND-000960,PRJ-2024-00911,202204,EMP-000362,74.87,78.1,88.26,82.39,80.02,PREFERRED,LEAD_TIME_VARIANCE,FIRST_PASS_YIELD,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,4,16990.56,0,STABLE,2022-04-18,Environment skin blue the.,2022-04-18
PERF-VND-000046-202306,VND-000046,PRJ-2024-00493,202306,EMP-000658,92.44,96.25,100.0,60.39,88.69,PREFERRED,DELIVERY_COMPLETENESS,SPECIFICATION_COMPLIANCE,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,13,80134.23,0,DECLINING,2023-06-16,,2023-06-16
PERF-VND-000136-202006,VND-000136,PRJ-2023-00517,202006,EMP-000733,40.77,78.85,60.33,100.0,67.95,APPROVED,DOCUMENTATION_ACCURACY,REWORK_RATE,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,24,23634.48,0,IMPROVING,2020-06-11,,2020-06-11
PERF-VND-000681-202508,VND-000681,PRJ-2020-00420,202508,EMP-000475,46.66,62.46,40.34,84.76,57.76,CONDITIONAL,LEAD_TIME_VARIANCE,REWORK_RATE,PAYMENT_TERMS_COMPLIANCE,INCIDENT_RATE,22,5023.59,2,DECLINING,2025-08-15,Develop staff least figure somebody dinner.,2025-08-15
PERF-VND-000170-201904,VND-000170,PRJ-2020-00586,201904,EMP-000727,72.43,36.76,63.52,96.36,64.73,APPROVED,DELIVERY_COMPLETENESS,SPECIFICATION_COMPLIANCE,PRICE_COMPETITIVENESS,INCIDENT_RATE,7,92297.97,0,DECLINING,2019-04-20,,2019-04-20
PERF-VND-000055-202501,VND-000055,PRJ-2024-00535,202501,EMP-000215,59.05,69.5,68.25,81.14,68.44,APPROVED,DOCUMENTATION_ACCURACY,SPECIFICATION_COMPLIANCE,PRICE_COMPETITIVENESS,INCIDENT_RATE,22,11611.72,0,IMPROVING,2025-01-18,,2025-01-18
PERF-VND-000282-202103,VND-000282,PRJ-2022-00252,202103,EMP-000929,80.89,26.73,59.18,68.65,57.85,CONDITIONAL,SCHEDULE_ADHERENCE,REWORK_RATE,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,13,128026.45,0,STABLE,2021-03-19,,2021-03-19
PERF-VND-000024-202208,VND-000024,PRJ-2023-00448,202208,EMP-000200,72.34,47.51,54.21,77.58,62.31,APPROVED,DOCUMENTATION_ACCURACY,DEFECT_RATE,PAYMENT_TERMS_COMPLIANCE,SAFETY_AUDIT_SCORE,9,54454.41,0,IMPROVING,2022-08-03,,2022-08-03
PERF-VND-000555-202010,VND-000555,PRJ-2020-00293,202010,EMP-000150,63.31,62.31,77.75,68.27,66.89,APPROVED,LEAD_TIME_VARIANCE,NCR_COUNT,PRICE_COMPETITIVENESS,NEAR_MISS_REPORTING,10,53867.93,0,DECLINING,2020-10-14,,2020-10-14
PERF-VND-000630-202206,VND-000630,PRJ-2022-00186,202206,EMP-000028,100.0,47.22,42.07,85.19,69.62,APPROVED,ON_TIME_DELIVERY_RATE,NCR_COUNT,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,11,26519.31,0,STABLE,2022-06-05,,2022-06-05
PERF-VND-000265-202301,VND-000265,PRJ-2020-00965,202301,EMP-000928,67.23,57.5,64.36,95.78,69.45,APPROVED,ON_TIME_DELIVERY_RATE,DEFECT_RATE,INVOICE_ACCURACY,NEAR_MISS_REPORTING,25,156773.0,0,DECLINING,2023-01-20,,2023-01-20
PERF-VND-000521-202405,VND-000521,PRJ-2022-00395,202405,EMP-000120,84.93,47.34,51.88,38.09,57.68,CONDITIONAL,DELIVERY_COMPLETENESS,DEFECT_RATE,PAYMENT_TERMS_COMPLIANCE,SAFETY_AUDIT_SCORE,18,22668.76,0,STABLE,2024-05-14,Process huge everything.,2024-05-14
PERF-VND-000649-202106,VND-000649,PRJ-2020-00936,202106,EMP-000997,86.35,78.27,64.9,74.71,77.31,APPROVED,ON_TIME_DELIVERY_RATE,NCR_COUNT,PRICE_COMPETITIVENESS,NEAR_MISS_REPORTING,25,26195.35,0,DECLINING,2021-06-18,,2021-06-18
PERF-VND-000312-202501,VND-000312,PRJ-2022-00417,202501,EMP-000532,75.07,82.25,45.38,78.9,72.05,APPROVED,ON_TIME_DELIVERY_RATE,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,NEAR_MISS_REPORTING,12,183307.77,0,IMPROVING,2025-01-18,,2025-01-18
PERF-VND-000551-202307,VND-000551,PRJ-2024-00985,202307,EMP-000644,65.77,81.21,100.0,73.64,78.82,APPROVED,DOCUMENTATION_ACCURACY,DEFECT_RATE,PRICE_COMPETITIVENESS,SAFETY_AUDIT_SCORE,20,95987.04,0,DECLINING,2023-07-10,,2023-07-10
PERF-VND-000001-201908,VND-000001,PRJ-2023-00956,201908,EMP-000571,60.93,72.9,74.44,77.53,70.54,APPROVED,DELIVERY_COMPLETENESS,SPECIFICATION_COMPLIANCE,PAYMENT_TERMS_COMPLIANCE,SAFETY_AUDIT_SCORE,12,17612.53,0,DECLINING,2019-08-27,,2019-08-27
PERF-VND-000861-202406,VND-000861,PRJ-2024-00289,202406,EMP-000045,75.1,93.4,74.28,87.51,82.91,PREFERRED,LEAD_TIME_VARIANCE,SPECIFICATION_COMPLIANCE,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,3,45052.58,0,DECLINING,2024-06-13,,2024-06-13
PERF-VND-000144-202412,VND-000144,PRJ-2019-00287,202412,EMP-000984,83.25,74.47,54.69,79.14,74.08,APPROVED,DOCUMENTATION_ACCURACY,FIRST_PASS_YIELD,PAYMENT_TERMS_COMPLIANCE,HSE_COMPLIANCE,21,18214.33,0,DECLINING,2024-12-09,,2024-12-09
PERF-VND-000252-202206,VND-000252,PRJ-2023-00350,202206,EMP-000244,62.51,73.03,72.16,59.54,67.0,APPROVED,DOCUMENTATION_ACCURACY,SPECIFICATION_COMPLIANCE,PAYMENT_TERMS_COMPLIANCE,INCIDENT_RATE,23,212093.59,0,DECLINING,2022-06-05,,2022-06-05
PERF-VND-000624-202401,VND-000624,PRJ-2024-00005,202401,EMP-000008,80.58,58.72,46.47,73.12,65.71,APPROVED,LEAD_TIME_VARIANCE,REWORK_RATE,CHANGE_ORDER_FREQUENCY,SAFETY_AUDIT_SCORE,18,35061.8,0,DECLINING,2024-01-03,,2024-01-03
PERF-VND-000552-201904,VND-000552,PRJ-2022-00914,201904,EMP-000933,73.7,64.19,39.9,69.95,63.34,APPROVED,DOCUMENTATION_ACCURACY,DEFECT_RATE,PAYMENT_TERMS_COMPLIANCE,SAFETY_AUDIT_SCORE,20,41492.05,0,STABLE,2019-04-12,,2019-04-12
PERF-VND-000787-201902,VND-000787,PRJ-2024-00128,201902,EMP-000550,81.5,58.83,91.5,50.15,70.43,APPROVED,DELIVERY_COMPLETENESS,FIRST_PASS_YIELD,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,8,288774.39,0,IMPROVING,2019-02-24,,2019-02-24
PERF-VND-000697-202210,VND-000697,PRJ-2019-00197,202210,EMP-000093,68.64,83.75,69.12,89.81,77.5,APPROVED,SCHEDULE_ADHERENCE,NCR_COUNT,INVOICE_ACCURACY,NEAR_MISS_REPORTING,16,37615.28,0,IMPROVING,2022-10-12,,2022-10-12
PERF-VND-000927-202506,VND-000927,PRJ-2024-00215,202506,EMP-000006,55.52,92.73,66.41,77.88,73.33,APPROVED,LEAD_TIME_VARIANCE,REWORK_RATE,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,19,263471.98,0,STABLE,2025-06-17,,2025-06-17
PERF-VND-000199-202501,VND-000199,PRJ-2022-00689,202501,EMP-000771,56.52,79.53,59.74,73.28,67.42,APPROVED,SCHEDULE_ADHERENCE,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,INCIDENT_RATE,19,65299.18,0,DECLINING,2025-01-05,Whom evidence political.,2025-01-05
PERF-VND-000266-202501,VND-000266,PRJ-2022-00877,202501,EMP-000280,49.5,57.54,86.92,86.52,66.8,APPROVED,SCHEDULE_ADHERENCE,NCR_COUNT,INVOICE_ACCURACY,INCIDENT_RATE,23,55538.54,0,DECLINING,2025-01-22,,2025-01-22
PERF-VND-000698-202412,VND-000698,PRJ-2022-00905,202412,EMP-000542,75.65,65.29,86.99,72.4,74.16,APPROVED,ON_TIME_DELIVERY_RATE,REWORK_RATE,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,14,79079.62,0,STABLE,2024-12-28,,2024-12-28
PERF-VND-000697-202407,VND-000697,PRJ-2019-00478,202407,EMP-000587,89.19,57.56,89.82,55.1,73.01,APPROVED,DELIVERY_COMPLETENESS,SPECIFICATION_COMPLIANCE,PRICE_COMPETITIVENESS,NEAR_MISS_REPORTING,2,423187.47,0,STABLE,2024-07-09,,2024-07-09
PERF-VND-000324-201901,VND-000324,PRJ-2024-00402,201901,EMP-000220,66.41,66.12,41.54,69.09,61.89,APPROVED,DELIVERY_COMPLETENESS,DEFECT_RATE,PRICE_COMPETITIVENESS,NEAR_MISS_REPORTING,23,17192.56,0,IMPROVING,2019-01-14,,2019-01-14
PERF-VND-000202-202010,VND-000202,PRJ-2023-00338,202010,EMP-000399,62.89,67.8,81.41,77.7,71.03,APPROVED,ON_TIME_DELIVERY_RATE,DEFECT_RATE,PRICE_COMPETITIVENESS,SAFETY_AUDIT_SCORE,14,86613.59,0,IMPROVING,2020-10-26,,2020-10-26
PERF-VND-000642-202207,VND-000642,PRJ-2020-00861,202207,EMP-000317,55.57,55.91,93.18,65.44,65.17,APPROVED,LEAD_TIME_VARIANCE,DEFECT_RATE,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,11,436895.76,0,IMPROVING,2022-07-27,,2022-07-27
PERF-VND-000533-202107,VND-000533,PRJ-2019-00967,202107,EMP-000079,68.35,70.04,82.99,91.53,76.42,APPROVED,SCHEDULE_ADHERENCE,SPECIFICATION_COMPLIANCE,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,21,52419.03,0,DECLINING,2021-07-15,,2021-07-15
PERF-VND-000998-201908,VND-000998,PRJ-2023-00939,201908,EMP-000032,66.18,69.11,72.73,86.59,72.45,APPROVED,DOCUMENTATION_ACCURACY,NCR_COUNT,PRICE_COMPETITIVENESS,NEAR_MISS_REPORTING,2,60178.83,0,STABLE,2019-08-26,Quickly such former agree theory.,2019-08-26
PERF-VND-000626-202509,VND-000626,PRJ-2020-00443,202509,EMP-000072,81.28,96.21,73.34,79.05,83.73,PREFERRED,ON_TIME_DELIVERY_RATE,DEFECT_RATE,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,13,9675.06,0,IMPROVING,2025-09-13,,2025-09-13
PERF-VND-000421-202106,VND-000421,PRJ-2019-00886,202106,EMP-000683,32.54,76.21,66.67,68.31,59.62,CONDITIONAL,SCHEDULE_ADHERENCE,DEFECT_RATE,CHANGE_ORDER_FREQUENCY,SAFETY_AUDIT_SCORE,15,80196.59,3,DECLINING,2021-06-26,,2021-06-26
PERF-VND-000348-202512,VND-000348,PRJ-2023-00961,202512,EMP-000765,71.09,88.04,69.21,65.29,74.64,APPROVED,ON_TIME_DELIVERY_RATE,REWORK_RATE,PAYMENT_TERMS_COMPLIANCE,NEAR_MISS_REPORTING,4,196457.12,0,IMPROVING,2025-12-04,,2025-12-04
PERF-VND-000070-202504,VND-000070,PRJ-2021-00809,202504,EMP-000939,68.74,78.42,61.32,66.55,69.72,APPROVED,LEAD_TIME_VARIANCE,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,HSE_COMPLIANCE,12,66237.49,0,STABLE,2025-04-14,,2025-04-14
PERF-VND-000456-202012,VND-000456,PRJ-2021-00249,202012,EMP-000141,72.19,77.68,64.24,51.13,68.03,APPROVED,ON_TIME_DELIVERY_RATE,DEFECT_RATE,INVOICE_ACCURACY,HSE_COMPLIANCE,19,35620.31,0,DECLINING,2020-12-14,,2020-12-14
PERF-VND-000773-202210,VND-000773,PRJ-2022-00319,202210,EMP-000668,83.91,65.24,64.55,87.82,75.22,APPROVED,SCHEDULE_ADHERENCE,FIRST_PASS_YIELD,INVOICE_ACCURACY,SAFETY_AUDIT_SCORE,10,25479.57,0,STABLE,2022-10-20,,2022-10-20
PERF-VND-000994-201902,VND-000994,PRJ-2023-00531,201902,EMP-000670,48.86,67.43,61.22,62.44,59.62,CONDITIONAL,LEAD_TIME_VARIANCE,DEFECT_RATE,INVOICE_ACCURACY,INCIDENT_RATE,14,48511.0,1,IMPROVING,2019-02-12,,2019-02-12
PERF-VND-000207-201909,VND-000207,PRJ-2023-00350,201909,EMP-000215,79.37,69.85,72.3,98.57,78.94,APPROVED,DOCUMENTATION_ACCURACY,REWORK_RATE,PAYMENT_TERMS_COMPLIANCE,HSE_COMPLIANCE,20,39677.73,0,STABLE,2019-09-10,,2019-09-10
PERF-VND-000108-202311,VND-000108,PRJ-2022-00898,202311,EMP-000898,76.18,61.85,56.15,67.4,66.12,APPROVED,ON_TIME_DELIVERY_RATE,REWORK_RATE,INVOICE_ACCURACY,INCIDENT_RATE,21,33707.97,0,DECLINING,2023-11-08,,2023-11-08
PERF-VND-000639-202104,VND-000639,PRJ-2021-00245,202104,EMP-000571,77.39,100.0,57.98,69.58,78.73,APPROVED,DELIVERY_COMPLETENESS,REWORK_RATE,INVOICE_ACCURACY,SAFETY_AUDIT_SCORE,6,55506.33,0,IMPROVING,2021-04-27,,2021-04-27
PERF-VND-000076-202210,VND-000076,PRJ-2021-00031,202210,EMP-000644,77.94,74.22,85.98,43.46,71.54,APPROVED,ON_TIME_DELIVERY_RATE,FIRST_PASS_YIELD,PAYMENT_TERMS_COMPLIANCE,SAFETY_AUDIT_SCORE,7,3414.15,0,DECLINING,2022-10-21,,2022-10-21
PERF-VND-000369-201906,VND-000369,PRJ-2019-00999,201906,EMP-000030,64.56,87.56,46.08,35.9,62.03,APPROVED,LEAD_TIME_VARIANCE,FIRST_PASS_YIELD,PAYMENT_TERMS_COMPLIANCE,NEAR_MISS_REPORTING,8,118825.97,0,DECLINING,2019-06-09,,2019-06-09
PERF-VND-000868-202411,VND-000868,PRJ-2022-00252,202411,EMP-000198,75.65,52.56,54.2,62.39,61.78,APPROVED,LEAD_TIME_VARIANCE,DEFECT_RATE,INVOICE_ACCURACY,HSE_COMPLIANCE,4,68366.78,0,DECLINING,2024-11-01,,2024-11-01
PERF-VND-000671-202003,VND-000671,PRJ-2024-00347,202003,EMP-000244,62.61,77.91,28.04,63.86,60.54,APPROVED,DELIVERY_COMPLETENESS,REWORK_RATE,INVOICE_ACCURACY,HSE_COMPLIANCE,12,15502.17,0,IMPROVING,2020-03-22,,2020-03-22
PERF-VND-000819-202508,VND-000819,PRJ-2020-00903,202508,EMP-000523,68.15,61.39,79.17,50.83,64.86,APPROVED,ON_TIME_DELIVERY_RATE,DEFECT_RATE,INVOICE_ACCURACY,NEAR_MISS_REPORTING,7,63233.52,0,DECLINING,2025-08-07,,2025-08-07
PERF-VND-000384-202205,VND-000384,PRJ-2019-00614,202205,EMP-000517,80.38,99.71,61.26,79.22,82.12,PREFERRED,LEAD_TIME_VARIANCE,DEFECT_RATE,INVOICE_ACCURACY,HSE_COMPLIANCE,5,6873.06,0,IMPROVING,2022-05-11,Condition while enter board.,2022-05-11
PERF-VND-000815-202112,VND-000815,PRJ-2022-00894,202112,EMP-000130,36.12,83.52,67.92,90.32,67.54,APPROVED,SCHEDULE_ADHERENCE,SPECIFICATION_COMPLIANCE,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,24,11520.88,0,STABLE,2021-12-03,,2021-12-03
PERF-VND-000630-201909,VND-000630,PRJ-2020-00172,201909,EMP-000600,79.8,99.9,73.88,78.6,84.41,PREFERRED,DOCUMENTATION_ACCURACY,SPECIFICATION_COMPLIANCE,PAYMENT_TERMS_COMPLIANCE,SAFETY_AUDIT_SCORE,17,60492.05,0,IMPROVING,2019-09-15,,2019-09-15
