budget_id,project_id,wbs_code,cost_type,budget_version,budget_status,original_amount,revised_amount,contingency_pct,contingency_amount,committed_amount,actual_spent,remaining_budget,currency,period_start,period_end,budget_owner_id,approval_date,notes,created_date
BDG-PRJ-2023-00338-02.04-REV2,PRJ-2023-00338,2.04,MATERIAL,REV2,APPROVED,39179.22,37930.06,0.076,0.0,21498.88,19213.27,18716.79,SAR,2024-05-01,2024-12-17,EMP-000236,2024-04-20,,2024-04-01
BDG-PRJ-2020-00227-06.05-ORIGINAL,PRJ-2020-00227,6.05,MATERIAL,ORIGINAL,CLOSED,8440677.17,8440677.17,0.0658,0.0,5742502.86,4235913.71,4204763.46,SAR,2022-11-01,2023-06-29,EMP-000222,2022-10-21,,2022-09-05
BDG-PRJ-2021-00394-05.02-ORIGINAL,PRJ-2021-00394,5.02,MATERIAL,ORIGINAL,APPROVED,341115.65,341115.65,0.1084,0.0,155430.27,133758.58,207357.07,SAR,2024-09-01,2025-06-25,EMP-000303,2024-08-14,,2024-07-15
BDG-PRJ-2019-00874-06.05-ORIGINAL,PRJ-2019-00874,6.05,OVERHEAD,ORIGINAL,ACTIVE,214755.23,214755.23,0.0669,0.0,132104.99,77637.27,137117.96,SAR,2022-01-01,2022-05-04,EMP-000544,2021-12-19,,2021-11-24
BDG-PRJ-2021-00624-02.02-ORIGINAL,PRJ-2021-00624,2.02,MATERIAL,ORIGINAL,CLOSED,44912.14,44912.14,0.1406,0.0,36108.74,33323.78,11588.36,USD,2025-09-01,2026-03-26,EMP-000636,2025-08-04,Quickly such former agree theory.,2025-07-13
BDG-PRJ-2021-00102-06.05-ORIGINAL,PRJ-2021-00102,6.05,EQUIPMENT,ORIGINAL,ACTIVE,465312.65,465312.65,0.1241,0.0,383217.25,377552.77,87759.88,SAR,2019-08-01,2020-07-23,EMP-000468,2019-07-02,,2019-06-03
BDG-PRJ-2021-00667-04.02-REV1,PRJ-2021-00667,4.02,MATERIAL,REV1,DRAFT,68634.0,73492.62,0.1109,0.0,26076.32,15515.6,57977.02,SAR,2025-02-01,2025-07-08,EMP-000114,,,2024-12-26
BDG-PRJ-2020-00600-08.04-ORIGINAL,PRJ-2020-00600,8.04,OVERHEAD,ORIGINAL,SUBMITTED,195441.18,195441.18,0.129,0.0,67199.07,49670.16,145771.02,SAR,2022-02-01,2022-12-31,EMP-000918,,,2021-12-14
BDG-PRJ-2022-00499-05.05-ORIGINAL,PRJ-2022-00499,5.05,MATERIAL,ORIGINAL,CLOSED,7573204.17,7573204.17,0.122,0.0,4283291.36,3517925.77,4055278.4,EUR,2023-11-01,2024-09-19,EMP-000462,2023-10-12,,2023-09-17
BDG-PRJ-2023-00647-03.03-REV1,PRJ-2023-00647,3.03,EQUIPMENT,REV1,FROZEN,140914.72,168661.45,0.08,0.0,75798.68,48332.59,120328.86,USD,2023-09-01,2024-05-06,EMP-000194,2023-08-20,,2023-07-23
BDG-PRJ-2019-00915-08.04-ORIGINAL,PRJ-2019-00915,8.04,LABOUR,ORIGINAL,ACTIVE,912469.55,912469.55,0.0805,0.0,780323.16,563080.54,349389.01,USD,2024-11-01,2025-11-01,EMP-000345,2024-10-22,,2024-09-26
BDG-PRJ-2023-00315-05.03-REV2,PRJ-2023-00315,5.03,MATERIAL,REV2,ACTIVE,56683.33,52948.85,0.1428,0.0,37230.05,24641.93,28306.92,USD,2020-07-01,2020-12-25,EMP-000270,2020-06-14,,2020-05-17
BDG-PRJ-2023-00670-07.03-ORIGINAL,PRJ-2023-00670,7.03,MATERIAL,ORIGINAL,CLOSED,154433.25,154433.25,0.1334,0.0,80687.46,52698.29,101734.96,SAR,2024-06-01,2025-02-07,EMP-000712,2024-05-07,,2024-04-19
BDG-PRJ-2022-00006-07.01-REV3,PRJ-2022-00006,7.01,MATERIAL,REV3,CLOSED,2317966.74,2681468.99,0.1475,0.0,835781.1,712227.12,1969241.87,SAR,2020-11-01,2021-06-10,EMP-000645,2020-10-25,,2020-09-07
BDG-PRJ-2021-00392-06.05-REV1,PRJ-2021-00392,6.05,LABOUR,REV1,APPROVED,63547.91,75784.78,0.1003,0.0,27593.29,17151.13,58633.65,EUR,2021-12-01,2022-11-01,EMP-000777,2021-11-23,,2021-10-20
BDG-PRJ-2020-00705-08.02-ORIGINAL,PRJ-2020-00705,8.02,EQUIPMENT,ORIGINAL,APPROVED,2467393.37,2467393.37,0.0601,0.0,1687147.33,1076438.99,1390954.38,SAR,2021-08-01,2022-03-24,EMP-000232,2021-07-02,Condition while enter board.,2021-06-08
BDG-PRJ-2022-00751-07.02-REV2,PRJ-2022-00751,7.02,EQUIPMENT,REV2,ACTIVE,470536.07,482442.74,0.1062,0.0,239631.85,185305.53,297137.21,USD,2024-05-01,2025-04-27,EMP-000046,2024-04-20,,2024-03-30
BDG-PRJ-2019-00892-06.03-REV3,PRJ-2019-00892,6.03,MATERIAL,REV3,CLOSED,70003.45,72616.72,0.0684,0.0,41862.25,27901.44,44715.28,SAR,2024-12-01,2025-07-11,EMP-000046,2024-11-20,,2024-10-19
BDG-PRJ-2024-00438-07.04-REV2,PRJ-2024-00438,7.04,SUBCONTRACT,REV2,SUBMITTED,420252.76,419996.3,0.149,0.0,268557.71,267974.2,152022.1,SAR,2023-06-01,2024-05-31,EMP-000979,,,2023-04-30
BDG-PRJ-2019-00753-02.05-ORIGINAL,PRJ-2019-00753,2.05,EQUIPMENT,ORIGINAL,SUBMITTED,699997.24,699997.24,0.0658,0.0,425668.47,394059.59,305937.65,USD,2023-08-01,2024-02-04,EMP-000728,,,2023-06-18
BDG-PRJ-2019-00463-03.03-ORIGINAL,PRJ-2019-00463,3.03,EQUIPMENT,ORIGINAL,APPROVED,413624.96,413624.96,0.1028,0.0,295970.04,269363.6,144261.36,SAR,2022-01-01,2022-10-23,EMP-000010,2021-12-06,,2021-12-02
BDG-PRJ-2019-00009-04.03-REV1,PRJ-2019-00009,4.03,MATERIAL,REV1,APPROVED,15439.17,15140.39,0.1175,0.0,8700.46,7244.88,7895.51,USD,2025-10-01,2026-06-29,EMP-000982,2025-09-20,,2025-08-28
BDG-PRJ-2021-00212-05.02-ORIGINAL,PRJ-2021-00212,5.02,EQUIPMENT,ORIGINAL,CLOSED,54682.24,54682.24,0.0539,0.0,20582.07,13877.66,40804.58,EUR,2019-06-01,2020-02-07,EMP-000391,2019-05-19,,2019-04-19
BDG-PRJ-2019-00278-04.02-REV2,PRJ-2019-00278,4.02,LABOUR,REV2,CLOSED,112276.75,100964.2,0.1444,0.0,87718.53,44974.34,55989.86,SAR,2025-12-01,2026-06-15,EMP-000750,2025-11-10,,2025-10-26
BDG-PRJ-2020-00790-07.05-REV2,PRJ-2020-00790,7.05,LABOUR,REV2,APPROVED,145560.9,165911.38,0.1413,0.0,61888.64,54356.99,111554.39,USD,2019-08-01,2020-04-30,EMP-000549,2019-07-12,,2019-06-30
BDG-PRJ-2024-00819-06.04-ORIGINAL,PRJ-2024-00819,6.04,LABOUR,ORIGINAL,ACTIVE,412919.59,412919.59,0.0507,0.0,322922.53,226095.56,186824.03,SAR,2025-02-01,2025-10-30,EMP-000544,2025-01-23,,2024-12-06
BDG-PRJ-2022-00668-05.02-REV3,PRJ-2022-00668,5.02,LABOUR,REV3,ACTIVE,212469.03,220658.56,0.089,0.0,192146.27,122465.97,98192.59,SAR,2024-06-01,2024-09-22,EMP-000458,2024-05-20,,2024-04-28
BDG-PRJ-2024-00532-03.02-REV1,PRJ-2024-00532,3.02,SUBCONTRACT,REV1,SUBMITTED,21960.12,26276.12,0.1302,0.0,18303.19,12553.28,13722.84,SAR,2022-03-01,2022-12-30,EMP-000881,,,2022-01-07
BDG-PRJ-2019-00829-03.03-REV2,PRJ-2019-00829,3.03,LABOUR,REV2,APPROVED,287879.36,279941.35,0.0998,0.0,189012.9,180411.0,99530.35,SAR,2021-10-01,2022-06-12,EMP-000068,2021-09-14,Generation skill job worker break.,2021-08-17
BDG-PRJ-2020-00036-03.04-ORIGINAL,PRJ-2020-00036,3.04,MATERIAL,ORIGINAL,ACTIVE,406719.33,406719.33,0.1025,0.0,160614.91,81507.12,325212.21,EUR,2020-02-01,2020-12-01,EMP-000194,2020-01-10,,2019-12-20
BDG-PRJ-2022-00877-08.02-REV2,PRJ-2022-00877,8.02,SUBCONTRACT,REV2,DRAFT,376881.34,455958.43,0.0976,0.0,207058.46,136956.38,319002.05,SAR,2023-06-01,2023-10-18,EMP-000971,,,2023-04-25
BDG-PRJ-2020-00528-03.02-ORIGINAL,PRJ-2020-00528,3.02,LABOUR,ORIGINAL,SUBMITTED,823378.34,823378.34,0.0904,0.0,685174.91,378637.32,444741.02,USD,2020-05-01,2020-11-01,EMP-000533,,,2020-03-18
BDG-PRJ-2024-00685-05.02-ORIGINAL,PRJ-2024-00685,5.02,MATERIAL,ORIGINAL,SUBMITTED,568572.0,568572.0,0.1236,0.0,460798.64,402723.25,165848.75,USD,2025-07-01,2025-10-23,EMP-000328,,Couple and job mind southern rather.,2025-05-12
BDG-PRJ-2019-00035-04.02-ORIGINAL,PRJ-2019-00035,4.02,LABOUR,ORIGINAL,ACTIVE,324087.92,324087.92,0.1358,0.0,133734.54,125010.09,199077.83,EUR,2023-07-01,2024-05-17,EMP-000757,2023-06-05,,2023-05-18
BDG-PRJ-2023-00121-05.05-REV3,PRJ-2023-00121,5.05,MATERIAL,REV3,CLOSED,146495.71,171809.49,0.0755,0.0,101782.19,78825.26,92984.23,USD,2024-02-01,2024-10-23,EMP-000474,2024-01-23,,2023-12-20
BDG-PRJ-2020-00658-01.05-ORIGINAL,PRJ-2020-00658,1.05,MATERIAL,ORIGINAL,ACTIVE,13474.56,13474.56,0.0611,0.0,8492.73,5502.07,7972.49,SAR,2025-06-01,2026-02-03,EMP-000940,2025-05-23,,2025-04-16
BDG-PRJ-2024-00187-07.05-ORIGINAL,PRJ-2024-00187,7.05,SUBCONTRACT,ORIGINAL,APPROVED,310030.92,310030.92,0.0517,0.0,229437.57,155321.95,154708.97,SAR,2023-03-01,2024-02-25,EMP-000901,2023-02-11,,2023-01-08
BDG-PRJ-2022-00970-03.03-ORIGINAL,PRJ-2022-00970,3.03,SUBCONTRACT,ORIGINAL,ACTIVE,222244.08,222244.08,0.1359,0.0,96843.86,93485.74,128758.34,USD,2024-03-01,2025-01-02,EMP-000497,2024-02-22,,2024-01-01
BDG-PRJ-2022-00411-05.04-REV3,PRJ-2022-00411,5.04,CONTINGENCY,REV3,CLOSED,244597.25,221225.48,0.0968,23677.01,190892.37,95479.94,125745.54,SAR,2021-12-01,2022-08-07,EMP-000126,2021-11-23,,2021-10-28
BDG-PRJ-2019-00148-08.02-REV2,PRJ-2019-00148,8.02,SUBCONTRACT,REV2,FROZEN,23977.64,27922.56,0.0742,0.0,19200.97,13354.27,14568.29,SAR,2020-04-01,2020-12-26,EMP-000495,2020-03-21,,2020-02-28
BDG-PRJ-2023-00744-03.02-REV1,PRJ-2023-00744,3.02,SUBCONTRACT,REV1,ACTIVE,32157.96,28843.01,0.0511,0.0,14037.79,7739.12,21103.89,SAR,2024-10-01,2025-08-28,EMP-000735,2024-09-15,,2024-08-15
BDG-PRJ-2021-00761-08.02-ORIGINAL,PRJ-2021-00761,8.02,CONTINGENCY,ORIGINAL,CLOSED,789953.44,789953.44,0.0841,66435.08,365955.15,363751.99,426201.45,USD,2022-05-01,2022-09-25,EMP-000713,2022-04-06,,2022-03-10
BDG-PRJ-2023-00709-08.03-ORIGINAL,PRJ-2023-00709,8.03,LABOUR,ORIGINAL,FROZEN,153379.0,153379.0,0.1103,0.0,101142.44,68905.78,84473.22,USD,2025-11-01,2026-10-10,EMP-000729,2025-10-12,Hair attorney professional form.,2025-09-29
BDG-PRJ-2019-00886-05.03-REV3,PRJ-2019-00886,5.03,EQUIPMENT,REV3,APPROVED,452367.89,429975.51,0.1167,0.0,221006.03,111931.39,318044.12,SAR,2024-08-01,2025-03-03,EMP-000415,2024-07-07,,2024-06-24
BDG-PRJ-2021-00107-08.05-REV1,PRJ-2021-00107,8.05,EQUIPMENT,REV1,ACTIVE,169817.15,189689.63,0.137,0.0,61698.59,34174.78,155514.85,SAR,2025-11-01,2026-03-21,EMP-000206,2025-10-18,,2025-09-11
BDG-PRJ-2020-00727-07.04-REV2,PRJ-2020-00727,7.04,LABOUR,REV2,ACTIVE,170183.78,176020.61,0.094,0.0,143993.09,74680.31,101340.3,USD,2022-11-01,2023-09-08,EMP-000068,2022-10-19,,2022-10-02
BDG-PRJ-2022-00646-06.01-ORIGINAL,PRJ-2022-00646,6.01,MATERIAL,ORIGINAL,DRAFT,664922.46,664922.46,0.0957,0.0,554922.2,376955.58,287966.88,EUR,2024-06-01,2025-02-26,EMP-000458,,,2024-04-07
BDG-PRJ-2023-00049-06.04-REV1,PRJ-2023-00049,6.04,EQUIPMENT,REV1,ACTIVE,75051.73,80559.86,0.0661,0.0,65905.2,54315.34,26244.52,USD,2024-07-01,2025-03-26,EMP-000309,2024-06-09,,2024-05-22
BDG-PRJ-2021-00361-04.03-REV2,PRJ-2021-00361,4.03,LABOUR,REV2,ACTIVE,187996.98,183328.97,0.1139,0.0,109688.59,65055.87,118273.1,USD,2022-04-01,2022-11-12,EMP-000827,2022-03-14,,2022-02-16
BDG-PRJ-2022-00918-06.02-REV3,PRJ-2022-00918,6.02,MATERIAL,REV3,SUBMITTED,81355.77,98727.84,0.1082,0.0,71097.57,55473.36,43254.48,SAR,2025-09-01,2026-09-01,EMP-000132,,,2025-07-31
BDG-PRJ-2020-00729-07.03-ORIGINAL,PRJ-2020-00729,7.03,MATERIAL,ORIGINAL,APPROVED,84817.37,84817.37,0.0633,0.0,45050.25,41559.07,43258.3,SAR,2024-05-01,2024-09-10,EMP-000426,2024-04-10,,2024-03-25
BDG-PRJ-2024-00562-03.03-ORIGINAL,PRJ-2024-00562,3.03,MATERIAL,ORIGINAL,ACTIVE,102359.03,102359.03,0.0719,0.0,84454.55,60822.3,41536.73,SAR,2025-04-01,2025-09-12,EMP-000449,2025-03-25,,2025-02-15
BDG-PRJ-2022-00859-08.04-REV1,PRJ-2022-00859,8.04,CONTINGENCY,REV1,APPROVED,227112.47,240155.21,0.0686,15579.92,129628.6,102112.13,138043.08,USD,2022-12-01,2023-07-12,EMP-000636,2022-11-16,,2022-10-21
BDG-PRJ-2020-00922-04.03-REV1,PRJ-2020-00922,4.03,LABOUR,REV1,ACTIVE,79370.11,93734.45,0.0822,0.0,67625.74,60712.94,33021.51,EUR,2023-03-01,2023-07-18,EMP-000861,2023-01-31,,2023-01-20
BDG-PRJ-2020-00108-04.03-REV2,PRJ-2020-00108,4.03,EQUIPMENT,REV2,ACTIVE,1070497.65,1109158.22,0.1485,0.0,714914.02,376474.24,732683.98,SAR,2023-08-01,2024-07-10,EMP-000121,2023-07-20,Professional by tonight medical project.,2023-06-18
BDG-PRJ-2019-00573-01.03-REV1,PRJ-2019-00573,1.03,SUBCONTRACT,REV1,SUBMITTED,42535.28,52398.94,0.0854,0.0,24399.79,15274.42,37124.52,SAR,2024-01-01,2024-12-07,EMP-000232,,,2023-11-26
BDG-PRJ-2020-00678-08.03-REV1,PRJ-2020-00678,8.03,SUBCONTRACT,REV1,APPROVED,122969.61,147611.18,0.107,0.0,128091.18,73283.08,74328.1,USD,2023-11-01,2024-07-09,EMP-000095,2023-10-03,,2023-09-14
BDG-PRJ-2022-00123-02.05-ORIGINAL,PRJ-2022-00123,2.05,MATERIAL,ORIGINAL,APPROVED,84153.97,84153.97,0.0695,0.0,74717.72,66264.69,17889.28,USD,2020-03-01,2020-06-14,EMP-000848,2020-01-31,,2020-01-29
BDG-PRJ-2020-00097-07.05-REV2,PRJ-2020-00097,7.05,SUBCONTRACT,REV2,CLOSED,1426118.29,1482825.07,0.0881,0.0,1198655.47,708998.48,773826.59,USD,2021-06-01,2021-11-28,EMP-000466,2021-05-10,I fast camera inside wait.,2021-04-24
BDG-PRJ-2024-00412-04.02-ORIGINAL,PRJ-2024-00412,4.02,EQUIPMENT,ORIGINAL,SUBMITTED,218563.56,218563.56,0.0952,0.0,77899.71,48989.87,169573.69,USD,2023-01-01,2023-05-01,EMP-000171,,,2022-11-02
BDG-PRJ-2021-00542-01.01-ORIGINAL,PRJ-2021-00542,1.01,MATERIAL,ORIGINAL,CLOSED,765103.81,765103.81,0.1068,0.0,401604.22,214735.61,550368.2,SAR,2020-04-01,2021-03-12,EMP-000412,2020-03-14,Past feeling nature a.,2020-02-10
BDG-PRJ-2023-00935-03.05-ORIGINAL,PRJ-2023-00935,3.05,LABOUR,ORIGINAL,ACTIVE,17529.83,17529.83,0.1346,0.0,13378.59,10082.97,7446.86,USD,2025-08-01,2025-11-14,EMP-000909,2025-07-22,,2025-06-23
BDG-PRJ-2023-00958-05.01-ORIGINAL,PRJ-2023-00958,5.01,LABOUR,ORIGINAL,ACTIVE,242941.37,242941.37,0.14,0.0,145422.43,116592.68,126348.69,EUR,2023-06-01,2024-04-18,EMP-000933,2023-05-13,,2023-04-02
BDG-PRJ-2023-00120-02.03-ORIGINAL,PRJ-2023-00120,2.03,LABOUR,ORIGINAL,FROZEN,618125.13,618125.13,0.0991,0.0,479932.36,249946.47,368178.66,USD,2019-08-01,2019-12-19,EMP-000162,2019-07-04,,2019-06-03
BDG-PRJ-2022-00540-07.05-REV1,PRJ-2022-00540,7.05,MATERIAL,REV1,SUBMITTED,184135.28,178092.63,0.1264,0.0,120355.63,84503.98,93588.65,SAR,2022-02-01,2023-01-08,EMP-000184,,,2021-12-18
BDG-PRJ-2020-00625-07.03-REV1,PRJ-2020-00625,7.03,SUBCONTRACT,REV1,APPROVED,804696.58,701732.61,0.1184,0.0,560511.95,332966.21,368766.4,USD,2019-05-01,2019-10-26,EMP-000089,2019-04-07,Decision size parent focus.,2019-03-02
BDG-PRJ-2023-00311-07.02-ORIGINAL,PRJ-2023-00311,7.02,EQUIPMENT,ORIGINAL,CLOSED,74911.85,74911.85,0.1184,0.0,41971.79,31654.6,43257.25,SAR,2025-03-01,2026-02-14,EMP-000083,2025-02-16,Kind degree list top somebody.,2024-12-31
BDG-PRJ-2020-00191-04.03-ORIGINAL,PRJ-2020-00191,4.03,MATERIAL,ORIGINAL,APPROVED,1347849.83,1347849.83,0.114,0.0,416964.93,400721.3,947128.53,EUR,2020-12-01,2021-04-29,EMP-000008,2020-11-17,,2020-10-03
BDG-PRJ-2020-00852-06.02-REV3,PRJ-2020-00852,6.02,SUBCONTRACT,REV3,APPROVED,5118373.06,4442249.87,0.1338,0.0,1710273.54,1065648.49,3376601.38,USD,2024-05-01,2025-03-03,EMP-000544,2024-04-18,,2024-03-12
BDG-PRJ-2023-00755-05.04-REV1,PRJ-2023-00755,5.04,MATERIAL,REV1,ACTIVE,94442.09,114315.57,0.0778,0.0,90313.28,67202.86,47112.71,SAR,2023-01-01,2023-10-20,EMP-000751,2022-12-21,,2022-11-25
BDG-PRJ-2022-00073-02.01-ORIGINAL,PRJ-2022-00073,2.01,SUBCONTRACT,ORIGINAL,SUBMITTED,83428.58,83428.58,0.1037,0.0,33406.48,29065.19,54363.39,SAR,2024-12-01,2025-09-20,EMP-000507,,,2024-10-14
BDG-PRJ-2022-00268-02.01-ORIGINAL,PRJ-2022-00268,2.01,OVERHEAD,ORIGINAL,APPROVED,1439889.19,1439889.19,0.0587,0.0,1163246.99,698406.61,741482.58,SAR,2023-01-01,2023-11-27,EMP-000194,2022-12-18,Probably exist professional people.,2022-11-20
BDG-PRJ-2024-00189-02.01-ORIGINAL,PRJ-2024-00189,2.01,EQUIPMENT,ORIGINAL,ACTIVE,1739934.83,1739934.83,0.0643,0.0,1145226.65,596120.19,1143814.64,USD,2023-04-01,2023-10-15,EMP-000083,2023-03-07,Stand seem pull.,2023-02-26
BDG-PRJ-2023-00350-05.02-ORIGINAL,PRJ-2023-00350,5.02,MATERIAL,ORIGINAL,ACTIVE,74288.39,74288.39,0.0891,0.0,29110.54,18802.58,55485.81,USD,2019-04-01,2019-10-02,EMP-000582,2019-03-04,,2019-03-02
BDG-PRJ-2021-00893-08.01-REV2,PRJ-2021-00893,8.01,EQUIPMENT,REV2,APPROVED,86657.58,92623.9,0.0661,0.0,45435.0,25247.45,67376.45,SAR,2019-07-01,2020-06-20,EMP-000298,2019-06-01,,2019-05-21
BDG-PRJ-2023-00040-03.01-REV1,PRJ-2023-00040,3.01,LABOUR,REV1,DRAFT,106651.64,107186.06,0.0558,0.0,68617.61,63711.55,43474.51,SAR,2025-11-01,2026-02-17,EMP-000131,,Southern challenge animal worker.,2025-09-06
BDG-PRJ-2020-00933-08.05-REV1,PRJ-2020-00933,8.05,MATERIAL,REV1,ACTIVE,21662.2,24894.8,0.095,0.0,17668.55,14246.23,10648.57,SAR,2021-11-01,2022-09-19,EMP-000266,2021-10-11,,2021-09-21
BDG-PRJ-2019-00230-03.03-REV1,PRJ-2019-00230,3.03,LABOUR,REV1,FROZEN,41028.49,49348.04,0.1499,0.0,25702.77,13120.46,36227.58,SAR,2025-05-01,2025-10-11,EMP-000685,2025-04-02,,2025-03-05
BDG-PRJ-2023-00233-07.02-REV2,PRJ-2023-00233,7.02,MATERIAL,REV2,CLOSED,36090.64,36707.44,0.0921,0.0,27166.06,19612.44,17095.0,SAR,2022-08-01,2023-05-04,EMP-000669,2022-07-21,,2022-06-26
BDG-PRJ-2022-00252-04.02-REV1,PRJ-2022-00252,4.02,OVERHEAD,REV1,ACTIVE,51446.81,51208.4,0.1284,0.0,29599.76,27563.87,23644.53,USD,2025-07-01,2026-04-08,EMP-000403,2025-06-12,,2025-05-29
BDG-PRJ-2024-00556-08.03-REV3,PRJ-2024-00556,8.03,CONTINGENCY,REV3,CLOSED,154503.6,143651.87,0.0912,14090.73,72200.85,68227.08,75424.79,SAR,2024-07-01,2025-06-20,EMP-000746,2024-06-24,,2024-05-20
BDG-PRJ-2023-00582-03.03-REV3,PRJ-2023-00582,3.03,SUBCONTRACT,REV3,ACTIVE,231265.6,249773.24,0.1141,0.0,194948.53,112162.0,137611.24,USD,2021-08-01,2022-03-04,EMP-000228,2021-07-10,,2021-06-03
BDG-PRJ-2019-00782-01.01-REV2,PRJ-2019-00782,1.01,LABOUR,REV2,DRAFT,1665691.21,1450985.42,0.1362,0.0,1177562.53,773242.83,677742.59,EUR,2021-04-01,2021-09-15,EMP-000542,,,2021-02-19
BDG-PRJ-2022-00639-06.05-REV3,PRJ-2022-00639,6.05,MATERIAL,REV3,APPROVED,36405.27,35360.3,0.0675,0.0,27630.59,16023.15,19337.15,SAR,2020-03-01,2020-12-28,EMP-000684,2020-02-18,,2020-01-11
BDG-PRJ-2021-00481-05.02-REV3,PRJ-2021-00481,5.02,SUBCONTRACT,REV3,SUBMITTED,712463.24,820949.59,0.0945,0.0,313076.72,216171.51,604778.08,USD,2022-08-01,2023-01-25,EMP-000995,,,2022-06-06
BDG-PRJ-2023-00372-08.05-REV1,PRJ-2023-00372,8.05,MATERIAL,REV1,DRAFT,118068.09,132083.33,0.0992,0.0,66873.43,44797.73,87285.6,SAR,2019-06-01,2019-10-04,EMP-000528,,,2019-04-03
BDG-PRJ-2019-00154-02.02-REV3,PRJ-2019-00154,2.02,MATERIAL,REV3,ACTIVE,151116.21,133470.23,0.1449,0.0,88315.59,79453.9,54016.33,EUR,2019-10-01,2020-07-30,EMP-000636,2019-09-16,,2019-08-24
BDG-PRJ-2021-00533-01.04-ORIGINAL,PRJ-2021-00533,1.04,LABOUR,ORIGINAL,ACTIVE,447856.99,447856.99,0.1201,0.0,205059.4,204665.06,243191.93,USD,2021-01-01,2021-08-18,EMP-000760,2020-12-04,Sure authority increase picture create recent.,2020-11-15
BDG-PRJ-2020-00033-03.05-ORIGINAL,PRJ-2020-00033,3.05,EQUIPMENT,ORIGINAL,APPROVED,30209.66,30209.66,0.07,0.0,17584.21,12206.93,18002.73,USD,2024-11-01,2025-06-17,EMP-000582,2024-10-14,,2024-09-05
BDG-PRJ-2020-00803-07.04-REV2,PRJ-2020-00803,7.04,LABOUR,REV2,APPROVED,288836.08,267797.66,0.0762,0.0,125593.0,68027.83,199769.83,USD,2022-11-01,2023-03-14,EMP-000550,2022-10-09,,2022-10-02
BDG-PRJ-2021-00831-03.01-ORIGINAL,PRJ-2021-00831,3.01,LABOUR,ORIGINAL,SUBMITTED,208914.07,208914.07,0.1072,0.0,92374.95,50223.66,158690.41,USD,2019-01-01,2019-04-07,EMP-000589,,,2018-11-13
BDG-PRJ-2022-00073-03.05-REV1,PRJ-2022-00073,3.05,OVERHEAD,REV1,ACTIVE,340672.5,396697.0,0.1373,0.0,144199.22,80894.2,315802.8,EUR,2024-03-01,2024-09-09,EMP-000140,2024-02-18,Hundred challenge reach throughout team those.,2024-01-01
BDG-PRJ-2024-00094-01.04-REV2,PRJ-2024-00094,1.04,MATERIAL,REV2,DRAFT,251136.77,245652.44,0.0579,0.0,151714.97,111968.99,133683.45,USD,2020-12-01,2021-11-09,EMP-000331,,,2020-10-09
BDG-PRJ-2024-00693-01.04-ORIGINAL,PRJ-2024-00693,1.04,LABOUR,ORIGINAL,APPROVED,6471705.35,6471705.35,0.0698,0.0,2500250.58,1927691.24,4544014.11,USD,2020-12-01,2021-05-03,EMP-000132,2020-11-18,,2020-10-22
BDG-PRJ-2023-00775-04.02-ORIGINAL,PRJ-2023-00775,4.02,SUBCONTRACT,ORIGINAL,APPROVED,62529.27,62529.27,0.0912,0.0,42792.34,26066.06,36463.21,SAR,2021-06-01,2021-12-31,EMP-000462,2021-05-16,,2021-04-30
BDG-PRJ-2020-00064-02.04-ORIGINAL,PRJ-2020-00064,2.04,SUBCONTRACT,ORIGINAL,ACTIVE,73387.18,73387.18,0.1318,0.0,25536.61,22528.83,50858.35,EUR,2024-08-01,2024-11-05,EMP-000160,2024-07-15,,2024-06-03
BDG-PRJ-2023-00937-06.05-REV1,PRJ-2023-00937,6.05,LABOUR,REV1,APPROVED,63913.71,65851.24,0.134,0.0,49079.96,36330.18,29521.06,SAR,2022-05-01,2023-04-06,EMP-000341,2022-04-17,,2022-03-31
BDG-PRJ-2021-00708-06.04-REV1,PRJ-2021-00708,6.04,MATERIAL,REV1,CLOSED,70741.26,87642.08,0.1346,0.0,50672.4,48115.71,39526.37,USD,2022-03-01,2022-08-10,EMP-000657,2022-02-09,,2022-01-03
BDG-PRJ-2024-00143-06.04-REV3,PRJ-2024-00143,6.04,EQUIPMENT,REV3,APPROVED,62562.37,72982.14,0.0514,0.0,50873.17,29831.52,43150.62,SAR,2023-03-01,2023-09-18,EMP-000663,2023-02-07,,2023-01-20
BDG-PRJ-2024-00203-01.04-ORIGINAL,PRJ-2024-00203,1.04,MATERIAL,ORIGINAL,FROZEN,968520.37,968520.37,0.1049,0.0,422898.2,314326.44,654193.93,SAR,2024-08-01,2025-06-08,EMP-000279,2024-07-10,,2024-07-01
BDG-PRJ-2024-00362-02.01-REV3,PRJ-2024-00362,2.01,SUBCONTRACT,REV3,ACTIVE,1370596.18,1449412.42,0.0641,0.0,864630.97,525870.22,923542.2,USD,2022-01-01,2022-09-05,EMP-000588,2021-12-05,,2021-11-13
BDG-PRJ-2023-00440-02.05-ORIGINAL,PRJ-2023-00440,2.05,MATERIAL,ORIGINAL,ACTIVE,69139.44,69139.44,0.1307,0.0,56587.76,38750.38,30389.06,SAR,2022-02-01,2022-05-11,EMP-000700,2022-01-18,,2021-12-23
BDG-PRJ-2020-00705-04.03-REV1,PRJ-2020-00705,4.03,OVERHEAD,REV1,ACTIVE,46698.47,46058.84,0.0781,0.0,35755.05,30361.93,15696.91,USD,2020-06-01,2020-12-25,EMP-000442,2020-05-18,,2020-04-17
