line_id,po_id,line_number,material_id,description,unit_of_measure,qty_ordered,qty_received,qty_accepted,unit_price,line_value,discount_pct,tax_rate,delivery_date,actual_delivery_date,inspection_passed,warehouse_location,notes,created_date
PO-2021-0000165-L001,PO-2021-0000165,1,MAT-00000645,Include nearly article evidence case current this.,BOX,263,75,7,802.67,211102.21,2,0.0,2021-01-03,2021-01-26,1.0,WH-C-06,,2021-01-03
PO-2021-0000165-L002,PO-2021-0000165,2,MAT-00000622,Eat yes myself affect him require look.,SQM,242,43,14,213.19,51591.98,5,0.05,2023-05-15,2023-05-14,1.0,WH-C-11,,2023-05-15
PO-2021-0000165-L003,PO-2021-0000165,3,MAT-00000351,General not focus establish ago others ahead.,DAY,473,302,35,327743.79,155022812.67,0,0.0,2022-02-28,2022-02-26,1.0,WH-B-34,,2022-02-28
PO-2021-0000165-L004,PO-2021-0000165,4,MAT-00000517,Around yard morning short yourself.,KG,351,76,12,4343.75,1524656.25,0,0.0,2023-06-13,2023-07-11,1.0,WH-A-31,,2023-06-13
PO-2021-0000165-L005,PO-2021-0000165,5,MAT-00000924,Beyond prevent entire staff.,CUM,309,0,0,147.76,45657.84,10,0.15,2024-05-05,,,WH-D-24,,2024-05-05
PO-2020-0000715-L001,PO-2020-0000715,1,MAT-00000440,Shake way offer work.,JOINT,118,61,50,664.52,78413.36,10,0.0,2021-12-18,2022-01-14,1.0,WH-D-09,,2021-12-18
PO-2020-0000715-L002,PO-2020-0000715,2,MAT-00000785,Great stuff suddenly compare or south.,SET,120,10,4,89602.66,10752319.2,0,0.05,2023-01-18,2023-02-03,1.0,WH-A-46,,2023-01-18
PO-2020-0000715-L003,PO-2020-0000715,3,MAT-00000008,Trial agreement red way nor none.,SET,296,266,3,39544.09,11705050.64,2,0.1,2021-02-24,2021-03-06,1.0,WH-A-10,,2021-02-24
PO-2020-0000715-L004,PO-2020-0000715,4,MAT-00000600,Student special wife my compare.,KG,130,108,72,2135.29,277587.7,0,0.15,2021-07-18,2021-08-02,1.0,WH-D-12,,2021-07-18
PO-2020-0000715-L005,PO-2020-0000715,5,MAT-00000569,Bed discussion despite.,SET,248,78,73,23169.69,5746083.12,10,0.05,2023-12-15,2023-12-30,1.0,WH-A-48,,2023-12-15
PO-2020-0000715-L006,PO-2020-0000715,6,MAT-00000802,Long forward pass southern future concern sort.,NOS,359,51,13,2251.82,808403.38,5,0.0,2024-05-28,2024-06-08,1.0,WH-B-25,,2024-05-28
PO-2020-0000715-L007,PO-2020-0000715,7,MAT-00000006,Arrive challenge relate center book money.,NOS,412,74,60,10369.07,4272056.84,0,0.1,2022-06-10,2022-06-05,0.0,WH-B-24,Whether health walk how big few.,2022-06-10
PO-2020-0000715-L008,PO-2020-0000715,8,MAT-00000039,Wish run join police.,SQM,371,205,157,75.51,28014.21,0,0.05,2021-08-09,2021-09-06,1.0,WH-D-29,Power company why really up skin development.,2021-08-09
PO-2020-0000715-L009,PO-2020-0000715,9,MAT-00000871,Sport her safe family concern ability reduce of.,MT,337,265,146,185.45,62496.65,5,0.05,2024-05-24,2024-06-21,1.0,WH-B-44,Allow own TV whose determine not view.,2024-05-24
PO-2020-0000715-L010,PO-2020-0000715,10,MAT-00000245,Former back get floor.,BOX,336,80,11,314.35,105621.6,0,0.15,2024-05-15,2024-05-30,0.0,WH-D-38,,2024-05-15
PO-2020-0000715-L011,PO-2020-0000715,11,MAT-00000016,Start prove role from.,GAL,378,46,35,62.41,23590.98,5,0.1,2024-08-26,2024-09-20,1.0,WH-C-18,,2024-08-26
PO-2020-0000715-L012,PO-2020-0000715,12,MAT-00000987,Enter economic attack.,SQM,100,51,36,187.92,18792.0,5,0.0,2020-12-24,2021-01-09,1.0,WH-A-33,,2020-12-24
PO-2020-0000715-L013,PO-2020-0000715,13,MAT-00000970,Skin result answer just information.,BAG,60,16,8,544.87,32692.2,2,0.05,2022-02-11,2022-03-09,1.0,WH-C-50,,2022-02-11
PO-2020-0000715-L014,PO-2020-0000715,14,MAT-00000472,This manage her national.,GAL,460,14,7,135.83,62481.8,10,0.05,2020-05-18,2020-06-01,1.0,WH-B-21,,2020-05-18
PO-2020-0000715-L015,PO-2020-0000715,15,MAT-00000362,Stock small official serve.,SET,265,134,63,5165.46,1368846.9,0,0.05,2022-03-28,2022-04-08,1.0,WH-D-21,,2022-03-28
PO-2020-0000715-L016,PO-2020-0000715,16,MAT-00000916,Class available suffer far five.,JOINT,294,97,63,1079.02,317231.88,0,0.05,2021-04-25,2021-04-30,1.0,WH-B-13,,2021-04-25
PO-2020-0000715-L017,PO-2020-0000715,17,MAT-00000857,Avoid color heart rule.,NOS,317,54,7,156295.6,49545705.2,5,0.0,2023-10-16,2023-11-06,0.0,WH-A-31,,2023-10-16
PO-2020-0000323-L001,PO-2020-0000323,1,MAT-00000920,Walk within full world throw relate issue.,BAG,452,444,140,346.74,156726.48,0,0.15,2024-04-14,2024-05-06,1.0,WH-B-49,,2024-04-14
PO-2020-0000323-L002,PO-2020-0000323,2,MAT-00000056,Parent its approach former.,NOS,270,244,240,35614.17,9615825.9,2,0.05,2022-10-26,2022-11-07,1.0,WH-D-08,,2022-10-26
PO-2020-0000323-L003,PO-2020-0000323,3,MAT-00000472,Important never understand music produce.,GAL,162,3,1,141.21,22876.02,0,0.1,2020-07-25,2020-08-04,1.0,WH-B-36,,2020-07-25
PO-2020-0000323-L004,PO-2020-0000323,4,MAT-00000276,Down anyone occur style child.,NOS,242,87,46,55107.0,13335894.0,2,0.1,2022-05-18,2022-05-21,1.0,WH-C-26,,2022-05-18
PO-2020-0000323-L005,PO-2020-0000323,5,MAT-00000185,About because station person lose best.,BAG,293,117,104,78.03,22862.79,5,0.15,2021-07-06,2021-07-11,1.0,WH-D-13,Color factor bank such final.,2021-07-06
PO-2020-0000323-L006,PO-2020-0000323,6,MAT-00000983,Likely thus enter politics hold he.,MT,379,4,1,94.28,35732.12,5,0.1,2020-10-02,2020-11-01,1.0,WH-D-20,,2020-10-02
PO-2020-0000323-L007,PO-2020-0000323,7,MAT-00000880,Hard knowledge enjoy let difficult environmental.,DAY,291,50,44,295975.26,86128800.66,2,0.0,2021-03-17,2021-03-23,1.0,WH-D-48,,2021-03-17
PO-2020-0000323-L008,PO-2020-0000323,8,MAT-00000370,Character recent benefit property.,RM,185,65,44,1421.05,262894.25,10,0.05,2020-09-05,2020-09-17,1.0,WH-B-50,,2020-09-05
PO-2020-0000323-L009,PO-2020-0000323,9,MAT-00000333,Including series dinner article hit mission whole.,BBL,345,228,227,17.18,5927.1,2,0.05,2023-06-10,2023-06-18,1.0,WH-B-41,,2023-06-10
PO-2020-0000323-L010,PO-2020-0000323,10,MAT-00000346,Of dog federal house take alone number.,SET,216,146,103,47713.25,10306062.0,0,0.1,2020-05-26,2020-05-21,1.0,WH-B-21,,2020-05-26
PO-2020-0000323-L011,PO-2020-0000323,11,MAT-00000299,Song quality per build serious common worker.,NOS,364,330,202,10246.78,3729827.92,10,0.15,2022-06-30,2022-07-13,1.0,WH-D-11,,2022-06-30
PO-2020-0000323-L012,PO-2020-0000323,12,MAT-00000024,Speak call interest write itself.,GAL,65,32,5,113.01,7345.65,0,0.0,2022-03-24,2022-03-20,1.0,WH-D-36,Challenge organization floor road southern beautiful news need.,2022-03-24
PO-2020-0000323-L013,PO-2020-0000323,13,MAT-00000790,Mind true actually red onto.,NOS,204,21,3,1347.11,274810.44,10,0.15,2020-11-14,2020-11-09,1.0,WH-C-15,,2020-11-14
PO-2020-0000323-L014,PO-2020-0000323,14,MAT-00000291,Both change note old who beyond.,SET,227,33,33,77993.49,17704522.23,10,0.1,2020-02-28,2020-02-20,1.0,WH-C-31,,2020-02-28
PO-2020-0000323-L015,PO-2020-0000323,15,MAT-00000892,None big experience movie.,CUM,277,227,34,254.37,70460.49,0,0.15,2023-11-29,2023-12-23,0.0,WH-D-34,,2023-11-29
PO-2020-0000323-L016,PO-2020-0000323,16,MAT-00000547,There enough pressure occur list common.,SET,159,123,69,21201.72,3371073.48,0,0.1,2020-07-02,2020-07-20,1.0,WH-D-17,,2020-07-02
PO-2023-0000011-L001,PO-2023-0000011,1,MAT-00000536,Century participant really although threat former.,NOS,418,69,44,34628.56,14474738.08,10,0.15,2022-12-31,2022-12-21,1.0,WH-D-20,Any little environmental head full.,2022-12-31
PO-2019-0000441-L021,PO-2019-0000441,21,MAT-00000612,Financial successful teach range win.,SET,119,70,47,66331.26,7893419.94,2,0.15,2024-12-11,2025-01-05,1.0,WH-B-11,,2024-12-11
PO-2019-0000441-L022,PO-2019-0000441,22,MAT-00000662,Care wind kitchen stay especially.,SET,200,56,16,76019.06,15203812.0,5,0.1,2023-07-04,2023-07-09,1.0,WH-C-42,,2023-07-04
PO-2019-0000441-L023,PO-2019-0000441,23,MAT-00000829,Painting become kid tree imagine machine.,NOS,138,17,5,113768.96,15700116.48,2,0.15,2020-08-14,2020-09-13,1.0,WH-C-45,,2020-08-14
PO-2019-0000441-L024,PO-2019-0000441,24,MAT-00000193,Test start middle city find medical career.,RM,165,12,8,180.42,29769.3,0,0.05,2020-07-28,2020-08-05,1.0,WH-D-47,These ahead cover strategy student economic lead.,2020-07-28
PO-2019-0000441-L025,PO-2019-0000441,25,MAT-00000093,Relate ever statement measure play buy.,CUM,78,27,10,343.79,26815.62,0,0.15,2024-05-28,2024-06-18,1.0,WH-A-22,Drop major land.,2024-05-28
PO-2019-0000441-L026,PO-2019-0000441,26,MAT-00000769,Only glass clear thus see read expect.,KG,488,136,100,1941.08,947247.04,0,0.1,2022-08-20,2022-08-21,1.0,WH-D-01,Anyone take sister Democrat determine different.,2022-08-20
PO-2019-0000441-L027,PO-2019-0000441,27,MAT-00000787,Especially important after sister should.,NOS,366,226,63,64783.92,23710914.72,2,0.0,2020-03-09,2020-03-11,1.0,WH-B-31,,2020-03-09
PO-2019-0000441-L028,PO-2019-0000441,28,MAT-00000985,Listen car community.,NOS,160,40,40,14399.89,2303982.4,5,0.0,2024-03-05,2024-03-30,1.0,WH-C-31,,2024-03-05
PO-2019-0000441-L029,PO-2019-0000441,29,MAT-00000204,Difference part wall.,MT,185,170,55,2194.95,406065.75,2,0.1,2021-04-28,2021-05-28,0.0,WH-A-11,,2021-04-28
PO-2019-0000441-L030,PO-2019-0000441,30,MAT-00000599,Interest heavy give edge level.,BAG,62,15,0,371.33,23022.46,10,0.05,2023-04-05,2023-04-25,0.0,WH-C-50,Station however bill memory production successful hear.,2023-04-05
PO-2024-0000162-L001,PO-2024-0000162,1,MAT-00000094,Participant fear blue as write political technology end.,NOS,352,320,30,360973.04,127062510.08,10,0.0,2023-08-13,2023-08-12,1.0,WH-B-32,,2023-08-13
PO-2024-0000162-L002,PO-2024-0000162,2,MAT-00000572,Could military drive arm tax.,CUM,404,177,112,171.58,69318.32,0,0.05,2020-02-13,2020-02-27,1.0,WH-C-03,,2020-02-13
PO-2024-0000162-L003,PO-2024-0000162,3,MAT-00000449,Identify floor cause agent market fast trade identify.,DRUM,287,250,48,3506.78,1006445.86,0,0.15,2023-01-18,2023-01-30,1.0,WH-C-39,,2023-01-18
PO-2024-0000162-L004,PO-2024-0000162,4,MAT-00000568,On yes staff.,SET,83,19,14,1490.23,123689.09,0,0.15,2021-06-23,2021-07-17,1.0,WH-A-50,,2021-06-23
PO-2024-0000162-L005,PO-2024-0000162,5,MAT-00000389,Risk develop movement size trade public.,CUM,376,9,9,369.54,138947.04,0,0.1,2024-05-08,2024-06-06,1.0,WH-A-43,,2024-05-08
PO-2024-0000162-L006,PO-2024-0000162,6,MAT-00000839,Feel color price next family likely scientist.,RM,199,174,127,652.67,129881.33,0,0.1,2020-11-11,2020-12-10,1.0,WH-D-42,,2020-11-11
PO-2024-0000162-L007,PO-2024-0000162,7,MAT-00000099,Several consumer quite friend become great season.,SET,268,22,4,25309.6,6782972.8,0,0.15,2020-03-05,2020-03-07,1.0,WH-B-07,Inside thought he one less.,2020-03-05
PO-2024-0000162-L008,PO-2024-0000162,8,MAT-00000658,Like term on want.,NOS,429,250,134,1000.82,429351.78,0,0.1,2023-04-23,2023-04-29,1.0,WH-B-39,,2023-04-23
PO-2024-0000162-L009,PO-2024-0000162,9,MAT-00000014,Line create build quite.,BOX,477,335,251,1117.23,532918.71,2,0.0,2024-08-31,2024-08-26,0.0,WH-C-36,,2024-08-31
PO-2024-0000162-L010,PO-2024-0000162,10,MAT-00000912,Fear approach take case customer important notice.,SET,213,203,181,40474.88,8621149.44,5,0.0,2023-06-17,2023-06-24,1.0,WH-A-20,Century television Congress ball forward would finish.,2023-06-17
PO-2024-0000162-L011,PO-2024-0000162,11,MAT-00000222,Above event seven collection.,DAY,492,51,46,390516.29,192134014.68,0,0.05,2022-02-28,2022-03-02,1.0,WH-B-36,,2022-02-28
PO-2024-0000162-L012,PO-2024-0000162,12,MAT-00000426,Majority shake because pass.,SET,383,326,295,6904.21,2644312.43,0,0.05,2022-07-28,2022-08-14,1.0,WH-B-36,,2022-07-28
PO-2024-0000162-L013,PO-2024-0000162,13,MAT-00000346,Idea whole himself also current health.,SET,337,307,226,39134.52,13188333.24,0,0.1,2021-10-07,2021-11-01,0.0,WH-D-49,,2021-10-07
PO-2024-0000162-L014,PO-2024-0000162,14,MAT-00000846,Throughout series most.,RM,372,123,72,56366.53,20968349.16,10,0.1,2022-02-07,2022-03-04,1.0,WH-C-29,,2022-02-07
PO-2024-0000162-L015,PO-2024-0000162,15,MAT-00000407,Quality phone eat.,SET,1,1,0,185563.72,185563.72,0,0.1,2024-12-28,2025-01-06,1.0,WH-B-14,,2024-12-28
PO-2024-0000162-L016,PO-2024-0000162,16,MAT-00000023,Fine bill me fill assume animal.,CUM,396,353,141,382.11,151315.56,5,0.05,2022-11-13,2022-12-08,1.0,WH-A-03,,2022-11-13
PO-2019-0000160-L001,PO-2019-0000160,1,MAT-00000272,Lay minute model its rather.,BAG,188,63,29,358.89,67471.32,5,0.15,2021-09-07,2021-09-02,1.0,WH-B-47,Garden top grow could.,2021-09-07
PO-2019-0000160-L002,PO-2019-0000160,2,MAT-00000333,Affect difference world deep against mean.,BBL,406,249,211,16.99,6897.94,0,0.1,2023-12-10,2024-01-05,1.0,WH-A-47,,2023-12-10
PO-2019-0000160-L003,PO-2019-0000160,3,MAT-00000391,Hand practice also theory.,MT,41,21,11,92.23,3781.43,0,0.05,2022-06-08,2022-06-24,1.0,WH-A-41,,2022-06-08
PO-2019-0000160-L004,PO-2019-0000160,4,MAT-00000392,Side perhaps order answer blue.,RM,28,1,1,26558.66,743642.48,5,0.05,2020-11-02,2020-11-12,1.0,WH-B-04,,2020-11-02
PO-2019-0000160-L005,PO-2019-0000160,5,MAT-00000403,Answer break know.,NOS,498,304,294,57548.34,28659073.32,0,0.15,2021-03-30,2021-04-16,1.0,WH-B-09,,2021-03-30
PO-2020-0000488-L001,PO-2020-0000488,1,MAT-00000764,Natural listen check receive.,KG,26,8,1,2440.73,63458.98,0,0.15,2022-06-08,2022-06-06,1.0,WH-B-32,,2022-06-08
PO-2020-0000488-L002,PO-2020-0000488,2,MAT-00000586,Act inside big minute performance red industry together.,RM,101,94,67,47790.66,4826856.66,2,0.1,2020-05-26,2020-06-02,1.0,WH-A-08,,2020-05-26
PO-2020-0000488-L003,PO-2020-0000488,3,MAT-00000434,Responsibility brother box blood cup current enjoy.,BAG,188,82,44,369.14,69398.32,0,0.1,2020-02-19,2020-02-28,1.0,WH-D-40,Win group important civil nature travel read.,2020-02-19
PO-2020-0000488-L004,PO-2020-0000488,4,MAT-00000046,Former able public trade structure protect chance.,DAY,474,102,87,3132.41,1484762.34,0,0.0,2024-03-31,2024-03-26,1.0,WH-B-40,,2024-03-31
PO-2020-0000488-L005,PO-2020-0000488,5,MAT-00000890,Single avoid rich toward.,NOS,427,7,5,17367.3,7415837.1,2,0.15,2020-08-15,2020-08-24,1.0,WH-A-22,,2020-08-15
PO-2020-0000488-L006,PO-2020-0000488,6,MAT-00000551,Lead with enough anyone spend.,NOS,109,66,33,15578.88,1698097.92,10,0.0,2023-06-29,2023-06-28,1.0,WH-D-38,,2023-06-29
PO-2020-0000488-L007,PO-2020-0000488,7,MAT-00000540,System growth quality.,SET,23,1,1,7619.59,175250.57,0,0.0,2023-11-27,2023-12-26,1.0,WH-D-42,,2023-11-27
PO-2020-0000488-L008,PO-2020-0000488,8,MAT-00000069,School believe serve animal system professional.,JOINT,199,169,168,1516.21,301725.79,0,0.15,2020-08-08,2020-07-30,1.0,WH-B-25,,2020-08-08
PO-2020-0000488-L009,PO-2020-0000488,9,MAT-00000727,Forget thus western environmental.,MONTH,51,31,5,520329.34,26536796.34,5,0.0,2022-10-22,2022-11-10,1.0,WH-A-16,,2022-10-22
PO-2020-0000488-L010,PO-2020-0000488,10,MAT-00000313,Head garden box hundred.,BOX,171,40,1,1174.75,200882.25,10,0.1,2021-12-21,2022-01-02,1.0,WH-B-33,,2021-12-21
PO-2020-0000488-L011,PO-2020-0000488,11,MAT-00000064,Even history surface son power someone both.,BBL,321,198,7,10.15,3258.15,0,0.1,2021-07-27,2021-07-31,0.0,WH-D-43,Word such billion treat.,2021-07-27
PO-2020-0000488-L012,PO-2020-0000488,12,MAT-00000748,Soon question consider here grow agreement range.,MONTH,196,173,156,12497.07,2449425.72,2,0.05,2023-11-06,2023-11-10,1.0,WH-B-28,,2023-11-06
PO-2020-0000488-L013,PO-2020-0000488,13,MAT-00000932,Low maintain thought key.,LTR,310,277,67,2234.88,692812.8,5,0.05,2020-10-10,2020-11-06,1.0,WH-B-20,,2020-10-10
PO-2020-0000488-L014,PO-2020-0000488,14,MAT-00000921,Energy fire relate question.,SET,269,220,197,328374.55,88332753.95,0,0.0,2023-03-02,2023-03-02,1.0,WH-A-12,,2023-03-02
PO-2020-0000488-L015,PO-2020-0000488,15,MAT-00000901,Rich difference what their mind read peace.,CUM,75,40,26,182.21,13665.75,10,0.1,2021-09-13,2021-10-01,0.0,WH-B-50,,2021-09-13
PO-2020-0000488-L016,PO-2020-0000488,16,MAT-00000135,Product eat generation put his stuff.,MT,95,78,78,156.67,14883.65,0,0.05,2023-03-07,2023-04-05,1.0,WH-B-44,Throughout party activity various measure light many.,2023-03-07
PO-2020-0000488-L017,PO-2020-0000488,17,MAT-00000082,Avoid man drive wife.,KG,353,68,64,1641.35,579396.55,0,0.15,2022-08-18,2022-08-31,1.0,WH-D-31,Medical nearly her.,2022-08-18
PO-2020-0000488-L018,PO-2020-0000488,18,MAT-00000198,Bad know of because material.,BAG,116,97,1,188.01,21809.16,10,0.05,2022-04-25,2022-04-29,0.0,WH-B-05,,2022-04-25
PO-2020-0000488-L019,PO-2020-0000488,19,MAT-00000978,Budget market president bill include news.,MT,225,125,88,75.44,16974.0,2,0.15,2022-07-26,2022-07-31,1.0,WH-A-39,,2022-07-26
PO-2019-0000390-L001,PO-2019-0000390,1,MAT-00000404,Stay social white.,NOS,314,292,274,408.59,128297.26,5,0.0,2024-11-28,2024-11-20,1.0,WH-D-30,,2024-11-28
PO-2019-0000390-L002,PO-2019-0000390,2,MAT-00000044,Three none pressure lay future.,SET,450,265,202,39757.34,17890803.0,2,0.0,2020-03-21,2020-04-15,0.0,WH-B-19,,2020-03-21
PO-2019-0000390-L003,PO-2019-0000390,3,MAT-00000906,Staff such forward.,RM,156,73,59,53183.88,8296685.28,0,0.05,2021-08-25,2021-09-23,1.0,WH-D-42,,2021-08-25
PO-2019-0000390-L004,PO-2019-0000390,4,MAT-00000740,Outside respond guy laugh best probably able great.,NOS,257,69,50,3359.5,863391.5,0,0.15,2022-07-12,2022-07-03,1.0,WH-B-30,Natural hear blood to manage.,2022-07-12
PO-2019-0000390-L005,PO-2019-0000390,5,MAT-00000332,Blood particularly could us hotel lead.,KG,355,83,15,2845.1,1010010.5,10,0.1,2023-12-17,2024-01-04,1.0,WH-A-34,,2023-12-17
PO-2019-0000390-L006,PO-2019-0000390,6,MAT-00000745,Response blue increase unit study.,SET,406,313,81,293498.35,119160330.1,0,0.1,2022-02-18,2022-02-10,1.0,WH-B-11,,2022-02-18
PO-2019-0000390-L007,PO-2019-0000390,7,MAT-00000184,But through leader operation mean white above save.,KG,394,214,78,3032.16,1194671.04,0,0.05,2024-04-23,2024-05-11,1.0,WH-A-09,,2024-04-23
PO-2019-0000390-L008,PO-2019-0000390,8,MAT-00000004,Very stuff lot meet TV concern official.,CUM,319,6,3,399.84,127548.96,0,0.15,2022-10-18,2022-11-11,1.0,WH-B-14,,2022-10-18
PO-2019-0000390-L009,PO-2019-0000390,9,MAT-00000488,Billion price paper focus.,JOINT,233,20,19,1718.52,400415.16,0,0.05,2021-05-16,2021-06-10,1.0,WH-A-12,Industry participant realize eat huge garden.,2021-05-16
PO-2019-0000390-L010,PO-2019-0000390,10,MAT-00000669,Laugh card include record security.,MONTH,179,8,4,2662.7,476623.3,0,0.15,2020-06-28,2020-06-21,1.0,WH-B-11,,2020-06-28
PO-2019-0000390-L011,PO-2019-0000390,11,MAT-00000626,Successful natural finish say network.,BOX,339,304,293,809.81,274525.59,10,0.1,2020-12-29,2021-01-17,1.0,WH-A-06,,2020-12-29
PO-2022-0000331-L001,PO-2022-0000331,1,MAT-00000920,Cut person fact generation public.,BAG,195,194,109,337.55,65822.25,2,0.05,2020-05-12,2020-05-20,1.0,WH-A-45,,2020-05-12
PO-2022-0000331-L002,PO-2022-0000331,2,MAT-00000338,Mean reason follow break.,MT,270,107,89,2790.82,753521.4,5,0.0,2020-04-29,2020-04-25,1.0,WH-D-47,,2020-04-29
PO-2022-0000331-L003,PO-2022-0000331,3,MAT-00000957,No old wall report purpose throw.,MT,404,147,109,871.71,352170.84,5,0.1,2021-10-10,2021-10-16,1.0,WH-B-40,,2021-10-10
PO-2022-0000331-L004,PO-2022-0000331,4,MAT-00000533,Experience suggest space mission agent certainly prove.,NOS,374,252,206,230531.87,86218919.38,10,0.1,2023-06-02,2023-06-06,1.0,WH-B-01,Environment size worker raise chair.,2023-06-02
PO-2022-0000331-L005,PO-2022-0000331,5,MAT-00000477,Real far send allow.,KG,321,106,102,3299.94,1059280.74,0,0.1,2022-04-29,2022-05-15,1.0,WH-C-36,,2022-04-29
PO-2022-0000331-L006,PO-2022-0000331,6,MAT-00000218,Bill test science ten score night down.,JOINT,6,5,2,818.8,4912.8,0,0.1,2020-05-18,2020-05-27,1.0,WH-A-08,,2020-05-18
PO-2022-0000331-L007,PO-2022-0000331,7,MAT-00000350,Realize another high indicate small.,JOINT,203,157,7,292.25,59326.75,0,0.15,2021-02-01,2021-02-12,1.0,WH-D-03,,2021-02-01
PO-2022-0000331-L008,PO-2022-0000331,8,MAT-00000494,Whole approach season data than team.,RM,80,68,42,22.13,1770.4,10,0.0,2024-07-25,2024-08-10,1.0,WH-C-37,,2024-07-25
PO-2022-0000331-L009,PO-2022-0000331,9,MAT-00000324,Stop treatment relate positive sense national.,KG,285,106,73,3532.83,1006856.55,0,0.05,2024-06-25,2024-07-07,1.0,WH-C-02,,2024-06-25
PO-2022-0000331-L010,PO-2022-0000331,10,MAT-00000385,Cultural right cover large work avoid while same.,KG,321,84,73,2148.08,689533.68,0,0.1,2021-01-18,2021-02-15,1.0,WH-C-46,Help investment news candidate.,2021-01-18
PO-2022-0000331-L011,PO-2022-0000331,11,MAT-00000424,Suffer accept letter visit always up others similar.,CUM,45,15,11,133.47,6006.15,5,0.1,2021-09-11,2021-09-14,1.0,WH-B-08,,2021-09-11
PO-2022-0000331-L012,PO-2022-0000331,12,MAT-00000039,Past product make of group six fish detail.,SQM,399,47,28,69.74,27826.26,5,0.05,2024-06-24,2024-07-14,1.0,WH-B-22,,2024-06-24
PO-2020-0000751-L001,PO-2020-0000751,1,MAT-00000318,Minute skill city myself.,LTR,398,393,50,106.01,42191.98,0,0.0,2022-11-23,2022-11-21,1.0,WH-D-25,,2022-11-23
PO-2020-0000751-L002,PO-2020-0000751,2,MAT-00000535,Begin determine degree forward guess despite.,BOX,60,59,2,86.77,5206.2,0,0.15,2023-05-02,2023-04-27,1.0,WH-A-07,,2023-05-02
PO-2020-0000751-L003,PO-2020-0000751,3,MAT-00000675,Most you statement wonder across protect knowledge toward.,CUM,382,295,159,128.47,49075.54,0,0.05,2021-03-05,2021-03-15,1.0,WH-C-18,,2021-03-05
PO-2020-0000751-L004,PO-2020-0000751,4,MAT-00000792,Truth during always those high someone box either.,MT,226,69,19,839.36,189695.36,5,0.0,2020-08-22,2020-08-12,1.0,WH-B-35,,2020-08-22
PO-2020-0000751-L005,PO-2020-0000751,5,MAT-00000327,Agency might side method meet.,NOS,139,72,31,17032.36,2367498.04,0,0.15,2021-09-29,2021-10-28,1.0,WH-A-09,Analysis together court message way cold what.,2021-09-29
PO-2020-0000751-L006,PO-2020-0000751,6,MAT-00000925,Mouth phone decision picture defense rate structure.,SET,346,196,13,11345.86,3925667.56,10,0.15,2022-03-13,2022-03-14,1.0,WH-C-20,,2022-03-13
PO-2020-0000751-L007,PO-2020-0000751,7,MAT-00000203,Mrs reflect wish simple position.,SET,366,273,40,72094.46,26386572.36,5,0.05,2024-03-27,2024-04-15,0.0,WH-A-45,,2024-03-27
PO-2020-0000751-L008,PO-2020-0000751,8,MAT-00000467,Section child learn forward.,SQM,159,119,60,160.94,25589.46,5,0.1,2021-04-03,2021-04-02,1.0,WH-C-26,,2021-04-03
PO-2020-0000751-L009,PO-2020-0000751,9,MAT-00000940,Available concern edge audience.,BOX,341,166,116,441.88,150681.08,0,0.1,2020-05-13,2020-06-02,1.0,WH-D-30,,2020-05-13
PO-2020-0000751-L010,PO-2020-0000751,10,MAT-00000290,Treat imagine later identify first.,SET,394,294,65,340524.74,134166747.56,0,0.0,2022-04-10,2022-04-06,1.0,WH-C-35,,2022-04-10
PO-2020-0000751-L011,PO-2020-0000751,11,MAT-00000605,Pull movement political peace series one.,NOS,212,62,35,43478.22,9217382.64,0,0.1,2022-09-14,2022-09-28,1.0,WH-B-45,,2022-09-14
PO-2020-0000751-L012,PO-2020-0000751,12,MAT-00000804,Group me face rate.,NOS,223,87,69,23517.67,5244440.41,10,0.15,2020-12-20,2020-12-14,1.0,WH-A-38,,2020-12-20
PO-2020-0000751-L013,PO-2020-0000751,13,MAT-00000334,Beat she join house produce listen mouth carry.,NOS,285,227,45,907.5,258637.5,5,0.0,2022-04-11,2022-04-05,1.0,WH-D-21,,2022-04-11
PO-2020-0000751-L014,PO-2020-0000751,14,MAT-00000677,Someone support far plant fear thought.,MONTH,32,8,0,302207.53,9670640.96,2,0.1,2023-09-15,2023-09-14,1.0,WH-D-40,,2023-09-15
PO-2020-0000751-L015,PO-2020-0000751,15,MAT-00000201,Whatever action themselves center among of.,DRUM,106,40,19,3053.51,323672.06,2,0.1,2023-10-23,2023-11-01,1.0,WH-A-38,Mr water fight security tough gas.,2023-10-23
PO-2020-0000751-L016,PO-2020-0000751,16,MAT-00000523,Town surface central contain pattern education.,SET,207,75,7,152.2,31505.4,0,0.1,2023-01-29,2023-01-22,1.0,WH-A-19,,2023-01-29
PO-2020-0000751-L017,PO-2020-0000751,17,MAT-00000241,Consider son system surface.,BOX,222,100,80,2066.42,458745.24,2,0.15,2022-02-22,2022-03-09,1.0,WH-B-43,,2022-02-22
PO-2023-0000143-L001,PO-2023-0000143,1,MAT-00000569,Leave near fact attack better rise maintain.,SET,197,92,53,29230.49,5758406.53,0,0.0,2024-11-22,2024-11-20,1.0,WH-A-42,Ground provide doctor expect attorney cover.,2024-11-22
PO-2023-0000143-L002,PO-2023-0000143,2,MAT-00000739,Late pattern figure once not hair first.,NOS,454,223,34,35433.82,16086954.28,2,0.15,2023-08-08,2023-08-24,1.0,WH-B-30,,2023-08-08
