material_id,material_code,material_name,material_level,parent_material_id,category,sub_category,unit_of_measure,unit_price,currency,lead_time_days,hazardous,requires_inspection,strategic_item,local_content,weight_kg,unspsc_code,min_stock_level,max_stock_level,reorder_point,reorder_quantity,shelf_life_days,manufacturer,brand,country_of_origin,active,created_date
MAT-00000763,CIV-GEO-00763,Geotextile - Laboriosam 913,COMPONENT,MAT-00000312,CIVIL,Geotextile,SQM,91.71,EUR,11,False,True,True,False,,30100087,298,894,522,806,,Lopez Ltd,Ltd Leader,UK,True,2022-02-10
MAT-00000764,CHM-CAT-00764,Catalyst - Accept 996,ITEM,MAT-00000144,CHEMICALS,Catalyst,KG,2394.61,USD,37,False,True,True,False,,12140095,193,1930,295,1231,593.0,Brown Ltd,Group Unde,USA,True,2020-09-23
MAT-00000765,CON-PRE-00765,Precast - Incidunt 407,PRODUCT,,CONCRETE,Precast,BAG,357.14,USD,9,False,True,True,False,927.56,30110062,69,207,98,120,,"Davies, Marshall and Byrne",Inc Central,Germany,True,2019-08-27
MAT-00000766,VLV-REL-00766,Relief - Cut 779,ITEM,MAT-00000020,VALVES,Relief,NOS,26275.7,USD,147,False,True,False,True,,40140141,450,4500,860,1324,,Horton and Sons,and Sons Totam,Italy,True,2020-02-12
MAT-00000767,CON-CEM-00767,Cement - Rate 330,ITEM,MAT-00000730,CONCRETE,Cement,CUM,141.37,USD,9,False,True,False,False,4949.33,30110019,299,1495,425,1145,,Wilkinson-Garrison,Inc Officiis,Japan,True,2022-01-21
MAT-00000768,STL-ANG-00768,Angles - Matter 394,ITEM,MAT-00000552,STRUCTURAL_STEEL,Angles,KG,981.51,EUR,83,False,True,False,False,3743.05,30100026,255,2295,335,749,,Clark and Sons,Group Adipisci,Italy,True,2023-11-06
MAT-00000769,STL-BEA-00769,Beams - Reprehenderit 599,ITEM,MAT-00000746,STRUCTURAL_STEEL,Beams,KG,2261.19,EUR,109,False,False,False,True,2322.54,30100053,165,1320,243,1127,,Phillips Group,LLC Board,UK,True,2023-09-26
MAT-00000770,CIV-ASP-00770,Asphalt - Nesciunt 333,COMPONENT,MAT-00000758,CIVIL,Asphalt,CUM,96.52,USD,17,False,False,False,False,,30100018,138,966,207,433,,"Whitehead, Elliott and Watkins",Group Placeat,UAE,True,2023-10-05
MAT-00000771,PIP-STA-00771,Stainless Steel - Eveniet 294,ITEM,MAT-00000506,PIPES,Stainless Steel,JOINT,399.86,USD,66,False,True,False,False,941.77,40140088,465,2325,875,2041,,"Smith, Ray and Tran",Ltd Pariatur,UAE,True,2021-04-23
MAT-00000772,CON-ADM-00772,Admixtures - Miss 595,ITEM,MAT-00000691,CONCRETE,Admixtures,CUM,129.23,EUR,7,False,False,False,False,4151.95,30110033,464,4640,655,2476,,Harrison-Brown,Ltd Manager,Japan,True,2022-05-24
MAT-00000773,VLV-CHE-00773,Check - Nulla 681,ITEM,MAT-00000106,VALVES,Check,SET,6309.02,USD,150,False,False,True,True,,40140142,485,4850,717,2754,,"Robinson, Stout and Morgan",and Sons Molestias,UK,True,2023-09-25
MAT-00000774,ELE-PAN-00774,Panels - Veniam 230,PRODUCT,,ELECTRICAL,Panels,SET,10816.84,USD,40,False,True,False,True,,26100016,31,124,48,44,,Roberts-Watts,LLC Region,USA,True,2021-01-04
MAT-00000775,CON-CEM-00775,Cement - Delectus 123,ITEM,MAT-00000091,CONCRETE,Cement,CUM,126.8,SAR,7,False,True,False,True,3018.31,30110044,485,3880,915,1453,,Moore Group,Group Incidunt,South Korea,True,2019-09-14
MAT-00000776,CON-ADM-00776,Admixtures - Determine 325,ITEM,MAT-00000292,CONCRETE,Admixtures,CUM,480.88,USD,9,False,False,False,False,478.43,30110062,123,738,181,292,,Howard LLC,Ltd Contain,Japan,True,2019-12-12
MAT-00000777,PIP-COP-00777,Copper - Surface 310,ITEM,MAT-00000537,PIPES,Copper,JOINT,442.51,USD,45,False,False,False,True,4440.59,40140088,394,3546,405,2611,,Jordan-Williamson,PLC Message,Italy,True,2021-01-17
MAT-00000778,VLV-GAT-00778,Gate - Laboriosam 323,COMPONENT,MAT-00000660,VALVES,Gate,SET,41927.13,EUR,127,False,True,True,False,,40140197,203,1015,404,616,,Moran PLC,and Sons Seat,UAE,True,2020-04-28
MAT-00000779,CHM-DEM-00779,Demulsifier - With 602,ITEM,MAT-00000536,CHEMICALS,Demulsifier,DRUM,4394.77,SAR,38,True,False,False,False,,12140059,302,2416,486,1862,1817.0,Hunt-Davey,PLC Than,Italy,True,2018-03-25
MAT-00000780,PIP-STA-00780,Stainless Steel - Movement 149,PRODUCT,,PIPES,Stainless Steel,JOINT,745.86,SAR,70,False,True,False,False,2585.85,40140077,424,2544,442,1986,,Soto and Sons,and Sons Voluptatum,India,True,2022-02-02
MAT-00000781,STL-REB-00781,Rebar - Quae 168,COMPONENT,MAT-00000085,STRUCTURAL_STEEL,Rebar,MT,698.14,SAR,88,False,True,True,False,4355.04,30100033,127,1143,206,297,,"Taylor, Nash and Evans",Inc Leg,India,True,2023-11-03
MAT-00000782,CIV-GRA-00782,Gravel - Ab 227,ITEM,MAT-00000394,CIVIL,Gravel,SQM,96.7,USD,12,False,True,False,True,,30100019,44,176,61,89,,Peterson-Wagner,LLC Nesciunt,Italy,True,2023-12-28
MAT-00000783,CON-CEM-00783,Cement - Suscipit 259,ITEM,MAT-00000256,CONCRETE,Cement,CUM,410.5,USD,6,False,False,False,True,2522.55,30110017,211,1055,253,260,,Mullins PLC,and Sons Suffer,Germany,True,2023-04-06
MAT-00000784,VLV-CHE-00784,Check - Neque 918,ITEM,MAT-00000619,VALVES,Check,NOS,22801.71,EUR,111,False,True,False,True,,40140158,79,237,115,196,,Watson-Lewis,Inc Dignissimos,Italy,True,2023-12-07
MAT-00000785,INS-THE-00785,Thermocouples - Series 615,ITEM,MAT-00000693,INSTRUMENTS,Thermocouples,SET,76975.97,SAR,82,False,False,False,False,,41110061,394,2758,662,2063,,Morgan Group,Group Increase,Italy,True,2019-11-15
MAT-00000786,STL-ANG-00786,Angles - Recent 560,PRODUCT,,STRUCTURAL_STEEL,Angles,MT,788.84,SAR,84,False,True,False,True,993.52,30100012,120,1080,219,773,,"Brown, Welch and Reeves",Group Vero,France,True,2019-08-26
MAT-00000787,MEC-HEA-00787,Heat Exchangers - Ipsam 351,ITEM,MAT-00000552,MECHANICAL,Heat Exchangers,NOS,72015.35,SAR,136,False,True,False,False,1857.84,40170036,247,1235,353,1229,,Mason PLC,Ltd Occaecati,Germany,True,2018-07-30
MAT-00000788,PIP-CAR-00788,Carbon Steel - Very 298,COMPONENT,MAT-00000506,PIPES,Carbon Steel,JOINT,1820.6,GBP,67,False,True,False,False,2758.04,40140015,488,4880,522,3375,,"Ward, Barker and Brooks",LLC Although,Japan,True,2021-09-19
MAT-00000789,CSM-GRI-00789,Grinding Disc - Molestias 476,PRODUCT,,CONSUMABLES,Grinding Disc,BOX,30.88,USD,18,False,True,False,True,,31160088,245,1960,404,913,238.0,"Braun, Campbell and Davis",PLC Tempora,South Korea,True,2021-03-13
MAT-00000790,SAF-FIR-00790,First Aid Kit - Agency 245,COMPONENT,MAT-00000679,SAFETY,First Aid Kit,NOS,1334.31,USD,18,False,True,False,False,,46180058,179,1790,341,726,,"Vargas, Allen and Schroeder",PLC Sign,India,True,2019-08-13
MAT-00000791,VLV-GAT-00791,Gate - Thought 267,ITEM,MAT-00000077,VALVES,Gate,SET,704.53,USD,133,False,False,False,False,,40140129,228,1596,281,229,,Johnson-Evans,Ltd List,China,True,2018-09-29
MAT-00000792,STL-CHA-00792,Channels - Rem 798,ITEM,MAT-00000220,STRUCTURAL_STEEL,Channels,MT,785.59,EUR,111,False,False,False,False,4252.97,30100043,305,2440,472,942,,Morgan-Young,LLC Id,Japan,True,2023-11-01
MAT-00000793,PIP-CAR-00793,Carbon Steel - Send 964,ITEM,MAT-00000585,PIPES,Carbon Steel,JOINT,558.93,SAR,59,False,False,False,False,4760.5,40140048,420,2940,474,1026,,"Rahman, Webb and Lewis",LLC Consequuntur,India,True,2020-07-04
MAT-00000794,EQP-CRA-00794,Crane - Seek 934,ITEM,MAT-00000730,EQUIPMENT,Crane,MONTH,181814.96,EUR,173,False,False,False,True,3115.29,22100094,43,344,46,266,,Reeves-Farmer,Group Like,UK,True,2022-07-21
MAT-00000795,STL-ANG-00795,Angles - Hope 263,ITEM,MAT-00000158,STRUCTURAL_STEEL,Angles,MT,1089.21,GBP,91,False,False,False,True,2150.53,30100040,156,936,312,324,,"Moore, Marsh and Carr",Ltd Nulla,France,True,2021-10-08
MAT-00000796,STL-BEA-00796,Beams - Nesciunt 398,ITEM,MAT-00000123,STRUCTURAL_STEEL,Beams,KG,875.12,USD,117,False,True,False,False,3239.85,30100016,11,110,13,15,,Wagner Group,and Sons Run,UAE,True,2019-07-01
MAT-00000797,CHM-CAT-00797,Catalyst - Lose 373,COMPONENT,MAT-00000125,CHEMICALS,Catalyst,LTR,867.85,USD,23,True,False,False,False,,12140034,414,2070,614,1418,2460.0,Morris PLC,Inc Culpa,Japan,True,2019-03-17
MAT-00000798,SVC-TRA-00798,Transport - Hope 780,ITEM,MAT-00000192,SERVICES,Transport,HR,2338.57,GBP,6,False,False,False,True,,72100087,124,868,128,526,,Norris Inc,LLC Incidunt,Germany,True,2021-10-19
MAT-00000799,VLV-REL-00799,Relief - Placeat 252,COMPONENT,MAT-00000417,VALVES,Relief,SET,32709.12,GBP,133,False,False,False,False,,40140149,351,2808,458,1336,,Thomas PLC,Inc Id,Germany,True,2023-03-05
MAT-00000800,EQP-EXC-00800,Excavator - Cover 826,PRODUCT,,EQUIPMENT,Excavator,NOS,499113.75,USD,212,False,True,False,False,2896.36,22100071,232,2088,263,1551,,Blake LLC,Inc Perspiciatis,India,True,2021-05-24
MAT-00000801,VLV-BUT-00801,Butterfly - Recusandae 863,ITEM,MAT-00000267,VALVES,Butterfly,SET,3396.16,USD,112,False,True,False,False,,40140160,411,3288,641,955,,Porter-Jones,and Sons Odio,UK,True,2021-09-01
MAT-00000802,SAF-FIR-00802,Fire Extinguisher - Distinctio 527,ASSEMBLY,MAT-00000012,SAFETY,Fire Extinguisher,NOS,1908.81,USD,17,False,False,False,True,,46180027,132,1320,203,546,,Roberts Ltd,Group We,China,True,2020-01-10
MAT-00000803,CHM-CAT-00803,Catalyst - Labore 888,ITEM,MAT-00000533,CHEMICALS,Catalyst,KG,63.55,USD,36,True,True,False,False,,12140074,150,1350,285,552,3025.0,"Wu, Fitzgerald and Brewer",Ltd Owner,China,True,2022-11-17
MAT-00000804,INS-ANA-00804,Analyzers - Ratione 954,ITEM,MAT-00000609,INSTRUMENTS,Analyzers,NOS,22901.96,USD,97,False,False,False,False,,41110063,485,4850,953,2376,,"Hansen, Lee and Montgomery",PLC Social,France,True,2021-07-14
MAT-00000805,EQP-CRA-00805,Crane - Provident 921,ITEM,MAT-00000312,EQUIPMENT,Crane,MONTH,452238.02,USD,153,False,True,False,True,4107.54,22100040,213,639,323,237,,Barrett PLC,Inc Enim,Japan,True,2018-11-08
MAT-00000806,FUE-DIE-00806,Diesel - Themselves 674,COMPONENT,MAT-00000672,FUEL,Diesel,BBL,159.13,EUR,7,False,False,False,False,,15100078,348,2436,407,1309,3002.0,Gough PLC,Group Million,UAE,True,2022-05-13
MAT-00000807,STL-CHA-00807,Channels - Grow 308,ITEM,MAT-00000112,STRUCTURAL_STEEL,Channels,MT,2117.11,SAR,61,False,True,False,False,845.12,30100047,353,2471,565,1015,,Allan PLC,Group Consectetur,Germany,True,2022-10-13
MAT-00000808,PIP-COP-00808,Copper - Bit 224,ITEM,MAT-00000738,PIPES,Copper,RM,170.93,USD,47,False,False,True,True,3893.33,40140044,101,404,198,332,,Thomas-Scott,and Sons Nemo,South Korea,True,2021-10-14
MAT-00000809,ELE-CAB-00809,Cables - Artist 164,ITEM,MAT-00000632,ELECTRICAL,Cables,SET,61440.46,EUR,41,False,False,False,True,,26100034,289,2023,298,1559,,Payne Inc,Group Front,Germany,True,2018-12-20
MAT-00000810,ITQ-UPS-00810,UPS - Itself 735,PRODUCT,,IT,UPS,NOS,2445.58,SAR,24,False,True,False,True,,43210065,63,567,90,148,,Patel-Mason,Inc Education,Italy,True,2020-02-18
MAT-00000811,STL-PLA-00811,Plates - Mind 867,ITEM,MAT-00000648,STRUCTURAL_STEEL,Plates,MT,1468.19,EUR,72,False,False,True,True,2854.7,30100012,350,2800,682,1737,,Phillips LLC,PLC At,China,False,2022-08-30
MAT-00000812,STL-BEA-00812,Beams - Aliquam 400,COMPONENT,MAT-00000800,STRUCTURAL_STEEL,Beams,KG,1982.21,USD,95,False,False,False,True,3124.74,30100014,412,3296,537,1690,,"Barnes, Shah and Phillips",and Sons Fly,China,True,2022-10-10
MAT-00000813,PIP-STA-00813,Stainless Steel - Occaecati 126,PRODUCT,,PIPES,Stainless Steel,JOINT,1635.07,SAR,57,False,True,False,True,2654.82,40140019,265,1855,418,1098,,"Mason, Patton and Thomas",and Sons Quos,Japan,True,2018-04-04
MAT-00000814,SVC-INS-00814,Inspection - Animi 150,ITEM,MAT-00000813,SERVICES,Inspection,MONTH,4265.27,USD,5,False,False,False,True,,72100025,103,618,177,183,,Woodward-Oliver,Inc Worker,Japan,True,2020-08-06
MAT-00000815,SAF-PPE-00815,PPE - Fugit 375,ITEM,MAT-00000738,SAFETY,PPE,BOX,1741.25,USD,18,False,False,True,False,,46180015,169,1521,192,1516,,"Palmer, Parsons and Donnelly",Inc Single,China,True,2021-09-27
MAT-00000816,FUE-DIE-00816,Diesel - First 745,PRODUCT,,FUEL,Diesel,LTR,178.39,USD,7,False,True,False,False,,15100041,51,408,61,145,3356.0,Hale-Rivas,Group Popular,China,True,2019-03-02
MAT-00000817,CON-CEM-00817,Cement - Vero 297,ITEM,MAT-00000319,CONCRETE,Cement,BAG,82.22,USD,7,False,False,False,False,2463.27,30110040,40,360,53,353,,"Smith, Mitchell and Price",Ltd Laboriosam,South Korea,True,2022-05-11
MAT-00000818,CSM-BOL-00818,Bolt - Machine 690,PRODUCT,,CONSUMABLES,Bolt,BOX,135.41,EUR,11,False,False,False,False,,31160010,68,612,92,327,785.0,Johnston and Sons,PLC Ab,France,True,2019-06-10
MAT-00000819,CON-REA-00819,Ready-Mix - Remember 209,ITEM,MAT-00000315,CONCRETE,Ready-Mix,CUM,392.85,EUR,8,False,True,False,False,2872.88,30110093,117,468,223,124,,Peters-Horton,Group Store,UAE,True,2022-08-21
MAT-00000820,CHM-COR-00820,Corrosion Inhibitor - Nothing 601,PRODUCT,,CHEMICALS,Corrosion Inhibitor,KG,1659.3,USD,36,False,False,False,False,,12140036,209,1672,257,1572,2032.0,"Wallace, Martinez and Stanton",PLC Molestias,Japan,True,2020-09-21
MAT-00000821,ELE-SWI-00821,Switchgear - Those 904,ITEM,MAT-00000091,ELECTRICAL,Switchgear,RM,74834.95,USD,36,False,False,False,True,,26100045,100,900,198,114,,Ford and Sons,Inc Situation,South Korea,True,2023-04-23
MAT-00000822,PIP-STA-00822,Stainless Steel - Son 664,ITEM,MAT-00000607,PIPES,Stainless Steel,RM,1383.09,USD,70,False,False,False,False,2190.65,40140027,18,108,33,67,,"Woodward, Evans and Green",Ltd East,South Korea,True,2020-06-15
MAT-00000823,PIP-GRP-00823,GRP - Magni 287,PRODUCT,,PIPES,GRP,JOINT,1386.02,USD,73,False,False,False,True,2835.78,40140023,133,931,197,383,,Vasquez-Padilla,Inc Tend,Italy,False,2023-12-11
MAT-00000824,FUE-LPG-00824,LPG - Culpa 785,PRODUCT,,FUEL,LPG,BBL,154.17,USD,7,True,True,True,True,,15100064,138,966,189,781,3478.0,"Knight, Thompson and O'Connor",Inc Skill,France,True,2022-07-05
MAT-00000825,VLV-REL-00825,Relief - Care 678,ITEM,MAT-00000278,VALVES,Relief,NOS,16303.28,GBP,125,False,False,False,True,,40140139,230,690,406,269,,"Davis, Wallace and Briggs",and Sons Room,Germany,True,2019-02-27
MAT-00000826,CON-ADM-00826,Admixtures - Vero 223,COMPONENT,MAT-00000715,CONCRETE,Admixtures,CUM,123.1,SAR,9,False,False,True,False,1092.36,30110022,28,196,28,178,,Cross Ltd,LLC Nemo,Japan,True,2022-08-03
MAT-00000827,EQP-CRA-00827,Crane - Cupiditate 962,COMPONENT,MAT-00000501,EQUIPMENT,Crane,NOS,306081.13,USD,152,False,False,False,False,3804.56,22100015,253,1771,391,595,,Evans-Reed,Inc Nihil,Italy,True,2018-01-27
MAT-00000828,ELE-TRA-00828,Transformers - Ipsam 127,ITEM,MAT-00000136,ELECTRICAL,Transformers,RM,50375.01,USD,48,False,True,False,True,,26100055,395,3950,679,3245,,Lee-Miller,Ltd Road,USA,False,2019-11-04
MAT-00000829,MEC-COM-00829,Compressors - Autem 220,ITEM,MAT-00000229,MECHANICAL,Compressors,NOS,117875.56,USD,102,False,True,False,True,2304.28,40170094,240,1440,398,515,,Martin LLC,Ltd Ahead,India,True,2018-05-09
MAT-00000830,SAF-FIR-00830,First Aid Kit - Non 316,ITEM,MAT-00000205,SAFETY,First Aid Kit,BOX,131.22,SAR,17,False,True,False,True,,46180032,360,3240,415,707,,"Robles, Mcconnell and Pittman",Inc Excepturi,USA,True,2019-10-08
MAT-00000831,PIP-STA-00831,Stainless Steel - Asperiores 535,PRODUCT,,PIPES,Stainless Steel,JOINT,1433.12,EUR,73,False,False,False,False,4585.69,40140052,463,4630,543,2229,,"James, Curtis and Russell",Inc Repellendus,Germany,True,2023-01-14
MAT-00000832,PIP-GRP-00832,GRP - Bed 335,ITEM,MAT-00000816,PIPES,GRP,RM,1853.9,EUR,41,False,True,False,False,2324.35,40140021,457,1828,864,716,,Bennett Ltd,and Sons Wide,South Korea,True,2018-08-09
MAT-00000833,ELE-MCB-00833,MCBs - Aspernatur 347,PRODUCT,,ELECTRICAL,MCBs,SET,73763.85,USD,46,False,True,False,False,,26100040,474,1422,734,1352,,"Johnson, Collins and Davies",LLC Natus,South Korea,True,2018-10-31
MAT-00000834,INS-LEV-00834,Level Gauges - Prepare 173,ITEM,MAT-00000336,INSTRUMENTS,Level Gauges,SET,44002.81,GBP,62,False,False,False,True,,41110038,367,1468,632,669,,Taylor Ltd,Group Officiis,UK,True,2022-12-17
MAT-00000835,CHM-BIO-00835,Biocide - Sit 875,ITEM,MAT-00000612,CHEMICALS,Biocide,LTR,3422.63,SAR,30,True,False,False,False,,12140098,22,66,24,42,3070.0,Curtis-Lowe,Group Repudiandae,France,True,2019-11-07
MAT-00000836,INS-TRA-00836,Transmitters - Box 367,ITEM,MAT-00000589,INSTRUMENTS,Transmitters,SET,4768.36,EUR,98,False,True,True,True,,41110058,354,1416,612,947,,Larson Inc,PLC Public,Germany,True,2021-04-11
MAT-00000837,CIV-ASP-00837,Asphalt - Libero 141,COMPONENT,MAT-00000730,CIVIL,Asphalt,MT,61.0,USD,11,False,True,False,True,,30100089,413,1239,573,801,,Wood-Williams,and Sons As,South Korea,True,2023-04-05
MAT-00000838,CIV-SAN-00838,Sand - Forget 341,PRODUCT,,CIVIL,Sand,SQM,55.95,USD,15,False,False,True,False,,30100045,281,1405,488,1054,,"Schofield, Mitchell and Kemp",and Sons Ipsa,UK,True,2019-05-19
MAT-00000839,PIP-GRP-00839,GRP - Illum 732,ITEM,MAT-00000530,PIPES,GRP,RM,745.1,GBP,76,False,True,True,False,3125.09,40140016,218,1308,279,1058,,Weston Ltd,Inc Movement,UAE,True,2023-02-28
MAT-00000840,MEC-FAN-00840,Fans - Knowledge 977,PRODUCT,,MECHANICAL,Fans,NOS,63757.57,USD,86,False,False,False,True,2642.88,40170081,478,1434,611,1118,,Stewart Ltd,Inc Eaque,Germany,True,2020-11-25
MAT-00000841,EQP-EXC-00841,Excavator - Voluptate 843,ITEM,MAT-00000686,EQUIPMENT,Excavator,NOS,189354.92,EUR,187,False,False,False,True,3365.0,22100028,366,3294,682,3142,,"Marshall, Davis and Sullivan",PLC Nihil,Germany,True,2021-04-23
MAT-00000842,MEC-HEA-00842,Heat Exchangers - Dolorem 573,ITEM,MAT-00000559,MECHANICAL,Heat Exchangers,SET,80137.84,USD,133,False,False,True,False,4225.2,40170065,119,476,158,247,,Walter-Lozano,and Sons Purpose,China,True,2018-12-03
MAT-00000843,CSM-BOL-00843,Bolt - Room 400,ITEM,MAT-00000211,CONSUMABLES,Bolt,BOX,473.12,USD,14,False,False,True,False,,31160039,379,3032,553,2605,815.0,Hanson-Allen,Ltd Enim,China,True,2020-02-05
MAT-00000844,PIP-GRP-00844,GRP - Ea 789,ITEM,MAT-00000400,PIPES,GRP,RM,1548.63,EUR,63,False,True,False,False,4152.08,40140045,179,895,298,803,,Smith-Howard,and Sons Nulla,UAE,True,2018-09-10
MAT-00000845,STL-ANG-00845,Angles - Program 192,ITEM,MAT-00000319,STRUCTURAL_STEEL,Angles,KG,2791.21,USD,108,False,False,False,False,2935.61,30100025,212,1272,418,501,,Simpson and Sons,LLC Discuss,USA,True,2019-02-23
MAT-00000846,ELE-CAB-00846,Cables - Doloribus 975,ITEM,MAT-00000735,ELECTRICAL,Cables,RM,60649.58,USD,48,False,True,False,False,,26100027,217,1736,274,297,,"Smith, Chapman and Noble",Inc Theory,China,True,2022-07-24
MAT-00000847,EQP-WEL-00847,Welder - Hundred 940,ASSEMBLY,MAT-00000673,EQUIPMENT,Welder,DAY,379319.98,USD,169,False,True,False,False,3894.57,22100077,466,1398,471,655,,Boyle-Torres,LLC Ut,China,False,2020-05-04
MAT-00000848,STL-CHA-00848,Channels - Yeah 842,PRODUCT,,STRUCTURAL_STEEL,Channels,KG,1874.35,GBP,93,False,False,False,True,2361.37,30100099,264,1848,409,1484,,"Collins, Connor and Bennett",and Sons Voluptate,UK,True,2019-05-06
MAT-00000849,MEC-TAN-00849,Tanks - Ipsum 336,COMPONENT,MAT-00000530,MECHANICAL,Tanks,SET,67829.22,USD,119,False,False,False,False,3196.45,40170083,156,624,294,305,,"Smith, Parker and Richards",PLC Distinctio,UK,True,2020-07-14
MAT-00000850,STL-PLA-00850,Plates - Expedita 361,ITEM,MAT-00000559,STRUCTURAL_STEEL,Plates,KG,926.5,EUR,120,False,True,False,True,1200.72,30100045,181,1448,288,338,,"Flynn, Salas and York",and Sons Still,China,True,2019-01-13
MAT-00000851,PIP-COP-00851,Copper - Ut 631,COMPONENT,MAT-00000719,PIPES,Copper,JOINT,1882.52,USD,63,False,False,False,True,2461.88,40140060,229,2061,431,1752,,Romero Ltd,Group Dolorum,USA,True,2018-07-09
MAT-00000852,SAF-PPE-00852,PPE - Minima 174,PRODUCT,,SAFETY,PPE,NOS,1887.98,GBP,10,False,False,False,True,,46180087,55,165,79,74,,"Andrews, Jones and Jackson",and Sons Want,UAE,True,2023-02-10
MAT-00000853,FUE-GAS-00853,Gasoline - Live 951,ITEM,MAT-00000328,FUEL,Gasoline,GAL,71.8,GBP,9,False,False,True,False,,15100072,227,1135,386,442,1110.0,Robinson-Coleman,PLC Worry,Japan,True,2023-11-19
MAT-00000854,PIP-COP-00854,Copper - Facere 760,PRODUCT,,PIPES,Copper,RM,1591.75,SAR,52,False,True,False,False,4563.62,40140077,79,711,84,296,,Walton LLC,PLC Eum,UAE,True,2020-08-15
MAT-00000855,STL-ANG-00855,Angles - Make 696,PRODUCT,,STRUCTURAL_STEEL,Angles,MT,2227.77,USD,112,False,True,False,False,3537.74,30100047,156,780,160,619,,Price-Williams,Group Fugit,Germany,True,2020-11-11
MAT-00000856,CIV-GEO-00856,Geotextile - Alias 248,ITEM,MAT-00000824,CIVIL,Geotextile,SQM,162.57,GBP,14,False,False,False,False,,30100096,357,3570,402,2495,,Hall-Brewer,Inc Provident,South Korea,True,2021-04-25
MAT-00000857,MEC-FAN-00857,Fans - Stock 289,ITEM,MAT-00000323,MECHANICAL,Fans,NOS,165846.55,USD,82,False,False,False,False,3961.49,40170034,498,2490,953,887,,Gibson Inc,Inc Goal,India,True,2019-03-20
MAT-00000858,CSM-BOL-00858,Bolt - Republican 867,PRODUCT,,CONSUMABLES,Bolt,NOS,204.5,EUR,18,False,False,False,True,,31160063,466,1398,794,918,914.0,Stokes-Sharp,and Sons Top,Japan,True,2019-12-14
MAT-00000859,PIP-COP-00859,Copper - Accusamus 517,ASSEMBLY,MAT-00000305,PIPES,Copper,JOINT,1346.89,EUR,63,False,False,False,False,3286.3,40140081,397,1191,542,400,,Fuller-Gill,Group Marriage,USA,False,2021-11-12
MAT-00000860,CIV-GEO-00860,Geotextile - Tree 686,COMPONENT,MAT-00000501,CIVIL,Geotextile,CUM,112.1,GBP,12,False,False,False,False,,30100028,232,1624,255,1359,,Wilson Ltd,Group Name,UK,True,2022-04-16
MAT-00000861,FUE-GAS-00861,Gasoline - Officiis 346,ITEM,MAT-00000020,FUEL,Gasoline,BBL,96.9,USD,6,False,False,False,True,,15100025,138,828,206,546,2436.0,Webster and Sons,Ltd Eos,Japan,True,2019-09-03
MAT-00000862,EQP-CRA-00862,Crane - Odio 176,ITEM,MAT-00000220,EQUIPMENT,Crane,DAY,376290.26,USD,205,False,False,False,True,4426.17,22100018,38,152,62,102,,Taylor-Russo,Ltd Money,USA,True,2020-04-07
MAT-00000863,VLV-GAT-00863,Gate - Labore 300,COMPONENT,MAT-00000085,VALVES,Gate,NOS,18822.05,USD,115,False,True,False,True,,40140151,37,370,63,127,,Simmons-Goodwin,LLC Out,France,True,2023-11-08
MAT-00000864,MEC-PUM-00864,Pumps - Win 787,ITEM,MAT-00000530,MECHANICAL,Pumps,NOS,319113.94,USD,143,False,False,False,True,290.92,40170067,463,2315,834,1288,,Rowland LLC,Group Include,Germany,True,2022-08-14
MAT-00000865,CIV-SAN-00865,Sand - Nor 790,ITEM,MAT-00000637,CIVIL,Sand,SQM,126.95,USD,16,False,False,False,False,,30100087,44,308,45,247,,Jones LLC,Ltd Consectetur,South Korea,True,2023-11-17
MAT-00000866,CON-ADM-00866,Admixtures - Body 309,ASSEMBLY,MAT-00000315,CONCRETE,Admixtures,CUM,473.64,SAR,7,False,True,False,True,4579.1,30110061,65,650,75,540,,Serrano PLC,Inc Decide,Germany,True,2018-02-13
MAT-00000867,CON-ADM-00867,Admixtures - Which 176,PRODUCT,,CONCRETE,Admixtures,CUM,171.93,USD,9,False,False,False,False,2730.57,30110054,202,808,250,425,,Martin-Harris,Group Home,South Korea,True,2023-01-07
MAT-00000868,STL-PLA-00868,Plates - Congress 507,ITEM,MAT-00000774,STRUCTURAL_STEEL,Plates,MT,619.46,GBP,78,False,False,False,True,1376.97,30100016,131,1310,183,643,,Dickinson-Scott,PLC Perferendis,Italy,True,2019-02-21
MAT-00000869,EQP-FOR-00869,Forklift - Improve 367,COMPONENT,MAT-00000679,EQUIPMENT,Forklift,NOS,457627.68,USD,226,False,True,True,False,4103.18,22100078,433,2165,485,1719,,Harrell LLC,Ltd Dolore,South Korea,True,2020-03-03
MAT-00000870,CIV-FIL-00870,Fill Material - Repudiandae 656,ITEM,MAT-00000637,CIVIL,Fill Material,SQM,138.92,USD,16,False,False,False,False,,30100041,458,1832,892,1513,,"Moran, Stevens and Harris",Group Thank,UAE,True,2019-12-27
MAT-00000871,CIV-GEO-00871,Geotextile - Sed 514,ITEM,MAT-00000033,CIVIL,Geotextile,MT,158.19,USD,16,False,False,False,True,,30100071,368,1104,574,876,,"Murphy, Carroll and Henry",PLC Since,South Korea,True,2020-08-24
MAT-00000872,ITQ-SWI-00872,Switch - Field 115,PRODUCT,,IT,Switch,NOS,1942.97,USD,24,False,False,False,False,,43210051,355,1775,399,1160,,Harrison-Ellis,Group Just,UAE,True,2022-02-08
