movement_id,material_id,project_id,grn_id,movement_type,quantity,unit_of_measure,unit_cost,total_value,from_location,to_location,batch_number,reason_code,movement_date,posted_by,approved_by,remarks,created_date
INV-MOV-00000337,MAT-00000905,PRJ-2024-00153,GRN-2024-0000632,RECEIPT,318,RM,42391.97,13480646.46,SITE-B-WAREHOUSE-SEC-06,,,TRANSFER_IN,2021-09-13,John Wong,,,2021-09-13
INV-MOV-00000338,MAT-00000090,PRJ-2019-00287,,ISSUE,-215,CUM,411.96,-88571.4,SITE-B-WAREHOUSE-SEC-06,,BATCH-44DG587,PRODUCTION,2025-09-27,Miranda Gill,,,2025-09-27
INV-MOV-00000339,MAT-00000392,PRJ-2019-00801,,RETURN,246,RM,28808.2,7086817.2,SITE-E-WAREHOUSE-SEC-04,,,DEFECTIVE,2021-10-17,Dale Edwards,,,2021-10-17
INV-MOV-00000340,MAT-00000027,PRJ-2022-00327,,ISSUE,-16,RM,563.7,-9019.2,SITE-C-WAREHOUSE-SEC-01,,,PRODUCTION,2025-08-30,Sean Figueroa,,,2025-08-30
INV-MOV-00000341,MAT-00000998,PRJ-2022-00164,GRN-2025-0000247,RECEIPT,337,KG,1739.21,586113.77,SITE-C-WAREHOUSE-SEC-05,,,PO_DELIVERY,2025-01-29,Juan Silva,,,2025-01-29
INV-MOV-00000342,MAT-00000817,PRJ-2021-00398,,ISSUE,-430,BAG,82.22,-35354.6,SITE-B-WAREHOUSE-SEC-02,,BATCH-64OY235,PRODUCTION,2020-10-30,Danielle Pierce,,,2020-10-30
INV-MOV-00000343,MAT-00000936,PRJ-2023-00606,GRN-2020-0000361,RECEIPT,359,JOINT,1215.23,436267.57,SITE-E-WAREHOUSE-SEC-05,,,RETURN_FROM_SITE,2020-10-15,Gail Hines,,,2020-10-15
INV-MOV-00000344,MAT-00000180,PRJ-2021-00503,GRN-2023-0000239,RECEIPT,29,MT,183.85,5331.65,SITE-E-WAREHOUSE-SEC-02,,,RETURN_FROM_SITE,2019-09-27,Nathaniel Singh MD,,,2019-09-27
INV-MOV-00000345,MAT-00000207,PRJ-2023-00826,GRN-2021-0000182,RECEIPT,368,MT,1760.28,647783.04,SITE-C-WAREHOUSE-SEC-01,,,PO_DELIVERY,2019-03-17,Heather Taylor,,,2019-03-17
INV-MOV-00000346,MAT-00000867,PRJ-2024-00539,,ADJUSTMENT,492,CUM,171.93,84589.56,SITE-D-WAREHOUSE-SEC-05,,BATCH-87HC280,STOCK_COUNT,2019-06-22,Angela Meyers,Aaron Taylor,,2019-06-22
INV-MOV-00000347,MAT-00000750,PRJ-2024-00972,,ISSUE,-328,RM,28005.07,-9185662.96,SITE-D-WAREHOUSE-SEC-06,,,PRODUCTION,2021-03-31,Andrea Hernandez,,,2021-03-31
INV-MOV-00000348,MAT-00000952,PRJ-2023-00629,,TRANSFER,-115,NOS,37839.05,-4351490.75,SITE-B-WAREHOUSE-SEC-04,SITE-D-WAREHOUSE-SEC-06,BATCH-38NO750,BUFFER_STOCK,2024-05-30,Lisa Webb,,Administration mother in admit.,2024-05-30
INV-MOV-00000349,MAT-00000719,PRJ-2024-00972,,ISSUE,-436,MT,2761.69,-1204096.84,SITE-E-WAREHOUSE-SEC-01,,BATCH-48SR408,PRODUCTION,2020-11-04,Todd White,,,2020-11-04
INV-MOV-00000350,MAT-00000580,PRJ-2021-00107,,ADJUSTMENT,73,BAG,474.12,34610.76,SITE-A-WAREHOUSE-SEC-02,,BATCH-18NH233,STOCK_COUNT,2021-06-13,Hector Norton,Tyler Stevens,,2021-06-13
INV-MOV-00000351,MAT-00000687,PRJ-2021-00655,,RETURN,172,RM,159.4,27416.8,SITE-D-WAREHOUSE-SEC-01,,BATCH-33FZ410,EXCESS_MATERIAL,2021-04-18,Juan Brown,,,2021-04-18
INV-MOV-00000352,MAT-00000806,PRJ-2022-00111,,RETURN,25,BBL,159.13,3978.25,SITE-D-WAREHOUSE-SEC-04,,,DEFECTIVE,2024-08-02,Christopher Porter,,,2024-08-02
INV-MOV-00000353,MAT-00000388,PRJ-2024-00360,,ISSUE,-52,MONTH,9448.65,-491329.8,SITE-D-WAREHOUSE-SEC-05,,BATCH-65CO918,MAINTENANCE,2024-12-17,Sean Clay,,Even under range exactly.,2024-12-17
INV-MOV-00000354,MAT-00000867,PRJ-2019-00035,GRN-2025-0000268,RECEIPT,164,CUM,171.93,28196.52,SITE-A-WAREHOUSE-SEC-01,,,PO_DELIVERY,2021-03-29,Mary White,,,2021-03-29
INV-MOV-00000355,MAT-00000561,PRJ-2020-00965,,ADJUSTMENT,48,NOS,835.54,40105.92,SITE-E-WAREHOUSE-SEC-04,,,QUALITY_HOLD,2024-01-16,Alexis Clark,Robert Nicholson,,2024-01-16
INV-MOV-00000356,MAT-00000912,PRJ-2022-00445,GRN-2022-0000340,RECEIPT,52,SET,35856.22,1864523.44,SITE-B-WAREHOUSE-SEC-02,,,TRANSFER_IN,2022-12-23,Elizabeth Elliott,,,2022-12-23
INV-MOV-00000357,MAT-00000677,PRJ-2024-00289,GRN-2025-0000051,RECEIPT,50,MONTH,361400.1,18070005.0,SITE-D-WAREHOUSE-SEC-05,,BATCH-96WV856,RETURN_FROM_SITE,2023-09-09,William Ramsey,,Seat generation best discussion.,2023-09-09
INV-MOV-00000358,MAT-00000090,PRJ-2019-00302,,TRANSFER,-321,CUM,411.96,-132239.16,SITE-B-WAREHOUSE-SEC-01,SITE-A-WAREHOUSE-SEC-02,BATCH-15ZX999,SITE_TRANSFER,2020-11-22,Mark Bowers,,,2020-11-22
INV-MOV-00000359,MAT-00000119,PRJ-2023-00316,,TRANSFER,242,DAY,457605.67,110740572.14,SITE-C-WAREHOUSE-SEC-01,SITE-E-WAREHOUSE-SEC-02,BATCH-77YB358,WAREHOUSE_REORG,2021-07-15,Kevin James,,Far east available environmental here.,2021-07-15
INV-MOV-00000360,MAT-00000451,PRJ-2023-00477,GRN-2023-0000276,RECEIPT,429,SET,60093.96,25780308.84,SITE-E-WAREHOUSE-SEC-01,,,PO_DELIVERY,2020-12-22,Brittany Price,,,2020-12-22
INV-MOV-00000361,MAT-00000828,PRJ-2024-00555,,ISSUE,-388,RM,50375.01,-19545503.88,SITE-E-WAREHOUSE-SEC-02,,,PRODUCTION,2023-02-01,Brandon Hahn,,,2023-02-01
INV-MOV-00000362,MAT-00000549,PRJ-2024-00704,,ADJUSTMENT,-244,KG,390.23,-95216.12,SITE-B-WAREHOUSE-SEC-04,,BATCH-75FL412,QUALITY_HOLD,2021-02-10,Justin Hunt,Brandon Spencer,Our foot history factor hold.,2021-02-10
INV-MOV-00000363,MAT-00000585,PRJ-2019-00923,,ISSUE,-293,NOS,4994.15,-1463285.95,SITE-E-WAREHOUSE-SEC-02,,BATCH-18KR398,PROJECT_CONSUMPTION,2019-08-18,Charles Turner,,,2019-08-18
INV-MOV-00000364,MAT-00000828,PRJ-2019-00198,GRN-2024-0000081,RECEIPT,217,RM,50375.01,10931377.17,SITE-D-WAREHOUSE-SEC-02,,BATCH-72RA126,TRANSFER_IN,2025-11-18,Richard Ward,,,2025-11-18
INV-MOV-00000365,MAT-00000933,PRJ-2020-00745,,ADJUSTMENT,35,SET,24326.86,851440.1,SITE-E-WAREHOUSE-SEC-04,,,QUALITY_HOLD,2023-06-16,Michelle Simpson,Judith Taylor,,2023-06-16
INV-MOV-00000366,MAT-00000895,PRJ-2019-00013,,TRANSFER,-320,LTR,4050.8,-1296256.0,SITE-D-WAREHOUSE-SEC-01,SITE-E-WAREHOUSE-SEC-02,,SITE_TRANSFER,2020-10-17,James Skinner,,,2020-10-17
INV-MOV-00000367,MAT-00000577,PRJ-2023-00799,GRN-2020-0000889,RECEIPT,147,SET,4183.68,615000.96,SITE-E-WAREHOUSE-SEC-03,,BATCH-65PM756,RETURN_FROM_SITE,2022-05-16,Frank Valentine,,,2022-05-16
INV-MOV-00000368,MAT-00000485,PRJ-2021-00039,GRN-2021-0000148,RECEIPT,207,MONTH,466254.49,96514679.43,SITE-E-WAREHOUSE-SEC-05,,,RETURN_FROM_SITE,2024-12-21,Ernest Oconnell,,,2024-12-21
INV-MOV-00000369,MAT-00000340,PRJ-2021-00708,GRN-2023-0000487,RECEIPT,382,PKT,448.09,171170.38,SITE-C-WAREHOUSE-SEC-03,,,RETURN_FROM_SITE,2019-06-22,Doris Neal,,,2019-06-22
INV-MOV-00000370,MAT-00000864,PRJ-2020-00504,,ADJUSTMENT,351,NOS,319113.94,112008992.94,SITE-B-WAREHOUSE-SEC-02,,,SYSTEM_CORRECTION,2021-08-15,Kenneth Sanchez MD,Jenna Wilson,,2021-08-15
INV-MOV-00000371,MAT-00000427,PRJ-2024-00620,,ISSUE,-97,RM,7382.38,-716090.86,SITE-D-WAREHOUSE-SEC-02,,,PRODUCTION,2025-07-28,Leslie Gardner,,,2025-07-28
INV-MOV-00000372,MAT-00000841,PRJ-2019-00058,,ISSUE,-82,NOS,189354.92,-15527103.44,SITE-A-WAREHOUSE-SEC-03,,,PRODUCTION,2024-09-16,Krista Benton,,,2024-09-16
INV-MOV-00000373,MAT-00000030,PRJ-2019-00178,GRN-2022-0000206,RECEIPT,427,SET,12688.35,5417925.45,SITE-A-WAREHOUSE-SEC-02,,BATCH-73YY741,RETURN_FROM_SITE,2019-08-22,Jonathan Schultz,,,2019-08-22
INV-MOV-00000374,MAT-00000281,PRJ-2024-00378,,TRANSFER,259,SET,41386.91,10719209.69,SITE-A-WAREHOUSE-SEC-06,SITE-B-WAREHOUSE-SEC-02,,SITE_TRANSFER,2021-09-08,Matthew Espinoza,,,2021-09-08
INV-MOV-00000375,MAT-00000486,PRJ-2021-00601,,ISSUE,-177,LTR,121.87,-21570.99,SITE-B-WAREHOUSE-SEC-03,,BATCH-61LZ797,PROJECT_CONSUMPTION,2024-12-18,Tammy Kane,,,2024-12-18
INV-MOV-00000376,MAT-00000167,PRJ-2024-00875,,ISSUE,-495,NOS,32168.36,-15923338.2,SITE-B-WAREHOUSE-SEC-02,,,MAINTENANCE,2024-04-25,Andrew Schmitt,,,2024-04-25
INV-MOV-00000377,MAT-00000526,PRJ-2022-00021,,ADJUSTMENT,-496,NOS,280673.77,-139214189.92,SITE-A-WAREHOUSE-SEC-04,,BATCH-89QQ113,STOCK_COUNT,2020-11-27,Matthew Williams,Miss Jennifer Goodwin,,2020-11-27
INV-MOV-00000378,MAT-00000623,PRJ-2019-00825,,ADJUSTMENT,-365,DAY,4178.62,-1525196.3,SITE-C-WAREHOUSE-SEC-04,,,STOCK_COUNT,2022-06-28,Jessica Smith,Jorge Stone,,2022-06-28
INV-MOV-00000379,MAT-00000694,PRJ-2019-00534,,TRANSFER,-204,LTR,3572.74,-728838.96,SITE-A-WAREHOUSE-SEC-05,SITE-D-WAREHOUSE-SEC-05,,WAREHOUSE_REORG,2024-10-31,Laura Griffin,,,2024-10-31
INV-MOV-00000380,MAT-00000494,PRJ-2024-00066,,ISSUE,-142,RM,21.06,-2990.52,SITE-C-WAREHOUSE-SEC-03,,,PRODUCTION,2021-12-02,Raymond Chapman,,,2021-12-02
INV-MOV-00000381,MAT-00000154,PRJ-2019-00530,,TRANSFER,461,JOINT,858.68,395851.48,SITE-E-WAREHOUSE-SEC-04,SITE-C-WAREHOUSE-SEC-06,,WAREHOUSE_REORG,2020-01-14,Haley Johnson,,,2020-01-14
INV-MOV-00000382,MAT-00000429,PRJ-2024-00415,,ISSUE,-19,CUM,129.77,-2465.63,SITE-E-WAREHOUSE-SEC-06,,BATCH-14UJ611,PRODUCTION,2023-04-08,Grant Mueller,,,2023-04-08
INV-MOV-00000383,MAT-00000548,PRJ-2019-00654,,TRANSFER,-465,NOS,1768.21,-822217.65,SITE-C-WAREHOUSE-SEC-05,SITE-D-WAREHOUSE-SEC-02,,SITE_TRANSFER,2025-12-03,Hannah Davis,,,2025-12-03
INV-MOV-00000384,MAT-00000483,PRJ-2019-00132,,TRANSFER,-372,SET,27379.45,-10185155.4,SITE-B-WAREHOUSE-SEC-06,SITE-D-WAREHOUSE-SEC-06,BATCH-75ZT140,BUFFER_STOCK,2019-04-24,Samuel Wong,,,2019-04-24
INV-MOV-00000385,MAT-00000431,PRJ-2021-00808,,ADJUSTMENT,191,SET,46578.7,8896531.7,SITE-C-WAREHOUSE-SEC-04,,,QUALITY_HOLD,2025-03-02,Carly Riggs,Christopher Moore,,2025-03-02
INV-MOV-00000386,MAT-00000967,PRJ-2021-00636,GRN-2022-0000200,RECEIPT,456,NOS,36486.41,16637802.96,SITE-E-WAREHOUSE-SEC-01,,BATCH-86OL736,RETURN_FROM_SITE,2025-12-15,Matthew Foster,,,2025-12-15
INV-MOV-00000387,MAT-00000892,PRJ-2024-00875,GRN-2025-0000351,RECEIPT,103,CUM,216.68,22318.04,SITE-D-WAREHOUSE-SEC-05,,BATCH-93YA796,TRANSFER_IN,2022-03-15,Christine Goodwin,,,2022-03-15
INV-MOV-00000388,MAT-00000083,PRJ-2022-00500,,ISSUE,-91,KG,2575.96,-234412.36,SITE-C-WAREHOUSE-SEC-06,,,PROJECT_CONSUMPTION,2019-01-03,Amy Garcia,,,2019-01-03
INV-MOV-00000389,MAT-00000173,PRJ-2022-00591,,TRANSFER,-251,BOX,223.87,-56191.37,SITE-A-WAREHOUSE-SEC-02,SITE-E-WAREHOUSE-SEC-06,,WAREHOUSE_REORG,2022-07-26,Chelsea Nguyen,,,2022-07-26
INV-MOV-00000390,MAT-00000039,PRJ-2019-00547,GRN-2024-0000973,RECEIPT,192,SQM,79.17,15200.64,SITE-A-WAREHOUSE-SEC-03,,BATCH-71OU478,TRANSFER_IN,2025-09-29,Lisa Matthews,,Goal leader common purpose.,2025-09-29
INV-MOV-00000391,MAT-00000752,PRJ-2021-00255,GRN-2020-0000353,RECEIPT,450,MT,143.43,64543.5,SITE-C-WAREHOUSE-SEC-02,,,RETURN_FROM_SITE,2019-07-16,Tamara Lawrence,,,2019-07-16
INV-MOV-00000392,MAT-00000844,PRJ-2022-00047,GRN-2022-0000467,RECEIPT,149,RM,1548.63,230745.87,SITE-E-WAREHOUSE-SEC-05,,,TRANSFER_IN,2023-06-22,Emily Allen,,,2023-06-22
INV-MOV-00000393,MAT-00000351,PRJ-2020-00924,,ISSUE,-385,DAY,333959.42,-128574376.7,SITE-B-WAREHOUSE-SEC-02,,BATCH-12YA528,PROJECT_CONSUMPTION,2025-07-26,Laura Henderson,,,2025-07-26
INV-MOV-00000394,MAT-00000135,PRJ-2022-00217,,TRANSFER,-302,MT,193.31,-58379.62,SITE-A-WAREHOUSE-SEC-03,SITE-B-WAREHOUSE-SEC-04,,BUFFER_STOCK,2024-05-10,Mr. Thomas Arias,,Never majority cell.,2024-05-10
INV-MOV-00000395,MAT-00000050,PRJ-2020-00678,GRN-2023-0000021,RECEIPT,429,SET,70392.04,30198185.16,SITE-A-WAREHOUSE-SEC-06,,,PO_DELIVERY,2019-08-02,Jerry Brown,,,2019-08-02
INV-MOV-00000396,MAT-00000486,PRJ-2020-00719,GRN-2023-0000703,RECEIPT,356,LTR,121.87,43385.72,SITE-A-WAREHOUSE-SEC-03,,BATCH-50YJ723,TRANSFER_IN,2022-12-05,Kathleen Cohen,,,2022-12-05
INV-MOV-00000397,MAT-00000621,PRJ-2024-00718,GRN-2025-0000921,RECEIPT,426,KG,514.04,218981.04,SITE-A-WAREHOUSE-SEC-05,,BATCH-67KB721,PO_DELIVERY,2024-11-12,Connie Johnson,,,2024-11-12
INV-MOV-00000398,MAT-00000510,PRJ-2020-00204,,ISSUE,-399,KG,2257.73,-900834.27,SITE-C-WAREHOUSE-SEC-05,,,MAINTENANCE,2020-07-02,Dylan Norman,,,2020-07-02
INV-MOV-00000399,MAT-00000562,PRJ-2023-00509,,ADJUSTMENT,-353,GAL,86.11,-30396.83,SITE-C-WAREHOUSE-SEC-02,,,STOCK_COUNT,2019-01-07,Patricia Simpson,Laura Adams,,2019-01-07
INV-MOV-00000400,MAT-00000686,PRJ-2023-00506,GRN-2022-0000799,RECEIPT,47,KG,446.43,20982.21,SITE-E-WAREHOUSE-SEC-01,,,TRANSFER_IN,2024-02-21,Wendy Weaver,,,2024-02-21
INV-MOV-00000401,MAT-00000304,PRJ-2023-00271,,ISSUE,-52,NOS,33158.13,-1724222.76,SITE-B-WAREHOUSE-SEC-01,,BATCH-07GV836,PRODUCTION,2025-05-29,Nicole Evans,,,2025-05-29
INV-MOV-00000402,MAT-00000757,PRJ-2024-00119,GRN-2021-0000912,RECEIPT,389,NOS,992.93,386249.77,SITE-A-WAREHOUSE-SEC-01,,,PO_DELIVERY,2025-03-12,Mrs. Hannah Montoya MD,,,2025-03-12
INV-MOV-00000403,MAT-00000916,PRJ-2020-00449,,WRITEOFF,-138,JOINT,1188.83,-164058.54,SITE-A-WAREHOUSE-SEC-03,,BATCH-13TN395,THEFT,2025-06-25,Carol Taylor,Daniel Brown,,2025-06-25
INV-MOV-00000404,MAT-00000468,PRJ-2024-00279,,TRANSFER,-354,MT,2885.17,-1021350.18,SITE-D-WAREHOUSE-SEC-06,SITE-B-WAREHOUSE-SEC-01,,SITE_TRANSFER,2020-12-22,Douglas Ryan,,,2020-12-22
INV-MOV-00000405,MAT-00000934,PRJ-2022-00605,,ISSUE,-292,DAY,215954.33,-63058664.36,SITE-D-WAREHOUSE-SEC-02,,,PRODUCTION,2023-07-14,Michael Roberts,,Weight method too.,2023-07-14
INV-MOV-00000406,MAT-00000701,PRJ-2021-00902,,TRANSFER,-499,NOS,4251.6,-2121548.4,SITE-D-WAREHOUSE-SEC-04,SITE-A-WAREHOUSE-SEC-04,BATCH-12PI604,BUFFER_STOCK,2022-01-24,Brandi Thomas,,,2022-01-24
INV-MOV-00000407,MAT-00000722,PRJ-2023-00890,,RETURN,393,DAY,59661.01,23446776.93,SITE-E-WAREHOUSE-SEC-06,,,WRONG_DELIVERY,2023-04-25,David Bridges,,,2023-04-25
INV-MOV-00000408,MAT-00000532,PRJ-2022-00536,,RETURN,317,SET,935.01,296398.17,SITE-A-WAREHOUSE-SEC-04,,,WRONG_DELIVERY,2024-05-07,Charles Chen,,,2024-05-07
INV-MOV-00000409,MAT-00000395,PRJ-2024-00153,,TRANSFER,-286,SQM,135.55,-38767.3,SITE-E-WAREHOUSE-SEC-01,SITE-A-WAREHOUSE-SEC-06,,WAREHOUSE_REORG,2020-09-15,Jaime Jones,,,2020-09-15
INV-MOV-00000410,MAT-00000077,PRJ-2024-00770,,ISSUE,-124,LTR,3619.86,-448862.64,SITE-C-WAREHOUSE-SEC-03,,BATCH-16DF845,PRODUCTION,2019-09-17,Aaron Schroeder,,,2019-09-17
INV-MOV-00000411,MAT-00000837,PRJ-2020-00241,GRN-2021-0000821,RECEIPT,228,MT,61.0,13908.0,SITE-E-WAREHOUSE-SEC-04,,,PO_DELIVERY,2019-09-13,Monica Ellis,,,2019-09-13
INV-MOV-00000412,MAT-00000764,PRJ-2023-00670,GRN-2025-0000423,RECEIPT,207,KG,2394.61,495684.27,SITE-A-WAREHOUSE-SEC-05,,,TRANSFER_IN,2023-01-01,Heather Brown,,,2023-01-01
INV-MOV-00000413,MAT-00000653,PRJ-2023-00312,,ADJUSTMENT,288,SET,28454.74,8194965.12,SITE-D-WAREHOUSE-SEC-03,,,SYSTEM_CORRECTION,2021-01-28,Claudia Jordan,Derrick Clayton,,2021-01-28
INV-MOV-00000414,MAT-00000786,PRJ-2023-00635,,ISSUE,-367,MT,788.84,-289504.28,SITE-C-WAREHOUSE-SEC-06,,BATCH-58FY929,PRODUCTION,2022-02-28,Michael Williams,,,2022-02-28
INV-MOV-00000415,MAT-00000350,PRJ-2024-00364,,TRANSFER,-494,JOINT,268.18,-132480.92,SITE-E-WAREHOUSE-SEC-05,SITE-C-WAREHOUSE-SEC-06,,WAREHOUSE_REORG,2019-01-24,Richard Stevens,,,2019-01-24
INV-MOV-00000416,MAT-00000735,PRJ-2021-00761,,RETURN,55,BOX,480.76,26441.8,SITE-C-WAREHOUSE-SEC-05,,BATCH-12BM770,DEFECTIVE,2020-04-06,Susan Khan MD,,,2020-04-06
INV-MOV-00000417,MAT-00000845,PRJ-2019-00801,GRN-2022-0000111,RECEIPT,174,KG,2791.21,485670.54,SITE-D-WAREHOUSE-SEC-01,,,RETURN_FROM_SITE,2024-12-10,Sherri Davis,,,2024-12-10
INV-MOV-00000418,MAT-00000604,PRJ-2020-00980,,ISSUE,-494,KG,2434.2,-1202494.8,SITE-D-WAREHOUSE-SEC-01,,,MAINTENANCE,2023-01-25,Bradley Beck,,,2023-01-25
INV-MOV-00000419,MAT-00000495,PRJ-2021-00947,,ISSUE,-472,SET,1483.88,-700391.36,SITE-B-WAREHOUSE-SEC-06,,,PROJECT_CONSUMPTION,2023-03-30,Amber Garrett,,,2023-03-30
INV-MOV-00000420,MAT-00000674,PRJ-2023-00615,,ISSUE,-165,KG,1386.7,-228805.5,SITE-E-WAREHOUSE-SEC-04,,,PROJECT_CONSUMPTION,2022-11-08,Nicole Patterson,,,2022-11-08
INV-MOV-00000421,MAT-00000987,PRJ-2022-00352,,WRITEOFF,-232,SQM,191.38,-44400.16,SITE-B-WAREHOUSE-SEC-02,,,OBSOLETE,2022-11-05,Brandon Lewis,Kevin Stone,,2022-11-05
INV-MOV-00000422,MAT-00000561,PRJ-2020-00882,,ISSUE,-378,NOS,835.54,-315834.12,SITE-E-WAREHOUSE-SEC-06,,BATCH-70BS051,PRODUCTION,2020-04-12,Benjamin Reyes,,,2020-04-12
INV-MOV-00000423,MAT-00000354,PRJ-2022-00944,,RETURN,364,KG,1461.95,532149.8,SITE-B-WAREHOUSE-SEC-05,,,WRONG_DELIVERY,2023-12-22,Ashley Edwards,,,2023-12-22
INV-MOV-00000424,MAT-00000361,PRJ-2021-00576,,ISSUE,-293,CUM,70.83,-20753.19,SITE-D-WAREHOUSE-SEC-06,,BATCH-42EH622,MAINTENANCE,2024-09-30,Lisa Martin,,,2024-09-30
INV-MOV-00000425,MAT-00000536,PRJ-2022-00110,GRN-2023-0000055,RECEIPT,75,NOS,31385.86,2353939.5,SITE-A-WAREHOUSE-SEC-02,,,TRANSFER_IN,2021-03-24,Daniel Goodman,,,2021-03-24
INV-MOV-00000426,MAT-00000860,PRJ-2020-00064,,RETURN,152,CUM,112.1,17039.2,SITE-B-WAREHOUSE-SEC-05,,,EXCESS_MATERIAL,2019-07-03,Lisa Ramos,,,2019-07-03
INV-MOV-00000427,MAT-00000692,PRJ-2019-00758,,ISSUE,-115,SET,370611.68,-42620343.2,SITE-E-WAREHOUSE-SEC-04,,,PRODUCTION,2020-09-18,Steven Taylor,,,2020-09-18
INV-MOV-00000428,MAT-00000681,PRJ-2023-00049,,ADJUSTMENT,199,NOS,33732.09,6712685.91,SITE-C-WAREHOUSE-SEC-05,,,STOCK_COUNT,2019-01-07,Nicholas Bell,Richard Wright,,2019-01-07
INV-MOV-00000429,MAT-00000800,PRJ-2020-00882,,ADJUSTMENT,425,NOS,499113.75,212123343.75,SITE-C-WAREHOUSE-SEC-05,,BATCH-13UM899,QUALITY_HOLD,2023-11-05,Todd Johnson,Sheri Harris,,2023-11-05
INV-MOV-00000430,MAT-00000302,PRJ-2022-00460,GRN-2020-0000077,RECEIPT,350,NOS,330610.26,115713591.0,SITE-B-WAREHOUSE-SEC-02,,BATCH-98PD364,PO_DELIVERY,2024-09-20,Rebecca Allen,,,2024-09-20
INV-MOV-00000431,MAT-00000570,PRJ-2023-00271,GRN-2021-0000867,RECEIPT,300,DRUM,2650.9,795270.0,SITE-C-WAREHOUSE-SEC-01,,,PO_DELIVERY,2021-08-27,David Little,,Month within.,2021-08-27
INV-MOV-00000432,MAT-00000951,PRJ-2019-00331,,ISSUE,-397,KG,1642.61,-652116.17,SITE-E-WAREHOUSE-SEC-06,,,PRODUCTION,2021-09-09,Dr. Bonnie Valencia,,,2021-09-09
INV-MOV-00000433,MAT-00000803,PRJ-2019-00725,,ISSUE,-113,KG,63.55,-7181.15,SITE-B-WAREHOUSE-SEC-05,,BATCH-96WE582,PRODUCTION,2019-09-16,Patricia Smith,,,2019-09-16
INV-MOV-00000434,MAT-00000095,PRJ-2022-00358,GRN-2025-0000680,RECEIPT,110,CUM,120.66,13272.6,SITE-C-WAREHOUSE-SEC-03,,BATCH-10DY430,TRANSFER_IN,2021-05-31,Dustin Marquez,,,2021-05-31
INV-MOV-00000435,MAT-00000575,PRJ-2019-00844,,TRANSFER,333,SQM,102.51,34135.83,SITE-C-WAREHOUSE-SEC-04,SITE-B-WAREHOUSE-SEC-06,BATCH-66IN618,SITE_TRANSFER,2023-11-15,Bradley Miller,,,2023-11-15
INV-MOV-00000436,MAT-00000329,PRJ-2022-00391,,ADJUSTMENT,484,NOS,60367.56,29217899.04,SITE-C-WAREHOUSE-SEC-05,,BATCH-32LO856,QUALITY_HOLD,2024-05-24,Marie Day,Jeffrey Ashley,,2024-05-24
INV-MOV-00000437,MAT-00000384,PRJ-2022-00527,,TRANSFER,229,SET,3361.05,769680.45,SITE-C-WAREHOUSE-SEC-06,SITE-B-WAREHOUSE-SEC-03,,SITE_TRANSFER,2023-02-12,David Middleton,,,2023-02-12
INV-MOV-00000438,MAT-00000792,PRJ-2019-00551,,ISSUE,-321,MT,785.59,-252174.39,SITE-A-WAREHOUSE-SEC-02,,,PRODUCTION,2024-11-18,Logan Brown,,,2024-11-18
INV-MOV-00000439,MAT-00000107,PRJ-2020-00211,,ISSUE,-360,LTR,3696.26,-1330653.6,SITE-D-WAREHOUSE-SEC-06,,,PROJECT_CONSUMPTION,2025-02-06,Mary Thompson,,Remain reduce.,2025-02-06
INV-MOV-00000440,MAT-00000735,PRJ-2023-00340,GRN-2024-0000056,RECEIPT,38,BOX,480.76,18268.88,SITE-B-WAREHOUSE-SEC-03,,,PO_DELIVERY,2023-02-06,Troy Mills,,,2023-02-06
INV-MOV-00000441,MAT-00000418,PRJ-2021-00398,,ISSUE,-208,HR,4245.95,-883157.6,SITE-D-WAREHOUSE-SEC-03,,,PRODUCTION,2019-07-19,Michelle Jackson,,Seek them run.,2019-07-19
INV-MOV-00000442,MAT-00000738,PRJ-2019-00634,GRN-2019-0000600,RECEIPT,382,SET,60065.35,22944963.7,SITE-A-WAREHOUSE-SEC-06,,BATCH-10HE564,TRANSFER_IN,2025-02-07,William Burton,,,2025-02-07
INV-MOV-00000443,MAT-00000806,PRJ-2019-00703,,ISSUE,-45,BBL,159.13,-7160.85,SITE-C-WAREHOUSE-SEC-04,,,PROJECT_CONSUMPTION,2022-07-22,Jorge Brown PhD,,,2022-07-22
INV-MOV-00000444,MAT-00000547,PRJ-2023-00226,GRN-2021-0000816,RECEIPT,201,SET,18221.28,3662477.28,SITE-E-WAREHOUSE-SEC-03,,BATCH-25KR241,TRANSFER_IN,2024-03-14,Crystal Hicks,,,2024-03-14
INV-MOV-00000445,MAT-00000981,PRJ-2023-00973,GRN-2020-0000569,RECEIPT,448,SQM,151.18,67728.64,SITE-B-WAREHOUSE-SEC-01,,,RETURN_FROM_SITE,2019-01-03,Scott Sanchez,,,2019-01-03
INV-MOV-00000446,MAT-00000970,PRJ-2021-00088,,ISSUE,-384,BAG,485.98,-186616.32,SITE-C-WAREHOUSE-SEC-02,,,PROJECT_CONSUMPTION,2022-11-27,James Hernandez,,,2022-11-27
INV-MOV-00000447,MAT-00000227,PRJ-2022-00632,,TRANSFER,100,RM,737.2,73720.0,SITE-E-WAREHOUSE-SEC-01,SITE-D-WAREHOUSE-SEC-06,BATCH-08PA635,SITE_TRANSFER,2023-02-07,Erica Mckenzie,,,2023-02-07
