item_id,contract_id,boq_reference,boq_section,line_number,material_id,description,unit_of_measure,quantity,unit_rate,amount,qty_executed,executed_pct,milestone_flag,milestone_description,item_status,variation_ref,retention_applicable,notes,created_date
CTR-2023-000894-BOQ-0767,CTR-2023-000894,10.10.3,Painting & Coatings,3,MAT-00000654,Turn surface listen recently continue.,JOINT,666,1586.8,1056808.8,224,33.6,False,,ACTIVE,,True,,2023-03-25
CTR-2020-000586-BOQ-0768,CTR-2020-000586,5.2.1,Electrical Works,1,MAT-00000564,Congress great here Democrat.,NOS,138,80098.88,11053645.44,75,54.3,False,,ACTIVE,,True,,2023-10-12
CTR-2020-000586-BOQ-0769,CTR-2020-000586,5.8.2,Electrical Works,2,MAT-00000462,Imagine seven fire letter mind.,PKT,443,433.75,192151.25,411,92.8,False,,ACTIVE,VO-029,True,,2023-01-10
CTR-2020-000586-BOQ-0770,CTR-2020-000586,5.2.3,Electrical Works,3,MAT-00000924,Several relate news American foreign break exist.,CUM,302,204.47,61749.94,262,86.8,False,,ACTIVE,,True,,2023-01-15
CTR-2022-000040-BOQ-0771,CTR-2022-000040,6.6.1,Steel Structures,1,MAT-00000202,Save reach subject difficult imagine world into task.,SET,257,27891.52,7168120.64,140,54.5,False,,ACTIVE,,False,,2021-12-05
CTR-2022-000040-BOQ-0772,CTR-2022-000040,6.5.2,Steel Structures,2,MAT-00000009,Voice happen actually purpose public how mission.,BAG,289,420.27,121458.03,206,71.3,False,,REVISED,,True,,2020-09-03
CTR-2022-000040-BOQ-0773,CTR-2022-000040,6.7.3,Steel Structures,3,MAT-00000887,Budget house reason within.,NOS,234,794.74,185969.16,191,81.6,False,,ACTIVE,,True,,2024-03-04
CTR-2022-000040-BOQ-0774,CTR-2022-000040,6.2.4,Steel Structures,4,MAT-00000349,Ask window full organization.,MT,321,133.43,42831.03,219,68.2,False,,ACTIVE,,True,,2023-03-15
CTR-2022-000040-BOQ-0775,CTR-2022-000040,6.10.5,Steel Structures,5,MAT-00000143,Order series song wall green project wear would.,DAY,895,4279.6,3830242.0,755,84.4,True,But study rise everything require.,REVISED,,True,,2023-07-11
CTR-2022-000040-BOQ-0776,CTR-2022-000040,6.9.6,Steel Structures,6,MAT-00000782,Everything should blue economy market pick care.,SQM,307,105.95,32526.65,11,3.6,False,,ACTIVE,,False,,2023-05-21
CTR-2022-000040-BOQ-0777,CTR-2022-000040,6.4.7,Steel Structures,7,MAT-00000391,Scene store marriage ago.,MT,972,94.09,91455.48,547,56.3,False,,ACTIVE,,False,,2022-06-01
CTR-2022-000040-BOQ-0778,CTR-2022-000040,6.3.8,Steel Structures,8,MAT-00000096,Set produce mind man.,SET,107,100925.46,10799024.22,22,20.6,True,Him quickly check perform.,ACTIVE,,True,Dark product make energy gas teacher national.,2023-04-30
CTR-2022-000040-BOQ-0779,CTR-2022-000040,6.4.9,Steel Structures,9,MAT-00000291,Fire heavy least allow news team field.,SET,239,79780.47,19067532.33,134,56.1,True,Wrong they budget.,ACTIVE,,True,,2023-08-10
CTR-2024-000401-BOQ-0780,CTR-2024-000401,3.7.1,Earthworks,1,MAT-00000550,Man care resource maintain.,JOINT,490,964.83,472766.7,199,40.6,False,,DELETED,,True,,2024-04-28
CTR-2024-000401-BOQ-0781,CTR-2024-000401,3.10.2,Earthworks,2,MAT-00000163,Notice make network much.,NOS,589,17682.6,10415051.4,207,35.1,False,,ACTIVE,,True,,2019-09-20
CTR-2024-000401-BOQ-0782,CTR-2024-000401,3.7.3,Earthworks,3,MAT-00000845,Live take media hot manager wife pay.,KG,620,3864.54,2396014.8,538,86.8,False,,ACTIVE,,True,Short expect article opportunity campaign hand.,2020-01-09
CTR-2023-000295-BOQ-0783,CTR-2023-000295,6.5.1,Piping,1,MAT-00000718,Agree through game best generation group goal product.,SET,401,42220.99,16930616.99,89,22.2,False,,ACTIVE,,True,,2021-01-21
CTR-2023-000295-BOQ-0784,CTR-2023-000295,6.10.2,Piping,2,MAT-00000716,Doctor fine be read than.,JOINT,98,2070.35,202894.3,5,5.1,False,,DELETED,,True,,2019-10-01
CTR-2023-000295-BOQ-0785,CTR-2023-000295,6.4.3,Piping,3,MAT-00000715,Front after for leave.,LTR,931,35.34,32901.54,780,83.8,False,,ON_HOLD,VO-007,True,,2023-08-07
CTR-2023-000295-BOQ-0786,CTR-2023-000295,6.3.4,Piping,4,MAT-00000462,Nothing top entire receive onto worry.,PKT,259,387.95,100479.05,22,8.5,False,,ACTIVE,,False,,2023-06-24
CTR-2023-000295-BOQ-0787,CTR-2023-000295,6.4.5,Piping,5,MAT-00000877,From me share fund pass.,SET,407,73385.54,29867914.78,128,31.4,True,Now follow best major real.,ON_HOLD,,False,,2019-10-07
CTR-2023-000295-BOQ-0788,CTR-2023-000295,6.9.6,Piping,6,MAT-00000085,Degree enter father of source person when.,DRUM,673,1432.45,964038.85,448,66.6,True,Wide cut player wind away.,REVISED,,True,Behind front attack song little decide somebody prepare.,2020-02-16
CTR-2023-000295-BOQ-0789,CTR-2023-000295,6.5.7,Piping,7,MAT-00000182,Measure feel professional finish increase.,JOINT,128,2000.17,256021.76,100,78.1,False,,ACTIVE,VO-018,True,,2021-06-06
CTR-2023-000295-BOQ-0790,CTR-2023-000295,6.1.8,Piping,8,MAT-00000732,Person law shake Congress affect.,KG,915,2509.57,2296256.55,221,24.2,False,,ACTIVE,,True,,2020-02-26
CTR-2023-000295-BOQ-0791,CTR-2023-000295,6.5.9,Piping,9,MAT-00000400,Speak table trade various risk art customer.,NOS,455,38872.61,17687037.55,2,0.4,True,Television officer defense while score level.,ACTIVE,,True,,2021-03-30
CTR-2023-000295-BOQ-0792,CTR-2023-000295,6.1.10,Piping,10,MAT-00000094,Challenge character rate feel itself five store.,NOS,432,315934.39,136483656.48,7,1.6,False,,ACTIVE,,True,,2020-11-18
CTR-2023-000295-BOQ-0793,CTR-2023-000295,6.3.11,Piping,11,MAT-00000742,Plant suffer environment expert.,RM,46,1454.23,66894.58,6,13.0,False,,ACTIVE,,True,,2023-06-07
CTR-2024-000962-BOQ-0794,CTR-2024-000962,4.2.1,Earthworks,1,MAT-00000219,Either over image box.,SQM,366,122.28,44754.48,7,1.9,False,,ACTIVE,,True,Agree someone financial magazine yard.,2022-02-14
CTR-2024-000962-BOQ-0795,CTR-2024-000962,4.10.2,Earthworks,2,MAT-00000666,Positive already city carry election sound.,KG,378,1829.12,691407.36,111,29.4,False,,REVISED,,False,,2020-12-03
CTR-2024-000962-BOQ-0796,CTR-2024-000962,4.2.3,Earthworks,3,MAT-00000258,Compare system white magazine after teacher base.,GAL,615,141.5,87022.5,397,64.6,False,,ON_HOLD,,True,,2022-07-26
CTR-2024-000962-BOQ-0797,CTR-2024-000962,4.8.4,Earthworks,4,MAT-00000872,Fear as western to public though however style.,NOS,70,2139.33,149753.1,57,81.4,False,,ACTIVE,,True,,2021-08-10
CTR-2024-000962-BOQ-0798,CTR-2024-000962,4.10.5,Earthworks,5,MAT-00000022,Door number matter building.,BBL,778,207.33,161302.74,316,40.6,False,,ACTIVE,,True,,2024-08-04
CTR-2024-000962-BOQ-0799,CTR-2024-000962,4.4.6,Earthworks,6,MAT-00000304,Wear use edge this draw business southern forget.,NOS,156,37317.78,5821573.68,9,5.8,False,,ACTIVE,,True,,2020-07-03
CTR-2024-000962-BOQ-0800,CTR-2024-000962,4.6.7,Earthworks,7,MAT-00000285,Say south season very design blood degree ever.,NOS,660,1595.41,1052970.6,40,6.1,False,,ON_HOLD,,True,Effect operation make hear we first.,2022-09-18
CTR-2024-000351-BOQ-0801,CTR-2024-000351,9.4.1,Steel Structures,1,MAT-00000056,Little east everyone six certain little.,NOS,821,41743.38,34271314.98,736,89.6,False,,DELETED,,True,,2019-09-22
CTR-2024-000351-BOQ-0802,CTR-2024-000351,9.8.2,Steel Structures,2,MAT-00000891,Start again whom paper success production.,BAG,72,132.75,9558.0,6,8.3,False,,ACTIVE,,True,,2021-04-17
CTR-2024-000351-BOQ-0803,CTR-2024-000351,9.9.3,Steel Structures,3,MAT-00000242,Real small dream.,RM,81,147.02,11908.62,59,72.8,False,,ACTIVE,,True,,2022-03-14
CTR-2024-000351-BOQ-0804,CTR-2024-000351,9.8.4,Steel Structures,4,MAT-00000591,His police red total rate movement door.,CUM,991,429.23,425366.93,278,28.1,False,,ACTIVE,,True,,2024-04-12
CTR-2020-000452-BOQ-0805,CTR-2020-000452,10.7.1,Painting & Coatings,1,MAT-00000753,View series father teacher.,NOS,779,1190.35,927282.65,493,63.3,True,Home travel hotel within eight.,ACTIVE,,False,,2020-09-17
CTR-2020-000452-BOQ-0806,CTR-2020-000452,10.3.2,Painting & Coatings,2,MAT-00000567,Trouble place these short.,SET,264,26286.47,6939628.08,156,59.1,False,,ACTIVE,,True,,2024-04-06
CTR-2020-000452-BOQ-0807,CTR-2020-000452,10.3.3,Painting & Coatings,3,MAT-00000201,Smile ever bag single man say.,DRUM,939,2886.03,2709982.17,13,1.4,False,,ACTIVE,,True,,2023-06-05
CTR-2020-000452-BOQ-0808,CTR-2020-000452,10.6.4,Painting & Coatings,4,MAT-00000994,Response theory star station recognize media.,SET,394,4341.06,1710377.64,328,83.2,False,,ACTIVE,,False,,2020-10-27
CTR-2020-000452-BOQ-0809,CTR-2020-000452,10.7.5,Painting & Coatings,5,MAT-00000199,Inside role natural force receive seven.,NOS,981,2173.51,2132213.31,935,95.3,False,,ACTIVE,,True,,2019-08-25
CTR-2020-000452-BOQ-0810,CTR-2020-000452,10.7.6,Painting & Coatings,6,MAT-00000667,Picture social carry husband.,SET,949,1084.36,1029057.64,252,26.6,False,,ACTIVE,,True,,2020-08-28
CTR-2020-000452-BOQ-0811,CTR-2020-000452,10.10.7,Painting & Coatings,7,MAT-00000268,Figure office book economic require should power candidate.,NOS,467,235146.55,109813438.85,75,16.1,False,,ACTIVE,,False,Rate society floor long same end reach step.,2020-01-14
CTR-2019-000660-BOQ-0812,CTR-2019-000660,7.10.1,Instrumentation,1,MAT-00000724,Cup increase consider then war.,NOS,998,69267.67,69129134.66,530,53.1,False,,DELETED,,True,,2024-08-12
CTR-2019-000660-BOQ-0813,CTR-2019-000660,7.9.2,Instrumentation,2,MAT-00000991,Difference way type positive phone trade wind.,NOS,675,48674.75,32855456.25,600,88.9,False,,ACTIVE,,False,Energy system anyone peace outside.,2022-11-11
CTR-2019-000660-BOQ-0814,CTR-2019-000660,7.3.3,Instrumentation,3,MAT-00000834,Become happy water bring.,SET,276,59370.27,16386194.52,203,73.6,False,,ACTIVE,,True,Itself turn law purpose budget require course.,2023-09-08
CTR-2019-000660-BOQ-0815,CTR-2019-000660,7.7.4,Instrumentation,4,MAT-00000538,Explain management candidate task outside.,CUM,671,99.13,66516.23,441,65.7,False,,ACTIVE,,True,,2020-03-27
CTR-2019-000660-BOQ-0816,CTR-2019-000660,7.10.5,Instrumentation,5,MAT-00000462,Face energy pay.,PKT,834,389.13,324534.42,205,24.6,True,Risk country Congress society.,ACTIVE,,True,,2023-08-02
CTR-2019-000660-BOQ-0817,CTR-2019-000660,7.10.6,Instrumentation,6,MAT-00000452,The window huge defense.,NOS,112,72219.62,8088597.44,21,18.8,True,Hard range leader action.,ACTIVE,,True,Remain save eight believe arrive four.,2021-08-19
CTR-2019-000660-BOQ-0818,CTR-2019-000660,7.8.7,Instrumentation,7,MAT-00000490,Remember special accept mean herself within provide car.,BAG,689,176.17,121381.13,9,1.3,True,Likely great paper provide.,REVISED,VO-038,False,American conference college manage fund life bed.,2021-05-14
CTR-2019-000660-BOQ-0819,CTR-2019-000660,7.1.8,Instrumentation,8,MAT-00000535,Item employee finish without material wind exactly.,BOX,385,136.58,52583.3,136,35.3,False,,ACTIVE,,True,,2022-11-06
CTR-2019-000660-BOQ-0820,CTR-2019-000660,7.4.9,Instrumentation,9,MAT-00000323,Unit executive theory party seven enough.,CUM,964,415.91,400937.24,408,42.3,False,,ACTIVE,,True,,2024-02-15
CTR-2019-000660-BOQ-0821,CTR-2019-000660,7.7.10,Instrumentation,10,MAT-00000892,Table price sometimes apply chance discover along.,CUM,743,303.62,225589.66,142,19.1,True,Job close say man wear.,ACTIVE,,False,,2021-10-15
CTR-2019-000660-BOQ-0822,CTR-2019-000660,7.8.11,Instrumentation,11,MAT-00000378,Clear level break time manager.,NOS,634,38126.58,24172251.72,486,76.7,False,,ACTIVE,VO-041,False,,2019-03-10
CTR-2019-000660-BOQ-0823,CTR-2019-000660,7.6.12,Instrumentation,12,MAT-00000649,Ground remember magazine manage suffer term.,CUM,895,142.45,127492.75,826,92.3,False,,ACTIVE,,True,,2019-11-30
CTR-2022-000357-BOQ-0824,CTR-2022-000357,11.2.1,Piping,1,MAT-00000878,Glass data exist strong.,DRUM,752,271.04,203822.08,621,82.6,False,,ACTIVE,,True,,2024-08-28
CTR-2022-000357-BOQ-0825,CTR-2022-000357,11.3.2,Piping,2,MAT-00000033,State none production defense your above short.,KG,510,300.85,153433.5,154,30.2,False,,ON_HOLD,,True,,2020-04-18
CTR-2022-000357-BOQ-0826,CTR-2022-000357,11.9.3,Piping,3,MAT-00000494,Indicate baby should quality.,RM,247,22.03,5441.41,43,17.4,False,,ACTIVE,VO-028,False,Ago race quite hour opportunity week.,2022-08-30
CTR-2022-000357-BOQ-0827,CTR-2022-000357,11.7.4,Piping,4,MAT-00000925,Child ball store process law western.,SET,785,14776.98,11599929.3,736,93.8,False,,ACTIVE,,True,,2024-12-29
CTR-2022-000357-BOQ-0828,CTR-2022-000357,11.8.5,Piping,5,MAT-00000649,Price forget analysis performance laugh water yourself trade.,CUM,93,211.54,19673.22,42,45.2,False,,ON_HOLD,,True,,2023-03-25
CTR-2022-000357-BOQ-0829,CTR-2022-000357,11.7.6,Piping,6,MAT-00000933,Can tell soon executive sometimes season natural.,SET,670,31266.37,20948467.9,575,85.8,False,,ACTIVE,,True,,2020-04-01
CTR-2022-000357-BOQ-0830,CTR-2022-000357,11.6.7,Piping,7,MAT-00000092,High human concern whole tend become system clear.,NOS,759,21800.58,16546640.22,192,25.3,False,,ACTIVE,,False,,2019-01-07
CTR-2023-000319-BOQ-0831,CTR-2023-000319,9.7.1,Insulation,1,MAT-00000195,Expect sell pressure building make it.,KG,434,2428.54,1053986.36,186,42.9,False,,ON_HOLD,,True,,2020-03-12
CTR-2024-000405-BOQ-0832,CTR-2024-000405,8.3.1,Painting & Coatings,1,MAT-00000324,Tough page grow benefit happen.,KG,836,5104.92,4267713.12,224,26.8,False,,ACTIVE,,True,,2019-05-21
CTR-2021-000614-BOQ-0833,CTR-2021-000614,9.2.1,Mechanical Works,1,MAT-00000706,Majority those live none institution.,SET,281,24095.27,6770770.87,244,86.8,False,,ACTIVE,,False,Specific pass its international American game.,2022-09-26
CTR-2021-000614-BOQ-0834,CTR-2021-000614,9.4.2,Mechanical Works,2,MAT-00000157,Put positive require us money positive base.,NOS,869,39573.61,34389467.09,829,95.4,False,,ACTIVE,,False,,2023-05-24
CTR-2021-000614-BOQ-0835,CTR-2021-000614,9.3.3,Mechanical Works,3,MAT-00000307,Join trade local chance campaign total success.,NOS,23,290590.27,6683576.21,10,43.5,False,,ACTIVE,,True,Into notice necessary true message member including.,2022-03-05
CTR-2021-000614-BOQ-0836,CTR-2021-000614,9.4.4,Mechanical Works,4,MAT-00000290,Administration scientist leg skill successful and indicate.,SET,718,512447.99,367937656.82,403,56.1,True,Produce nothing effect effort bank.,ACTIVE,,False,Finish right serious last space.,2022-05-30
CTR-2021-000614-BOQ-0837,CTR-2021-000614,9.3.5,Mechanical Works,5,MAT-00000469,Whom the cost continue section page.,MT,592,846.7,501246.4,494,83.4,False,,ACTIVE,,False,,2019-02-07
CTR-2021-000614-BOQ-0838,CTR-2021-000614,9.10.6,Mechanical Works,6,MAT-00000371,Its adult house actually.,NOS,105,2394.67,251440.35,18,17.1,False,,ON_HOLD,,True,Least if price season rise field spend.,2022-12-27
CTR-2020-000998-BOQ-0839,CTR-2020-000998,1.9.1,Concrete Works,1,MAT-00000121,Guess purpose real house few by add born.,JOINT,666,1028.57,685027.62,444,66.7,False,,ACTIVE,,True,,2024-06-24
CTR-2020-000998-BOQ-0840,CTR-2020-000998,1.10.2,Concrete Works,2,MAT-00000310,Receive could agree.,NOS,978,27655.51,27047088.78,763,78.0,False,,ACTIVE,,True,,2023-04-15
CTR-2020-000998-BOQ-0841,CTR-2020-000998,1.8.3,Concrete Works,3,MAT-00000282,Show challenge instead bring total.,NOS,377,82266.77,31014572.29,59,15.6,True,Possible power job personal so course.,ACTIVE,,True,White likely teacher one cut notice.,2024-05-18
CTR-2020-000998-BOQ-0842,CTR-2020-000998,1.2.4,Concrete Works,4,MAT-00000281,Anything account piece require woman support.,SET,814,51970.68,42304133.52,393,48.3,False,,ACTIVE,,True,Other never fact maintain main opportunity particularly question.,2019-09-18
CTR-2020-000998-BOQ-0843,CTR-2020-000998,1.9.5,Concrete Works,5,MAT-00000731,Threat bring performance position large job.,NOS,190,37470.18,7119334.2,179,94.2,True,Discussion art affect office network environmental.,ACTIVE,,False,,2024-10-26
CTR-2020-000998-BOQ-0844,CTR-2020-000998,1.10.6,Concrete Works,6,MAT-00000858,Explain court gas discussion.,NOS,552,271.63,149939.76,127,23.0,False,,ACTIVE,,True,,2021-01-07
CTR-2020-000998-BOQ-0845,CTR-2020-000998,1.9.7,Concrete Works,7,MAT-00000006,Capital fall represent where strategy pull same.,NOS,458,17111.32,7836984.56,62,13.5,True,Onto rate two table.,ACTIVE,,True,,2019-05-24
CTR-2020-000998-BOQ-0846,CTR-2020-000998,1.2.8,Concrete Works,8,MAT-00000087,Son suddenly perform executive see project can.,RM,519,84015.62,43604106.78,175,33.7,False,,ON_HOLD,VO-020,True,,2022-04-16
CTR-2020-000675-BOQ-0847,CTR-2020-000675,3.8.1,Piping,1,MAT-00000591,Choose man soldier wall management.,CUM,712,364.38,259438.56,360,50.6,False,,ACTIVE,,True,Decide another adult thing ground.,2019-05-31
CTR-2020-000675-BOQ-0848,CTR-2020-000675,3.3.2,Piping,2,MAT-00000193,Company teacher me southern.,RM,307,315.75,96935.25,110,35.8,False,,ACTIVE,,True,,2023-09-25
CTR-2020-000675-BOQ-0849,CTR-2020-000675,3.9.3,Piping,3,MAT-00000077,Issue pay building difference election future.,LTR,262,3824.04,1001898.48,83,31.7,False,,ACTIVE,,True,,2021-04-14
CTR-2020-000675-BOQ-0850,CTR-2020-000675,3.5.4,Piping,4,MAT-00000073,Show show news to table them.,DRUM,649,4318.83,2802920.67,197,30.4,False,,ACTIVE,,True,,2020-09-20
CTR-2020-000675-BOQ-0851,CTR-2020-000675,3.7.5,Piping,5,MAT-00000324,Prove relationship unit just lead success book black.,KG,389,3188.7,1240404.3,309,79.4,False,,ACTIVE,,True,,2022-09-11
CTR-2020-000675-BOQ-0852,CTR-2020-000675,3.2.6,Piping,6,MAT-00000656,That treat church factor.,MT,372,2382.7,886364.4,139,37.4,True,Participant teach big none medical cold.,REVISED,,True,,2021-06-29
CTR-2020-000675-BOQ-0853,CTR-2020-000675,3.2.7,Piping,7,MAT-00000388,Seven marriage that child hair standard.,MONTH,802,13751.39,11028614.78,179,22.3,False,,DELETED,,False,Summer keep indeed shoulder.,2022-11-30
CTR-2020-000675-BOQ-0854,CTR-2020-000675,3.10.8,Piping,8,MAT-00000718,Strong list expert commercial entire.,SET,887,35606.57,31583027.59,277,31.2,False,,DELETED,,False,,2022-11-14
CTR-2020-000675-BOQ-0855,CTR-2020-000675,3.9.9,Piping,9,MAT-00000826,Guess professor charge send instead direction.,CUM,565,154.71,87411.15,412,72.9,False,,ACTIVE,VO-033,False,,2020-08-07
CTR-2024-000388-BOQ-0856,CTR-2024-000388,5.6.1,Commissioning,1,MAT-00000055,Including important learn system some gun.,MONTH,725,2542.53,1843334.25,694,95.7,False,,ACTIVE,,False,,2024-08-19
CTR-2024-000388-BOQ-0857,CTR-2024-000388,5.5.2,Commissioning,2,MAT-00000294,Kind show response.,NOS,976,1902.9,1857230.4,964,98.8,False,,ON_HOLD,,True,Want be fire word clearly article service.,2022-06-05
CTR-2024-000388-BOQ-0858,CTR-2024-000388,5.6.3,Commissioning,3,MAT-00000417,Win information though red them return finish.,NOS,866,4162.28,3604534.48,81,9.4,True,Total around place.,ACTIVE,VO-037,True,,2024-07-11
CTR-2024-000388-BOQ-0859,CTR-2024-000388,5.1.4,Commissioning,4,MAT-00000828,Account evidence month turn record land.,RM,986,74002.8,72966760.8,693,70.3,False,,ACTIVE,,True,,2024-12-20
CTR-2024-000388-BOQ-0860,CTR-2024-000388,5.2.5,Commissioning,5,MAT-00000715,Thought person peace kind generation.,LTR,416,26.84,11165.44,97,23.3,False,,ACTIVE,,False,,2021-09-27
CTR-2024-000388-BOQ-0861,CTR-2024-000388,5.9.6,Commissioning,6,MAT-00000757,Simple thing base Mr hope rest.,NOS,701,1256.57,880855.57,621,88.6,False,,ACTIVE,,False,,2020-12-17
CTR-2024-000388-BOQ-0862,CTR-2024-000388,5.6.7,Commissioning,7,MAT-00000077,Minute must degree memory.,LTR,860,3547.43,3050789.8,361,42.0,False,,ACTIVE,,True,,2021-10-20
CTR-2024-000388-BOQ-0863,CTR-2024-000388,5.9.8,Commissioning,8,MAT-00000852,Miss serious civil agreement someone.,NOS,872,2567.37,2238746.64,120,13.8,False,,ACTIVE,,True,,2023-06-01
CTR-2024-000388-BOQ-0864,CTR-2024-000388,5.5.9,Commissioning,9,MAT-00000223,Else strategy fight institution measure rule success employee.,CUM,952,164.32,156432.64,658,69.1,False,,DELETED,,False,,2019-08-24
CTR-2024-000388-BOQ-0865,CTR-2024-000388,5.1.10,Commissioning,10,MAT-00000365,Great answer prepare by fear say law.,NOS,631,2217.1,1398990.1,305,48.3,False,,ACTIVE,,True,,2020-02-20
CTR-2020-000442-BOQ-0866,CTR-2020-000442,2.9.1,Steel Structures,1,MAT-00000542,South writer not thus physical.,KG,921,1919.83,1768163.43,126,13.7,False,,ACTIVE,,True,,2023-03-14
CTR-2020-000442-BOQ-0867,CTR-2020-000442,2.6.2,Steel Structures,2,MAT-00000307,Suddenly doctor federal project spring of cause.,NOS,439,339437.26,149012957.14,274,62.4,False,,ACTIVE,,False,,2022-12-19
CTR-2020-000442-BOQ-0868,CTR-2020-000442,2.7.3,Steel Structures,3,MAT-00000766,Mind easy foreign old state guess.,NOS,6,29311.65,175869.9,6,100.0,False,,ACTIVE,,True,,2022-09-18
CTR-2020-000442-BOQ-0869,CTR-2020-000442,2.1.4,Steel Structures,4,MAT-00000923,Chair international include begin.,NOS,165,217036.57,35811034.05,122,73.9,False,,ON_HOLD,,True,,2020-06-05
CTR-2020-000442-BOQ-0870,CTR-2020-000442,2.7.5,Steel Structures,5,MAT-00000333,Next single the once PM you ready way.,BBL,514,22.85,11744.9,398,77.4,True,Thousand live land hard moment.,ON_HOLD,,True,,2019-02-25
CTR-2020-000442-BOQ-0871,CTR-2020-000442,2.4.6,Steel Structures,6,MAT-00000786,Statement certain camera represent can relate.,MT,54,1031.0,55674.0,21,38.9,False,,ACTIVE,VO-031,True,,2023-10-23
CTR-2020-000442-BOQ-0872,CTR-2020-000442,2.10.7,Steel Structures,7,MAT-00000254,Brother defense list second want hard weight.,JOINT,157,1952.38,306523.66,47,29.9,False,,REVISED,,False,,2023-10-24
CTR-2020-000442-BOQ-0873,CTR-2020-000442,2.8.8,Steel Structures,8,MAT-00000204,System book hard face mission brother figure hear.,MT,724,2602.82,1884441.68,105,14.5,False,,ACTIVE,,False,,2020-09-01
CTR-2022-000235-BOQ-0874,CTR-2022-000235,7.5.1,Concrete Works,1,MAT-00000040,View figure exist.,MT,197,2370.21,466931.37,109,55.3,True,Magazine social central operation.,ACTIVE,,True,,2021-08-05
CTR-2022-000235-BOQ-0875,CTR-2022-000235,7.6.2,Concrete Works,2,MAT-00000228,Standard major business give.,CUM,437,122.88,53698.56,261,59.7,False,,ACTIVE,,True,,2023-09-09
CTR-2020-000253-BOQ-0876,CTR-2020-000253,3.1.1,General Requirements,1,MAT-00000042,Individual of not.,LTR,54,650.81,35143.74,20,37.0,False,,ACTIVE,,True,,2024-07-05
CTR-2020-000253-BOQ-0877,CTR-2020-000253,3.6.2,General Requirements,2,MAT-00000373,Sit little result paper seven measure.,CUM,312,102.19,31883.28,6,1.9,False,,REVISED,,True,,2024-12-06
CTR-2020-000253-BOQ-0878,CTR-2020-000253,3.6.3,General Requirements,3,MAT-00000620,Seven project chance road become person perhaps.,NOS,244,57696.53,14077953.32,53,21.7,False,,ACTIVE,,True,,2019-06-18
CTR-2020-000253-BOQ-0879,CTR-2020-000253,3.4.4,General Requirements,4,MAT-00000601,Position tend religious occur someone.,RM,198,2512.49,497473.02,25,12.6,True,Do house must when three.,ACTIVE,,False,,2021-04-07
CTR-2020-000253-BOQ-0880,CTR-2020-000253,3.3.5,General Requirements,5,MAT-00000547,Night buy nice court peace.,SET,45,17796.71,800851.95,26,57.8,False,,ACTIVE,,False,,2022-11-23
CTR-2020-000253-BOQ-0881,CTR-2020-000253,3.6.6,General Requirements,6,MAT-00000917,Serious whatever miss seek me affect probably.,JOINT,460,488.64,224774.4,60,13.0,False,,ACTIVE,,False,,2019-03-31
CTR-2020-000171-BOQ-0882,CTR-2020-000171,12.3.1,Mechanical Works,1,MAT-00000991,Be move fly open man value.,NOS,297,31518.71,9361056.87,289,97.3,True,Conference affect skill early relationship thought.,ON_HOLD,,False,,2024-12-20
CTR-2020-000171-BOQ-0883,CTR-2020-000171,12.9.2,Mechanical Works,2,MAT-00000892,Join increase teacher fish either boy.,CUM,995,204.76,203736.2,448,45.0,False,,ACTIVE,,True,,2021-01-23
CTR-2020-000171-BOQ-0884,CTR-2020-000171,12.3.3,Mechanical Works,3,MAT-00000004,My experience consumer shoulder.,CUM,586,372.56,218320.16,9,1.5,False,,REVISED,,False,,2022-05-27
CTR-2020-000171-BOQ-0885,CTR-2020-000171,12.4.4,Mechanical Works,4,MAT-00000873,Which consider require fear better central throw election.,KG,304,3088.76,938983.04,282,92.8,True,Fill imagine college.,ACTIVE,,True,,2022-02-11
CTR-2020-000171-BOQ-0886,CTR-2020-000171,12.3.5,Mechanical Works,5,MAT-00000950,Appear dream others door.,MT,277,4017.74,1112913.98,26,9.4,False,,ACTIVE,,True,Sell his boy art let imagine machine.,2022-11-24
CTR-2020-000171-BOQ-0887,CTR-2020-000171,12.10.6,Mechanical Works,6,MAT-00000648,Plant trial affect never only big.,SQM,996,130.38,129858.48,85,8.5,False,,DELETED,,True,,2022-04-22
CTR-2020-000171-BOQ-0888,CTR-2020-000171,12.1.7,Mechanical Works,7,MAT-00000333,Prepare by nothing land suffer matter situation.,BBL,641,23.78,15242.98,364,56.8,False,,ON_HOLD,,False,,2020-03-11
CTR-2020-000171-BOQ-0889,CTR-2020-000171,12.7.8,Mechanical Works,8,MAT-00000740,Health world site Mr.,NOS,969,5136.2,4976977.8,890,91.8,False,,ACTIVE,,True,,2021-04-15
CTR-2020-000171-BOQ-0890,CTR-2020-000171,12.7.9,Mechanical Works,9,MAT-00000596,Which new among spend which per.,SET,160,18786.99,3005918.4,111,69.4,False,,ON_HOLD,VO-012,True,,2020-12-22
CTR-2020-000171-BOQ-0891,CTR-2020-000171,12.10.10,Mechanical Works,10,MAT-00000194,A value lot our.,NOS,503,167997.66,84502822.98,92,18.3,False,,ACTIVE,,True,,2021-02-08
CTR-2021-000072-BOQ-0892,CTR-2021-000072,7.8.1,Earthworks,1,MAT-00000252,School none feel house.,NOS,931,2725.39,2537338.09,412,44.3,True,Yourself successful defense subject example.,ACTIVE,,False,,2023-03-28
