transaction_id,project_id,vendor_id,po_id,contract_id,invoice_id,wbs_code,cost_type,cost_status,budget_amount,actual_amount,variance,currency,transaction_date,posting_date,fiscal_period,change_order_flag,change_order_ref,description,created_date
TXN-2020-00000757,PRJ-2021-00664,VND-000289,,CTR-2021-000193,INV-2020-0000072,3.04,LABOUR,POSTED,76113.19,66352.52,-9760.67,EUR,2020-08-06,2020-08-06,2020-11,False,,Beyond meet skill song.,2020-08-06
TXN-2019-00000758,PRJ-2019-00742,VND-000540,PO-2020-0000394,,INV-2020-0000022,1.05,SUBCONTRACT,POSTED,47918.37,40971.06,-6947.31,EUR,2019-01-07,2019-01-07,2019-11,False,,Recent religious claim who accept before.,2019-01-07
TXN-2020-00000759,PRJ-2021-00255,VND-000789,,CTR-2023-000109,INV-2025-0000556,1.01,LABOUR,POSTED,10021.25,11705.48,1684.23,SAR,2020-06-22,2020-06-22,2020-02,False,,Likely outside because.,2020-06-22
TXN-2022-00000760,PRJ-2019-00778,VND-000577,PO-2019-0000250,,,5.03,OVERHEAD,FORECAST,103825.29,85960.88,-17864.41,SAR,2022-12-21,,2022-09,False,,Develop bag also his.,2022-12-21
TXN-2025-00000761,PRJ-2023-00046,VND-000106,PO-2020-0000230,,,7.02,LABOUR,ACCRUED,15314.31,12435.23,-2879.08,USD,2025-08-07,,2025-06,False,,Pass minute represent our watch.,2025-08-07
TXN-2020-00000762,PRJ-2022-00944,VND-000901,PO-2021-0000113,,,2.04,SUBCONTRACT,COMMITTED,43608.82,39782.64,-3826.18,SAR,2020-05-24,,2020-10,False,,Policy keep cut prevent.,2020-05-24
TXN-2021-00000763,PRJ-2024-00946,VND-000947,PO-2019-0000343,,,3.02,FREIGHT,FORECAST,1689810.26,1858463.03,168652.77,USD,2021-12-14,,2021-11,False,,Experience almost outside middle discuss college.,2021-12-14
TXN-2023-00000764,PRJ-2019-00838,VND-000294,,CTR-2021-000831,INV-2020-0000929,8.03,LABOUR,POSTED,31442.32,36336.42,4894.1,USD,2023-02-09,2023-02-09,2023-03,False,,Growth pretty wish.,2023-02-09
TXN-2020-00000765,PRJ-2023-00328,VND-000152,PO-2023-0000438,,INV-2024-0000983,8.01,SUBCONTRACT,POSTED,203599.48,236858.24,33258.76,SAR,2020-03-15,2020-03-15,2020-03,False,,You sister good.,2020-03-15
TXN-2022-00000766,PRJ-2024-00362,VND-000327,,CTR-2019-000342,,7.05,MATERIAL,ACCRUED,12647.76,10992.3,-1655.46,SAR,2022-12-01,,2022-07,False,,If customer address region try.,2022-12-01
TXN-2022-00000767,PRJ-2024-00552,VND-000547,PO-2021-0000733,,,4.04,EQUIPMENT,ACCRUED,34458.72,34835.02,376.3,SAR,2022-10-23,,2022-12,False,,Expect stop trip give white everybody.,2022-10-23
TXN-2019-00000768,PRJ-2020-00241,VND-000371,,CTR-2021-000981,INV-2023-0000137,1.03,INSURANCE,POSTED,517208.29,651916.25,134707.96,USD,2019-01-31,2019-01-31,2019-06,False,,White lawyer identify above company media.,2019-01-31
TXN-2025-00000769,PRJ-2019-00798,VND-000839,PO-2020-0000230,,INV-2024-0000058,7.02,MATERIAL,POSTED,14179.46,16639.56,2460.1,SAR,2025-03-02,2025-03-02,2025-12,False,,Authority family water sort what then.,2025-03-02
TXN-2024-00000770,PRJ-2022-00027,VND-000713,PO-2024-0000858,,,2.05,MATERIAL,FORECAST,550549.88,603932.75,53382.87,SAR,2024-03-21,,2024-03,True,CO-0094,Economic kind help low during fund.,2024-03-21
TXN-2019-00000771,PRJ-2019-00013,VND-000583,,CTR-2022-000767,,3.04,MATERIAL,COMMITTED,104990.79,111681.33,6690.54,SAR,2019-06-03,,2019-12,False,,Race to television loss election.,2019-06-03
TXN-2025-00000772,PRJ-2022-00661,VND-000712,,CTR-2019-000178,INV-2022-0000516,1.01,LABOUR,POSTED,15619.88,13748.22,-1871.66,EUR,2025-07-22,2025-07-22,2025-11,False,,Plant yes quality discover firm.,2025-07-22
TXN-2022-00000773,PRJ-2020-00568,VND-000729,PO-2023-0000161,,,5.02,FREIGHT,COMMITTED,93771.06,87761.63,-6009.43,USD,2022-02-17,,2022-03,False,,Might act strategy eat behavior.,2022-02-17
TXN-2022-00000774,PRJ-2019-00634,VND-000058,PO-2024-0000669,,INV-2019-0000658,2.04,LABOUR,POSTED,156190.5,156588.78,398.28,USD,2022-07-14,2022-07-14,2022-06,False,,Away use live government thus.,2022-07-14
TXN-2020-00000775,PRJ-2021-00277,VND-000112,PO-2019-0000167,,INV-2023-0000555,6.01,MATERIAL,POSTED,92292.2,78746.68,-13545.52,SAR,2020-04-18,2020-04-18,2020-05,False,,Consumer second us couple.,2020-04-18
TXN-2020-00000776,PRJ-2019-00654,VND-000952,,CTR-2022-000496,INV-2025-0000047,1.05,MATERIAL,POSTED,3444.94,2838.71,-606.23,EUR,2020-02-17,2020-02-17,2020-01,False,,Dog drug enter director.,2020-02-17
TXN-2025-00000777,PRJ-2020-00290,VND-000982,,CTR-2019-000720,INV-2023-0000691,7.03,LABOUR,POSTED,12201.26,10355.09,-1846.17,SAR,2025-07-28,2025-07-28,2025-09,False,,Student green single build.,2025-07-28
TXN-2025-00000778,PRJ-2021-00794,VND-000154,,CTR-2020-000039,INV-2023-0000298,8.05,SUBCONTRACT,POSTED,25052.33,22061.37,-2990.96,SAR,2025-12-16,2025-12-16,2025-11,False,,Put professional pass.,2025-12-16
TXN-2024-00000779,PRJ-2021-00238,VND-000906,,CTR-2024-000514,INV-2022-0000529,3.02,SUBCONTRACT,POSTED,32479.03,42097.35,9618.32,SAR,2024-11-07,2024-11-07,2024-06,False,,When summer he firm together thing.,2024-11-07
TXN-2020-00000780,PRJ-2022-00348,VND-000298,,CTR-2023-000793,INV-2025-0000700,7.01,OVERHEAD,POSTED,92134.81,91565.15,-569.66,SAR,2020-04-16,2020-04-16,2020-10,False,,Than make worker trouble exactly develop.,2020-04-16
TXN-2020-00000781,PRJ-2022-00581,VND-000643,,CTR-2022-000317,,1.02,LABOUR,FORECAST,47408.25,50895.98,3487.73,SAR,2020-02-14,,2020-08,False,,Campaign moment institution vote allow girl.,2020-02-14
TXN-2021-00000782,PRJ-2020-00166,VND-000070,PO-2019-0000791,,INV-2023-0000472,2.01,MATERIAL,POSTED,4899.97,4551.94,-348.03,USD,2021-08-31,2021-08-31,2021-08,False,,Lead build million firm.,2021-08-31
TXN-2020-00000783,PRJ-2023-00963,VND-000127,PO-2024-0000878,,,6.03,MATERIAL,FORECAST,64234.57,71290.21,7055.64,SAR,2020-12-14,,2020-06,False,,Activity decision ok.,2020-12-14
TXN-2023-00000784,PRJ-2023-00975,VND-000322,,CTR-2024-000699,INV-2022-0000044,8.03,SUBCONTRACT,POSTED,90751.35,100761.85,10010.5,USD,2023-11-26,2023-11-26,2023-12,True,CO-0063,Gun technology cost enjoy especially.,2023-11-26
TXN-2019-00000785,PRJ-2022-00159,VND-000874,PO-2023-0000896,,INV-2019-0000474,7.01,MATERIAL,POSTED,84093.59,95410.51,11316.92,SAR,2019-06-28,2019-06-28,2019-11,False,,Gas contain interest industry sell half.,2019-06-28
TXN-2025-00000786,PRJ-2023-00477,VND-000112,PO-2022-0000337,,INV-2023-0000067,7.04,SUBCONTRACT,POSTED,183720.54,176122.31,-7598.23,USD,2025-11-06,2025-11-06,2025-12,False,,Evidence conference capital office direction.,2025-11-06
TXN-2019-00000787,PRJ-2024-00286,VND-000466,,CTR-2023-000328,INV-2019-0000582,8.02,LABOUR,POSTED,126865.56,103479.37,-23386.19,EUR,2019-11-04,2019-11-04,2019-01,False,,Result sound new.,2019-11-04
TXN-2021-00000788,PRJ-2021-00809,VND-000441,,CTR-2023-000701,,4.01,MATERIAL,FORECAST,72313.79,73142.52,828.73,SAR,2021-05-10,,2021-02,False,,Cultural son school list act.,2021-05-10
TXN-2021-00000789,PRJ-2024-00415,VND-000084,PO-2024-0000915,,INV-2022-0000266,7.05,SUBCONTRACT,POSTED,32687.61,29158.63,-3528.98,SAR,2021-01-28,2021-01-28,2021-07,False,,Matter yet support military result.,2021-01-28
TXN-2025-00000790,PRJ-2024-00305,VND-000169,,CTR-2023-000803,INV-2021-0000165,8.04,FREIGHT,POSTED,3006.58,3856.83,850.25,SAR,2025-08-12,2025-08-12,2025-12,False,,Feel no nothing huge real art.,2025-08-12
TXN-2025-00000791,PRJ-2022-00011,VND-000575,,CTR-2024-000332,,2.05,EQUIPMENT,COMMITTED,69177.25,78310.82,9133.57,SAR,2025-06-12,,2025-03,True,CO-0118,Live picture last free.,2025-06-12
TXN-2021-00000792,PRJ-2019-00117,VND-000812,,CTR-2020-000878,,1.04,MATERIAL,FORECAST,49589.36,42788.61,-6800.75,SAR,2021-08-19,,2021-10,False,,Growth newspaper special general in.,2021-08-19
TXN-2020-00000793,PRJ-2019-00764,VND-000193,PO-2019-0000357,,,3.05,EQUIPMENT,ACCRUED,54577.02,49385.74,-5191.28,EUR,2020-04-07,,2020-10,False,,Test white current office power.,2020-04-07
TXN-2021-00000794,PRJ-2020-00834,VND-000373,,CTR-2024-000467,INV-2024-0000424,2.04,FREIGHT,POSTED,5350.14,5377.93,27.79,SAR,2021-06-30,2021-06-30,2021-07,False,,Without expect foot member.,2021-06-30
TXN-2025-00000795,PRJ-2024-00344,VND-000117,,CTR-2019-000167,,6.02,MATERIAL,FORECAST,7175.41,7687.6,512.19,USD,2025-07-15,,2025-11,False,,Threat high expert place certain.,2025-07-15
TXN-2022-00000796,PRJ-2023-00650,VND-000291,,CTR-2022-000107,,2.01,FREIGHT,COMMITTED,176262.44,148909.85,-27352.59,SAR,2022-01-09,,2022-07,False,,Political up instead partner.,2022-01-09
TXN-2024-00000797,PRJ-2024-00770,VND-000639,,CTR-2024-000034,,8.05,LABOUR,FORECAST,34223.48,38804.47,4580.99,SAR,2024-08-03,,2024-08,False,,Support author class direction first.,2024-08-03
TXN-2019-00000798,PRJ-2024-00201,VND-000877,,CTR-2021-000661,,8.04,LABOUR,ACCRUED,100936.92,116271.0,15334.08,SAR,2019-07-22,,2019-04,True,CO-0096,Report painting house thought.,2019-07-22
TXN-2021-00000799,PRJ-2020-00901,VND-000675,PO-2023-0000931,,INV-2021-0000425,7.02,OVERHEAD,POSTED,37891.33,30932.11,-6959.22,USD,2021-01-14,2021-01-14,2021-06,False,,Security minute late cold take.,2021-01-14
TXN-2023-00000800,PRJ-2022-00840,VND-000760,,CTR-2024-000401,,7.02,MATERIAL,ACCRUED,37973.13,34036.46,-3936.67,USD,2023-11-26,,2023-01,False,,Road product wait.,2023-11-26
TXN-2023-00000801,PRJ-2023-00440,VND-000132,,CTR-2021-000530,,3.04,MATERIAL,FORECAST,148364.25,130445.09,-17919.16,SAR,2023-04-29,,2023-03,False,,Decision however believe.,2023-04-29
TXN-2024-00000802,PRJ-2022-00591,VND-000804,PO-2022-0000331,,INV-2020-0000209,5.05,SUBCONTRACT,POSTED,16746.3,14177.87,-2568.43,USD,2024-01-14,2024-01-14,2024-11,False,,Nature ago however share bar energy.,2024-01-14
TXN-2020-00000803,PRJ-2019-00029,VND-000633,PO-2023-0000761,,,2.05,FREIGHT,COMMITTED,41947.8,48956.63,7008.83,SAR,2020-08-20,,2020-06,False,,Base use hope.,2020-08-20
TXN-2024-00000804,PRJ-2019-00920,VND-000228,,CTR-2024-000676,INV-2022-0000053,4.04,EQUIPMENT,POSTED,18152.93,17018.05,-1134.88,EUR,2024-03-14,2024-03-14,2024-11,False,,Easy exist phone capital.,2024-03-14
TXN-2025-00000805,PRJ-2020-00106,VND-000114,PO-2023-0000917,,,2.02,EQUIPMENT,ACCRUED,18925.31,16849.47,-2075.84,EUR,2025-02-09,,2025-06,False,,Agreement professional team foot.,2025-02-09
TXN-2020-00000806,PRJ-2019-00401,VND-000104,,CTR-2024-000079,,2.04,LABOUR,ACCRUED,22839.39,20673.03,-2166.36,USD,2020-08-02,,2020-06,False,,Level that various nature career way.,2020-08-02
TXN-2022-00000807,PRJ-2019-00828,VND-000165,,CTR-2024-000876,INV-2022-0000033,3.05,LABOUR,POSTED,50675.64,43510.29,-7165.35,EUR,2022-06-25,2022-06-25,2022-08,False,,Computer our piece player nor model.,2022-06-25
TXN-2023-00000808,PRJ-2020-00560,VND-000006,,CTR-2023-000549,INV-2025-0000024,2.02,SUBCONTRACT,POSTED,17709.86,18754.7,1044.84,SAR,2023-03-20,2023-03-20,2023-06,False,,Finally girl music source kind hand.,2023-03-20
TXN-2020-00000809,PRJ-2021-00031,VND-000336,PO-2020-0000205,,INV-2020-0000977,3.03,LABOUR,POSTED,238860.31,202072.22,-36788.09,SAR,2020-12-28,2020-12-28,2020-05,False,,Choose action model serve.,2020-12-28
TXN-2025-00000810,PRJ-2024-00508,VND-000447,PO-2024-0000704,,,4.03,MATERIAL,ACCRUED,9490.9,11607.54,2116.64,SAR,2025-05-24,,2025-02,False,,Gas light across.,2025-05-24
TXN-2025-00000811,PRJ-2022-00602,VND-000320,,CTR-2024-000434,INV-2024-0000611,8.04,MATERIAL,POSTED,27438.23,32199.85,4761.62,SAR,2025-06-13,2025-06-13,2025-10,False,,Water local across involve fall discuss.,2025-06-13
TXN-2020-00000812,PRJ-2022-00581,VND-000362,PO-2019-0000035,,INV-2025-0000982,2.04,SUBCONTRACT,POSTED,18777.29,19822.78,1045.49,USD,2020-10-27,2020-10-27,2020-10,False,,Nature country think.,2020-10-27
TXN-2024-00000813,PRJ-2020-00974,VND-000989,,CTR-2022-000440,,2.02,MATERIAL,ACCRUED,318210.0,380403.57,62193.57,USD,2024-07-02,,2024-04,False,,House clear say hope her.,2024-07-02
TXN-2021-00000814,PRJ-2022-00149,VND-000799,PO-2020-0000582,,INV-2020-0000815,1.03,LABOUR,POSTED,48768.12,46855.46,-1912.66,SAR,2021-04-30,2021-04-30,2021-07,False,,Bad personal might son.,2021-04-30
TXN-2020-00000815,PRJ-2022-00540,VND-000223,,CTR-2022-000432,INV-2024-0000699,2.05,MATERIAL,POSTED,170717.74,201122.67,30404.93,SAR,2020-06-11,2020-06-11,2020-04,False,,Space range expect sea speak include.,2020-06-11
TXN-2025-00000816,PRJ-2023-00506,VND-000511,PO-2024-0000616,,INV-2025-0000335,2.01,MATERIAL,POSTED,3911.43,4285.31,373.88,SAR,2025-05-02,2025-05-02,2025-05,False,,Consumer face PM.,2025-05-02
TXN-2025-00000817,PRJ-2022-00877,VND-000590,,CTR-2019-000413,,5.02,FREIGHT,FORECAST,54207.55,44369.1,-9838.45,SAR,2025-10-01,,2025-01,False,,Laugh red man fly charge wide.,2025-10-01
TXN-2019-00000818,PRJ-2020-00072,VND-000482,PO-2021-0000355,,INV-2019-0000410,5.03,OVERHEAD,POSTED,137922.36,115838.73,-22083.63,SAR,2019-06-10,2019-06-10,2019-01,False,,Control bill especially.,2019-06-10
TXN-2024-00000819,PRJ-2021-00466,VND-000506,,CTR-2022-000106,,2.03,INSURANCE,COMMITTED,41086.13,33470.57,-7615.56,SAR,2024-01-25,,2024-03,False,,Road do character management game.,2024-01-25
TXN-2021-00000820,PRJ-2019-00883,VND-000705,,CTR-2020-000832,,2.02,MATERIAL,COMMITTED,179552.08,176758.21,-2793.87,USD,2021-10-03,,2021-12,False,,Size marriage he recent.,2021-10-03
TXN-2021-00000821,PRJ-2022-00905,VND-000804,PO-2022-0000705,,INV-2025-0000628,5.01,LABOUR,POSTED,16715.09,19988.14,3273.05,EUR,2021-07-14,2021-07-14,2021-03,False,,Form such weight.,2021-07-14
TXN-2023-00000822,PRJ-2022-00472,VND-000123,,CTR-2023-000535,INV-2024-0000541,7.04,OVERHEAD,POSTED,300745.95,276764.99,-23980.96,SAR,2023-09-02,2023-09-02,2023-05,False,,Entire hotel myself.,2023-09-02
TXN-2024-00000823,PRJ-2024-00495,VND-000232,,CTR-2023-000894,INV-2020-0000249,2.03,SUBCONTRACT,POSTED,1142063.4,1290235.15,148171.75,EUR,2024-04-15,2024-04-15,2024-02,False,,Court success stage stock.,2024-04-15
TXN-2019-00000824,PRJ-2024-00218,VND-000014,PO-2021-0000349,,,7.02,MATERIAL,COMMITTED,21072.88,19056.85,-2016.03,USD,2019-10-30,,2019-09,False,,Window research his.,2019-10-30
TXN-2025-00000825,PRJ-2023-00968,VND-000320,PO-2022-0000373,,,2.02,SUBCONTRACT,COMMITTED,18615.43,18481.17,-134.26,SAR,2025-08-20,,2025-09,False,,East yes current same behind.,2025-08-20
TXN-2022-00000826,PRJ-2022-00193,VND-000071,,CTR-2019-000151,INV-2020-0000473,5.05,LABOUR,POSTED,321282.71,397779.52,76496.81,SAR,2022-02-26,2022-02-26,2022-08,False,,List race fine follow.,2022-02-26
TXN-2019-00000827,PRJ-2021-00488,VND-000678,PO-2021-0000442,,,2.05,MATERIAL,ACCRUED,388231.94,351750.95,-36480.99,SAR,2019-07-23,,2019-09,False,,Rock seat near business loss federal growth.,2019-07-23
TXN-2022-00000828,PRJ-2024-00280,VND-000379,PO-2021-0000413,,INV-2023-0000181,7.02,SUBCONTRACT,POSTED,16575.98,18184.26,1608.28,SAR,2022-09-29,2022-09-29,2022-09,False,,Tell design both.,2022-09-29
TXN-2024-00000829,PRJ-2022-00052,VND-000662,,CTR-2022-000590,INV-2019-0000273,2.01,LABOUR,POSTED,19335.92,17777.13,-1558.79,USD,2024-09-29,2024-09-29,2024-04,False,,Foot cold everybody build smile.,2024-09-29
TXN-2024-00000830,PRJ-2023-00734,VND-000415,PO-2019-0000805,,INV-2020-0000209,5.04,LABOUR,POSTED,23797.2,23174.11,-623.09,USD,2024-05-27,2024-05-27,2024-05,False,,Why ok real.,2024-05-27
TXN-2019-00000831,PRJ-2023-00190,VND-000516,PO-2022-0000698,,,5.02,SUBCONTRACT,FORECAST,4833.49,4034.65,-798.84,SAR,2019-04-06,,2019-08,False,,Choice side eat matter rather full.,2019-04-06
TXN-2019-00000832,PRJ-2020-00683,VND-000486,PO-2020-0000779,,,5.01,LABOUR,ACCRUED,9154.69,11228.64,2073.95,SAR,2019-11-01,,2019-08,False,,Art green child movie blue maintain first.,2019-11-01
TXN-2022-00000833,PRJ-2023-00895,VND-000254,,CTR-2023-000298,,1.05,LABOUR,ACCRUED,8052.91,9805.86,1752.95,USD,2022-09-26,,2022-03,False,,Small series south just cover ready.,2022-09-26
TXN-2019-00000834,PRJ-2023-00312,VND-000824,PO-2024-0000499,,,6.05,MATERIAL,COMMITTED,11479.33,10638.68,-840.65,USD,2019-08-23,,2019-05,True,CO-0091,Right economy always religious next.,2019-08-23
TXN-2023-00000835,PRJ-2021-00794,VND-000680,PO-2024-0000532,,,8.01,FREIGHT,FORECAST,34474.41,40131.93,5657.52,USD,2023-01-11,,2023-07,False,,Recent couple cost girl run every.,2023-01-11
TXN-2024-00000836,PRJ-2019-00146,VND-000366,PO-2023-0000092,,,7.03,MATERIAL,ACCRUED,51602.33,46283.22,-5319.11,USD,2024-07-12,,2024-05,False,,Trial never attention choice fast enjoy.,2024-07-12
TXN-2024-00000837,PRJ-2023-00558,VND-000921,,CTR-2019-000358,,3.03,INSURANCE,FORECAST,371665.95,462351.49,90685.54,SAR,2024-07-19,,2024-05,False,,Law simply media safe third.,2024-07-19
TXN-2019-00000838,PRJ-2022-00594,VND-000533,,CTR-2019-000581,,2.04,OVERHEAD,COMMITTED,8123.11,10430.69,2307.58,SAR,2019-06-27,,2019-01,False,,Task simply draw return probably much.,2019-06-27
TXN-2024-00000839,PRJ-2020-00151,VND-000478,,CTR-2019-000167,,5.05,EQUIPMENT,COMMITTED,158972.04,151313.21,-7658.83,SAR,2024-05-27,,2024-01,True,CO-0076,Couple raise she child executive.,2024-05-27
TXN-2020-00000840,PRJ-2020-00290,VND-000846,PO-2023-0000677,,,5.01,LABOUR,ACCRUED,26344.55,32062.77,5718.22,USD,2020-01-26,,2020-06,False,,Political book model at strong.,2020-01-26
TXN-2025-00000841,PRJ-2021-00880,VND-000515,,CTR-2023-000147,,3.01,SUBCONTRACT,COMMITTED,33718.58,43765.27,10046.69,SAR,2025-04-11,,2025-02,False,,Condition all blood.,2025-04-11
TXN-2019-00000842,PRJ-2021-00485,VND-000956,PO-2020-0000926,,INV-2019-0000101,7.04,OVERHEAD,POSTED,99930.4,124564.92,24634.52,SAR,2019-06-04,2019-06-04,2019-03,False,,Better number student price.,2019-06-04
TXN-2024-00000843,PRJ-2021-00897,VND-000331,PO-2024-0000568,,,4.03,LABOUR,COMMITTED,6740.69,6065.01,-675.68,EUR,2024-06-05,,2024-10,False,,Perhaps opportunity any determine responsibility actually.,2024-06-05
TXN-2022-00000844,PRJ-2024-00559,VND-000188,PO-2021-0000453,,INV-2024-0000711,7.01,OVERHEAD,POSTED,64448.04,61652.94,-2795.1,SAR,2022-12-17,2022-12-17,2022-08,False,,Pretty up story life.,2022-12-17
TXN-2022-00000845,PRJ-2024-00431,VND-000985,PO-2019-0000144,,,1.04,LABOUR,ACCRUED,46615.03,51631.01,5015.98,SAR,2022-06-04,,2022-10,False,,Guess sea three.,2022-06-04
TXN-2020-00000846,PRJ-2021-00636,VND-000557,PO-2024-0000687,,,1.04,OVERHEAD,FORECAST,76014.31,61037.7,-14976.61,SAR,2020-09-22,,2020-01,False,,Some around pay more same.,2020-09-22
TXN-2021-00000847,PRJ-2024-00850,VND-000666,PO-2019-0000340,,INV-2024-0000886,5.05,EQUIPMENT,POSTED,56036.19,46534.27,-9501.92,USD,2021-10-27,2021-10-27,2021-12,False,,Back democratic mind big.,2021-10-27
TXN-2024-00000848,PRJ-2023-00210,VND-000529,PO-2019-0000692,,INV-2019-0000656,8.02,SUBCONTRACT,POSTED,1444032.65,1770568.65,326536.0,EUR,2024-06-03,2024-06-03,2024-12,False,,Mother country moment eat.,2024-06-03
TXN-2019-00000849,PRJ-2019-00825,VND-000497,PO-2020-0000902,,,2.01,MATERIAL,ACCRUED,13952.17,12006.08,-1946.09,SAR,2019-02-19,,2019-02,False,,Way next newspaper second short office purpose.,2019-02-19
TXN-2025-00000850,PRJ-2019-00518,VND-000455,PO-2019-0000189,,INV-2021-0000840,5.04,FREIGHT,POSTED,16374.89,15023.37,-1351.52,USD,2025-10-07,2025-10-07,2025-10,False,,Third coach Congress husband front.,2025-10-07
TXN-2025-00000851,PRJ-2024-00674,VND-000632,PO-2021-0000763,,INV-2023-0000674,1.02,LABOUR,POSTED,14261.08,13125.06,-1136.02,SAR,2025-09-19,2025-09-19,2025-09,False,,Move outside value total.,2025-09-19
TXN-2022-00000852,PRJ-2019-00297,VND-000297,,CTR-2024-000401,,8.03,INSURANCE,COMMITTED,15784.51,15672.6,-111.91,SAR,2022-02-24,,2022-07,False,,Yard foot he share issue rise.,2022-02-24
TXN-2021-00000853,PRJ-2021-00469,VND-000124,,CTR-2024-000915,,5.01,LABOUR,ACCRUED,13959.55,15754.69,1795.14,SAR,2021-08-16,,2021-03,True,CO-0091,Drive nation heart nearly season growth.,2021-08-16
TXN-2024-00000854,PRJ-2024-00470,VND-000284,,CTR-2021-000538,INV-2024-0000400,4.03,LABOUR,POSTED,216106.11,228320.98,12214.87,USD,2024-03-30,2024-03-30,2024-06,False,,Language however risk work other.,2024-03-30
TXN-2023-00000855,PRJ-2022-00348,VND-000471,,CTR-2024-000070,,5.03,SUBCONTRACT,COMMITTED,305821.35,384747.73,78926.38,USD,2023-11-27,,2023-08,False,,Career three according worker Democrat fire.,2023-11-27
TXN-2020-00000856,PRJ-2024-00590,VND-000726,,CTR-2023-000603,,5.02,SUBCONTRACT,FORECAST,15427.09,19709.61,4282.52,SAR,2020-06-27,,2020-07,False,,Try memory number occur.,2020-06-27
TXN-2019-00000857,PRJ-2021-00873,VND-000751,,CTR-2019-000488,INV-2019-0000332,2.04,LABOUR,POSTED,10419.84,12294.94,1875.1,USD,2019-05-02,2019-05-02,2019-03,False,,Also green catch.,2019-05-02
TXN-2022-00000858,PRJ-2022-00774,VND-000997,PO-2023-0000768,,,5.01,LABOUR,ACCRUED,73653.23,61606.57,-12046.66,EUR,2022-07-11,,2022-01,False,,Threat economic eight feel now.,2022-07-11
TXN-2021-00000859,PRJ-2022-00111,VND-000716,PO-2024-0000449,,,4.02,LABOUR,ACCRUED,15861.74,18073.26,2211.52,SAR,2021-04-26,,2021-03,False,,Truth safe rich society common stay.,2021-04-26
TXN-2023-00000860,PRJ-2019-00829,VND-000809,PO-2019-0000144,,INV-2019-0000915,2.02,EQUIPMENT,POSTED,93844.81,75321.55,-18523.26,SAR,2023-07-28,2023-07-28,2023-02,False,,Standard believe politics also space high.,2023-07-28
TXN-2024-00000861,PRJ-2020-00748,VND-000981,,CTR-2023-000585,,8.02,SUBCONTRACT,FORECAST,49236.21,59762.31,10526.1,USD,2024-09-13,,2024-10,False,,Two free they.,2024-09-13
TXN-2025-00000862,PRJ-2020-00142,VND-000821,,CTR-2021-000131,INV-2022-0000802,7.01,MATERIAL,POSTED,3738.29,3957.44,219.15,SAR,2025-02-21,2025-02-21,2025-04,False,,Indicate test thank dinner present.,2025-02-21
TXN-2023-00000863,PRJ-2024-00339,VND-000024,,CTR-2024-000070,INV-2019-0000894,5.04,FREIGHT,POSTED,369999.82,457222.34,87222.52,USD,2023-05-28,2023-05-28,2023-04,True,CO-0148,Up plant place approach modern floor.,2023-05-28
TXN-2023-00000864,PRJ-2022-00513,VND-000320,PO-2024-0000940,,INV-2024-0000270,2.05,LABOUR,POSTED,537033.91,605031.0,67997.09,SAR,2023-01-17,2023-01-17,2023-05,False,,Change maybe determine anything rule hotel.,2023-01-17
TXN-2025-00000865,PRJ-2021-00061,VND-000143,PO-2021-0000075,,INV-2019-0000825,6.01,OVERHEAD,POSTED,14484.25,18452.92,3968.67,SAR,2025-11-09,2025-11-09,2025-01,False,,Send offer bed it skill.,2025-11-09
TXN-2019-00000866,PRJ-2023-00973,VND-000427,PO-2020-0000133,,,2.05,SUBCONTRACT,ACCRUED,20301.45,18987.02,-1314.43,SAR,2019-01-22,,2019-08,False,,Car bar number.,2019-01-22
TXN-2024-00000867,PRJ-2019-00359,VND-000442,,CTR-2020-000027,,4.01,SUBCONTRACT,ACCRUED,55759.22,66175.41,10416.19,USD,2024-04-10,,2024-07,False,,Nature energy huge.,2024-04-10
TXN-2024-00000868,PRJ-2021-00019,VND-000566,PO-2023-0000438,,,7.02,MATERIAL,ACCRUED,59975.13,64459.62,4484.49,EUR,2024-02-29,,2024-10,False,,Similar candidate care nice maintain.,2024-02-29
TXN-2021-00000869,PRJ-2021-00361,VND-000199,PO-2023-0000011,,INV-2019-0000233,4.02,FREIGHT,POSTED,97520.36,98157.44,637.08,USD,2021-10-02,2021-10-02,2021-01,False,,Cultural pattern save east author since.,2021-10-02
TXN-2020-00000870,PRJ-2022-00833,VND-000059,PO-2021-0000359,,INV-2023-0000617,3.03,LABOUR,POSTED,740667.29,835179.75,94512.46,USD,2020-05-05,2020-05-05,2020-03,False,,Range office both including half.,2020-05-05
TXN-2022-00000871,PRJ-2024-00674,VND-000126,,CTR-2020-000833,,4.04,LABOUR,COMMITTED,27849.75,27250.4,-599.35,EUR,2022-04-23,,2022-05,False,,Fly order agency fight.,2022-04-23
TXN-2025-00000872,PRJ-2020-00565,VND-000300,,CTR-2024-000516,,5.03,MATERIAL,FORECAST,10965.99,9345.1,-1620.89,EUR,2025-06-27,,2025-12,False,,Pattern wrong kind certainly and.,2025-06-27
TXN-2022-00000873,PRJ-2019-00287,VND-000081,,CTR-2020-000216,INV-2021-0000126,4.03,LABOUR,POSTED,4587.18,4523.85,-63.33,SAR,2022-03-14,2022-03-14,2022-12,True,CO-0061,Current health serious table.,2022-03-14
